date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2021-11-01,18465,11590,8350,6294,4983,4327,4178,4664,5860,11036,23644,83681,151611,401449,697686,1219872,1236744,1172519,1082375,1046253,1088211,1069849,1086935,1138154,1294582,1324548,1343357,1140217,1084110,1029711,993907,931166,884972,814103,842486,871181,921814,916329,844939,836478,797769,669022,505366,310627,190132,125983,77061,38864
2021-11-02,16546,10448,7524,5665,4918,4640,4327,5119,6525,11832,25214,86999,159969,418770,724930,1262042,1291229,1217204,1117956,1069619,1110147,1090087,1107092,1156880,1320188,1351967,1367532,1156069,1078217,1026718,989358,938862,912291,881062,956306,1019135,1070178,1058716,954552,918861,855442,710416,538134,338589,215271,143448,90325,45053
2021-11-03,19366,11953,8508,6739,5704,5240,5154,5599,7003,12130,25191,87744,156322,389270,648684,1205568,1267463,1216740,1131558,1104061,1161472,1157495,1186273,1243237,1400009,1428313,1423061,1225699,1170442,1114273,1079690,1028682,1001912,953260,1011253,1069115,1118536,1089716,970303,938964,906853,776947,606825,399849,261894,187984,125166,66603
2021-11-04,28203,18811,13432,10280,8456,6974,6552,6391,7139,11476,22007,76351,117032,256751,401010,656399,732563,789425,873021,958752,1092052,1136199,1195759,1254169,1320623,1312338,1281821,1209326,1185265,1150116,1113149,1065352,1042862,1015882,1070086,1098107,1112028,1065709,964746,922560,874147,726405,551543,349819,227782,158519,103393,54599
2021-11-05,22852,13257,9283,6988,5796,5062,4743,5069,6104,11046,22788,82244,135128,331090,555406,1014472,1066563,1054350,1017635,1037071,1126359,1133392,1151998,1201050,1372298,1562362,1378820,1131321,1122966,1106563,1084076,1029078,996990,950696,1003798,1035255,1063287,1042094,951739,933867,898411,754362,584410,385028,258161,183908,123286,66976
2021-11-06,29182,18017,11897,8968,7210,6520,5629,6005,7506,11591,23831,80319,134053,313555,498895,855947,905514,936299,992322,1047374,1169617,1197603,1250100,1303867,1388277,1369456,1357107,1279887,1248157,1214154,1192709,1157483,1150389,1118752,1185027,1214685,1240325,1213923,1096963,1051279,1006056,843615,647000,420811,282995,210916,142971,77887
2021-11-07,34130,21202,14688,10793,8280,7142,6132,5827,6903,10820,20497,71053,107215,239245,385382,643839,735697,808784,912270,1011704,1158887,1199376,1251750,1294462,1338568,1336486,1309295,1241497,1231629,1197587,1171644,1135202,1114298,1074673,1128404,1151199,1167436,1113227,970404,912919,842853,688615,507305,317067,204297,140764,89260,46231
2021-11-08,20714,13133,9217,7337,5883,4964,4580,4857,3755,3582,7325,25010,49242,142808,256184,419112,419820,391060,342647,320895,334558,341866,371630,458560,839681,1310431,1329572,1141519,1091837,1037040,995007,934647,899238,850029,919348,981419,1037181,1036172,324259,762713,844093,684692,503807,310358,194886,129394,81462,40973
2021-11-09,18410,8923,3593,2725,2260,2100,2077,2506,3459,6814,16934,87662,162519,442700,395511,654842,874360,1185669,1082894,1037552,1068097,1045205,1055259,1107983,1268237,1293281,1313433,633632,975617,927180,861619,809289,798176,776763,847323,904121,954052,954642,864840,827127,762215,627154,471489,286347,182805,118518,74122,38947
2021-11-10,17586,10832,7972,5666,4898,4318,4301,4745,6448,11661,25508,85999,157107,404320,690812,1187716,1237198,1176938,1098337,1049393,1075365,1048663,1058532,1110798,1284431,1320780,1341162,1148173,1096062,1028491,981179,909697,861298,811963,864351,908296,956379,947003,866122,849030,807779,663433,492015,305818,196186,131795,82966,42454
2021-11-11,18559,11588,8161,6132,4921,4402,4164,4774,6079,11160,24295,82737,154737,404212,696254,1192398,1227386,1155143,1056609,1009875,1044670,1027278,1038802,1094682,1257942,1295048,1303837,1109350,1063387,1006613,965112,912026,881959,827798,893899,948152,996593,991053,909956,877027,828121,679235,512001,320832,208940,141322,88932,45483
2021-11-12,20673,13201,9194,6886,5584,4968,4702,5024,6518,11527,24738,86018,150252,379929,645597,1108953,1154251,1103186,1034961,1006205,1046812,1023965,1025247,1080207,1297069,1587840,1433763,1114134,1065506,1020316,982286,940418,908361,867279,931815,984094,1033498,1041554,962496,947536,913565,764987,590766,387902,257959,180712,116458,61022
2021-11-13,28719,18155,12190,9006,7266,6210,5370,5901,7029,12059,24350,82630,137669,325185,506212,872703,911807,930601,977663,1011760,1124021,1140502,1186976,1246077,1345356,1328563,1325440,1244904,1221230,1191774,1166760,1119196,1104711,1069884,1131120,1158853,1188665,1163453,1049424,1014581,970069,812381,626836,412631,273132,194954,128976,69758
2021-11-14,32001,20680,14036,9985,7564,6314,5404,5596,6766,10362,21021,70889,109642,252688,414414,664609,751014,819780,910654,1003086,1132581,1168655,1216313,1256133,1307703,1305049,1284144,1213517,1206156,1171876,1151396,1113177,1100985,1072834,1134711,1174804,1198424,1154476,1027409,960495,874282,706556,519363,320308,201107,138076,90559,47531
2021-11-15,20225,12634,8546,6486,4853,4264,4074,4587,5720,10981,23574,81783,152506,402279,700617,1208405,1214067,1143788,1050883,1009728,1045309,942825,707343,989536,1237686,1263568,1280265,1089643,1037549,980248,935246,880234,841883,789524,875548,940177,995396,992975,902763,859169,808525,651137,483192,296812,187326,126207,77916,40288
2021-11-16,17891,11217,7775,5801,4873,4387,4291,4815,6446,11538,24748,85891,159221,427072,745668,1261798,1256966,1166680,1063409,1007885,1032959,1005879,1015194,1064832,1231538,1254239,1253694,1043308,965437,860101,813933,778219,768535,743078,813829,873879,928930,926319,848775,822311,771189,616669,460573,280259,179494,119140,72837,37635
2021-11-17,17463,10868,7757,5673,4698,4105,3901,4755,6196,11528,25030,86578,160647,413954,701815,1199927,1238461,1161759,1065043,1002881,1021294,988530,995348,1055130,1227210,1263166,1285114,1095184,1040355,975900,924686,857421,824747,793392,882850,951976,1011347,999560,885410,845455,800957,656219,485473,297947,191472,127457,78912,40470
2021-11-18,18459,11546,7924,6009,4734,4278,4153,4834,6357,11428,24729,84907,159488,421335,739996,1248172,1249590,1159806,1050049,993696,1015177,993901,1005393,1055590,1226070,1250468,1265048,1071305,1017263,951838,905529,851976,830672,791465,868409,928142,986303,998496,242699,639092,827629,676333,496796,278835,198143,130611,88349,46793
2021-11-19,22220,14065,9463,7119,5544,4969,4726,5222,6503,11837,25696,88239,160517,408156,705443,1198801,1204419,1140693,1051083,1014703,1052595,1026405,1029523,1075856,1291300,1584196,1429042,1088674,1057265,1007730,978109,928601,890481,843186,913780,960888,1012334,1019783,944001,935636,905199,760461,591004,384136,253622,176739,114914,59783
2021-11-20,27899,17398,11995,8391,6465,5706,5459,5420,6854,11565,23643,78524,134770,313342,489567,857641,929161,946621,996140,1036997,1133909,1151219,1195856,950411,1085405,1316798,1312225,1229053,1203655,1171123,1154925,1115203,1091335,1053034,1106302,1135336,1158532,1118819,994566,960751,919289,763623,594087,393185,260997,185327,122228,64732
2021-11-21,30623,19724,13365,9230,7267,6005,5214,5459,6404,10099,20270,68424,109416,250493,418736,663938,748716,817003,910372,1004108,1131057,1159037,1199648,1236460,1281679,1270608,1249040,1173268,1157793,1123142,1091147,1038210,1006636,975681,1041672,1092639,1109577,1063007,942062,880894,804127,639764,464004,281789,180894,125776,78370,40519
2021-11-22,19025,11816,8474,5870,4792,4048,4111,4126,5366,10107,22973,76437,150113,397998,700622,1184263,1193323,1125633,1036215,993409,1023433,1004358,1017550,1064179,1217112,1242306,1262614,1068498,1015363,961232,919233,854182,815734,773470,834531,885919,938337,923750,808343,762209,717817,585219,432267,265797,166773,111037,72088,39082
2021-11-23,17991,10713,7556,5673,4563,4356,4144,4608,6076,11297,24776,82395,160447,423366,743195,1234641,1238883,1154117,1048761,992827,1012427,980056,987581,1032821,1189809,1208517,1214142,1022753,978453,923274,879497,817159,783188,743068,817736,885163,946386,949452,869309,833457,783003,627721,464947,284626,181180,121053,72844,37642
2021-11-24,17419,10930,8054,6034,4647,4144,4038,4534,6124,11239,24743,82551,159200,418490,732293,1221073,1248060,1160787,1050664,993195,1011157,983524,992638,1042080,1212844,1236875,1265885,1080245,1031690,970788,926557,864336,809638,755565,810089,865625,924748,913612,823676,821214,786655,642967,480747,293695,189160,126358,78041,39780
2021-11-25,18554,11526,8311,6130,5020,4602,4225,4819,6294,11557,24490,82557,163211,423501,742411,1234914,1244693,1163002,1056496,1001892,1034708,1010680,1022687,1077163,1241279,1275349,1298102,1103819,1039011,972000,930873,884867,855436,819615,888738,945285,997633,1004042,919414,884710,848354,693496,531725,329822,209677,140799,88597,45879
2021-11-26,21756,13684,9623,7132,5872,5076,4857,5115,6683,11664,25759,85961,161317,395491,662842,1127968,1172662,1122065,1049441,1016202,1066109,1049913,1059044,1112388,1329414,1634635,1535413,1165394,1139826,1083887,1048260,1002058,966351,921814,983254,1038809,1090870,1099163,1022131,1019259,994089,829690,633373,404522,264667,185687,126647,68356
2021-11-27,31851,20226,14352,10561,7896,6459,5919,5971,7421,11601,23979,77941,140594,324618,509683,893581,943069,964309,1010072,1048144,1157914,1176682,1223207,1282309,1379005,1364120,1364353,1276915,1239764,1216358,1194142,1148672,1130154,1096243,1124155,1130213,1149327,1132164,1040210,1028634,1003760,847541,656514,429001,280346,200041,133498,70783
2021-11-28,32962,21120,14089,9841,7260,6099,5367,5346,6399,9944,19683,64784,109996,246670,412393,655899,745713,822766,915909,1009416,1149296,1179785,1231152,1276461,1325651,1308338,1298750,1226602,1212699,1177460,1144709,1110793,1092259,1067392,1120427,1163425,1192734,1149346,1017192,957104,883945,712148,524900,307334,176254,115225,76056,39229
2021-11-29,18753,12040,8189,5887,4728,4193,4049,4185,5651,10131,22550,74613,146038,388055,687523,1176523,1186406,1121402,1036629,1000641,1040608,1021435,1037739,1085818,1246821,1274055,1305300,1111913,1061072,998266,943927,884876,848476,812359,881835,948340,1005478,1010176,916796,874206,823843,669326,499850,306183,189448,125208,76684,39266
2021-11-30,18434,11438,7891,5959,4691,4310,4104,4614,6073,10725,23420,77306,154566,406915,727945,1227901,1245339,1167971,1059886,1010305,1043369,1018606,1029682,1083607,1254281,1288866,1308346,1117235,1065265,1007670,968937,914458,876400,841606,917526,991740,1059019,1069751,974134,927986,895974,734960,531771,316935,197097,125633,84533,46890
2021-12-01,20779,13250,9136,6679,5181,4653,4400,4889,6340,11132,24550,79282,161429,420928,741089,1242885,1259087,1180562,1076662,1027037,1052947,1024233,1034364,1083641,1261944,1296859,1318666,1122480,1069559,1010026,967295,914375,876988,838724,910645,993326,1067897,1075288,978574,941344,915904,759591,573498,351338,215923,143231,88484,44433
2021-12-02,20860,13275,8740,6584,5229,4555,4289,4747,6259,10829,23935,74878,153703,388260,672133,1139093,1173147,1092704,1000356,948940,973629,943899,950082,999123,1181354,1247255,1295425,1117540,1069434,1014053,973044,922327,891067,846564,905082,964745,1026516,1034011,964206,928080,891056,735602,559788,352904,223644,150866,95857,49310
2021-12-03,23222,14945,10209,7500,6187,5182,4977,5358,6950,11571,24728,79244,155501,373118,632559,1098763,1131173,1076097,1023516,1018287,1079078,1072734,1082966,1125356,1306006,1565549,1505765,1133924,1156070,1114349,1086658,1040261,996864,961238,1006436,1061654,1112998,1116103,1045294,1025766,1016361,854013,665268,432540,280261,197971,129744,68980
2021-12-04,33330,21059,13790,10151,7788,6663,5891,6149,7606,12280,24050,73587,143102,318365,497472,875294,925051,948039,998661,1042242,1148289,1170663,1225628,1285541,1390506,1374488,1379770,1298383,1278887,1249313,1230817,1193202,1174914,1145315,1196107,1232338,1257224,1227336,1128361,1091026,1074134,908579,712465,463719,300281,215808,144004,78632
2021-12-05,37338,23333,16218,11040,8065,6877,5887,5747,6879,10441,20299,61240,109606,237591,401658,653911,745653,823515,922712,1024587,1167753,1214096,1268534,1315077,1369045,1359379,1349875,1274655,1257451,1224269,1193862,1153529,1133001,1108443,1156363,1204192,1230778,1180822,1059432,995266,929969,749213,557872,345204,212776,144098,88841,46158
2021-12-06,22540,14077,9225,6852,5137,4373,4147,4546,6004,10522,22374,70691,146415,374244,663230,1155502,1182605,1115380,1027326,994172,1039159,1025794,1044459,1102869,1273537,1303485,1339333,1141123,1093950,1033391,986686,924767,869352,820147,882226,944924,999253,1000407,919197,890591,867513,711939,534791,327432,203459,134815,84091,43536
2021-12-07,20736,12961,8833,6507,5467,4530,4143,4786,6291,11337,24000,74320,158949,405234,723449,1229973,1246099,1164831,1059415,1021654,1056298,1033135,1044919,1100662,1277938,1305959,1333429,1132395,1083746,1028907,986077,929985,890578,857533,926208,997669,1061366,1045196,966398,925672,908050,754626,568061,347242,214854,142801,86988,45329
2021-12-08,21494,13202,9068,6480,5465,4866,4400,5135,6588,11725,24411,75099,160940,405726,721514,1232150,1250233,1174994,1073720,1026985,1062803,1042554,1056249,1105690,1275377,1308114,1337281,1139186,1087931,1030420,993180,939821,901984,869443,938280,1011334,1083623,1083308,984631,935596,919783,767515,576204,352599,219820,146959,90936,47050
2021-12-09,22895,14026,9523,6949,5517,4837,4658,5174,6646,11565,24327,73327,158545,397598,705050,1204378,1214980,1146501,1049384,1022194,1041451,1020393,1034213,1087548,1257893,1285975,1314352,1115904,1063914,1004679,950730,886480,834401,786095,848735,906888,972090,463436,719189,921698,911596,592992,1563,515,301,288,292,326
2021-12-10,25291,16205,11259,8238,6644,5615,5171,5532,7171,12473,25254,75872,160446,378457,652578,1141881,1170626,1119240,1049247,1025132,1071178,1054716,1061184,1107525,1313060,1591584,1524913,1107818,1128941,1063470,1024415,961436,911549,867169,894427,918388,960321,977052,939823,937700,943221,820398,650955,427374,278557,197725,130376,71442
2021-12-11,36247,23707,16275,11799,9025,7526,6620,6598,7753,12012,23118,67781,138728,289628,452529,790743,866587,911320,974932,1029035,1141203,1165370,1222806,1278475,1373388,1368628,1365649,1283433,1267203,1232468,1207109,1165348,1141184,1108457,1136904,1159318,1192644,1185816,1094675,1053189,1042653,889800,695816,452994,294354,211463,141420,75922
2021-12-12,37933,25050,16368,11557,8582,6853,6219,6116,6852,10091,19982,57018,112057,223297,360249,626883,736073,822109,919878,1019705,1159043,1201372,1263411,1315158,1377344,1377510,1363239,1274364,1269300,1234808,1205720,1162364,1137712,1111349,1150645,1194826,1226852,1190918,1071590,992351,937425,760998,564237,351906,221097,156887,98890,52398
2021-12-13,25126,16457,10987,7893,5976,5072,4599,4874,6215,10486,22150,64597,141197,335211,568668,1111362,1163121,1124728,1054320,1026889,1082862,1078195,1103486,1162137,1333493,1358780,1382465,1159836,1100070,1039323,1002654,940557,885595,839613,876155,920230,958973,950561,874432,838584,831311,690206,525292,329236,205448,137422,86532,44741
2021-12-14,6799,4502,3957,6790,5425,4816,4266,4874,6411,11064,23773,69189,154062,361093,611688,1175674,1226259,1172117,1083201,1040371,1081645,1070152,1095924,1154766,1334565,1363899,1373862,1156721,1098048,1036298,992718,937654,887714,843786,887382,949566,1008815,1019797,957180,907281,873867,717902,537193,331813,209801,142679,88883,45878
2021-12-15,22539,14328,9702,7093,5522,4947,4539,5142,6546,11068,23055,67235,150585,353295,601953,1160103,1225200,1171154,1082545,1038551,1081792,1070084,1091172,1150514,1328977,1349147,1353342,1139619,1075873,1019364,987376,937089,904616,873370,935465,1000945,1059321,1052883,962476,919058,898290,749535,566851,352263,226727,158834,104712,59026
2021-12-16,26663,15912,10443,7622,5942,5257,4949,5586,6799,11518,23709,67585,150784,346734,582314,1120377,1182284,1118536,1037909,1002973,1052203,1046214,1065891,1132661,1313614,1347593,1369121,1166965,1103109,1028553,978306,925239,891994,858398,891699,944044,986448,998317,942626,908610,909030,764339,576667,359583,223576,154323,105103,60855
2021-12-17,28974,17305,11196,8250,6541,5885,5344,5639,7143,11780,22919,63754,141958,307924,498655,955135,1028588,1008313,961735,947584,1015082,1009414,1019451,1056586,1227992,1480995,1483613,1088378,1134999,1075897,1042279,985691,938141,896900,908384,931568,960977,952617,896776,880291,866361,733455,562248,363501,233925,172069,121939,74021
2021-12-18,36516,20961,13893,9607,7561,6752,6008,5903,7072,10637,20549,55279,124108,263012,407330,725871,800130,832881,887364,925493,1015258,1022549,1064786,1114579,1191658,1166044,1166485,1101739,1099840,1083776,1070863,1037954,1005580,977622,1004743,1024443,1038467,1015724,927551,879677,852163,723651,563680,362968,227119,159686,113438,73567
2021-12-19,36454,21695,13892,9494,7362,5898,5391,5175,5944,8892,16965,44131,96126,182989,285169,503909,614361,694723,803677,898434,1032936,1079027,1119902,1167458,1229463,1245613,1251524,1185235,1170182,1139144,1113761,1073490,1055324,1042056,1073729,1116797,1140656,1108326,998583,912946,877794,722214,537190,337698,206919,150399,99324,56456
2021-12-20,26001,15556,10525,7269,5569,4865,4653,4824,5823,9966,19807,55547,126756,290026,491972,988494,1053925,1035387,997979,995661,1065646,1075172,1101555,1160088,1316889,1349692,1378188,1198691,1149391,1088442,1049862,999360,953989,916653,957658,1019439,1078367,1088437,1019435,953113,942732,799545,612708,384435,234979,158037,102136,55604
2021-12-21,25029,15407,10085,7211,5602,5037,4683,5165,6162,10323,21908,60952,145825,328740,548053,1064537,1115899,1076585,1020457,1000469,1049688,1039508,1062451,1120647,1280891,1307554,1325572,1135925,1091409,1039301,1002642,951288,906694,868298,904508,962910,1020222,1032464,969668,910315,907782,770727,587769,364142,220932,148037,94628,50306
2021-12-22,23664,14038,9550,7187,5307,4436,4254,4736,5792,9518,19977,55391,132277,306239,503635,1004669,1097725,1069480,1009282,990206,1058155,1065997,1101820,1164702,1333427,1365203,1386438,1197365,1143485,1088197,1052831,997333,955395,919572,966446,1037097,1108460,1113290,1020312,957794,959928,823319,628738,386956,233096,157931,102652,54913
2021-12-23,25015,15727,10274,7681,5969,5093,4849,5256,6176,10689,21818,59901,142728,317935,528785,1032650,1093448,1065791,1018786,1001141,1069296,1078535,1112874,1180437,1339579,1369069,1386580,1191943,1147787,1091585,1055770,1007726,966201,925483,952742,1011811,1066916,1079107,1033999,973871,977305,837998,643025,400560,244876,167349,108162,57614
2021-12-24,27265,17697,11549,8382,6814,5857,5273,5730,7074,11031,22213,60784,142253,302695,498101,962715,1024321,1027535,1010668,1024871,1116789,1132717,1161582,1206597,1369481,1594184,1598836,1169176,1219781,1155771,1132245,1085856,1036851,1001691,1016574,1060367,1111858,1133849,1091931,1039166,1055693,940426,760143,507518,323343,233613,161200,93076
2021-12-25,45454,29817,20054,13898,10470,8069,6674,6549,7565,10635,19756,50310,113553,213527,329548,568851,649495,731098,832317,928629,1071937,1118166,1186292,1252257,1332888,1325624,1313149,1241266,1223562,1201000,1166609,1122453,1108514,1097893,1110197,1152633,1186244,1161788,1071877,985075,1007415,888205,701229,458157,291084,209759,144010,81518
2021-12-26,38267,23797,15619,10769,8058,6437,5554,5307,6317,9043,17796,45115,104211,190645,291577,519851,619842,709512,808045,907654,1049467,1099722,1158157,1213203,1279101,1283442,1271135,1194967,1181903,1159312,1129252,1094292,1075704,1061035,1072198,1114295,1141247,1127465,1046147,957580,946148,803763,613618,386636,237823,165852,106276,56493
2021-12-27,26916,17120,11483,8274,5941,5139,4413,4677,5835,9398,19236,52531,126748,282367,471038,964273,1025987,1013670,973477,977695,1056595,1070473,1115513,1178612,1327312,1352813,1372392,1191530,1149307,1093373,1056411,994409,926938,865581,879292,936626,993214,999216,941401,868063,873260,745200,568604,352909,219054,146598,92254,49293
2021-12-28,24027,14686,10140,7316,5612,4837,4566,4970,6142,10045,21528,56251,140934,312988,520674,1042738,1113419,1084207,1018670,1003434,1065578,1064884,1098782,1162938,1326703,1352849,1368466,1171309,1128212,1067915,1036726,981299,935573,896466,928037,992432,1056783,1046264,961964,885841,897974,772903,586262,368200,226299,149740,94330,49448
2021-12-29,24754,15185,10387,7109,5622,4879,4497,5054,6354,10315,21636,56789,141842,313005,520099,1046195,1113810,1083310,1018913,1001251,1054558,1058365,1092859,1161933,1323911,1339568,1361054,1167829,1124526,1076586,1045206,989682,943776,906171,943371,1001362,1057338,1048810,960337,886095,893492,758944,568786,354101,218953,149054,93740,50016
2021-12-30,23992,15026,10054,7275,5771,4812,4524,4979,6446,9693,20753,55071,137328,299727,496587,999663,1077899,1048886,991075,978267,1040199,1051099,1095822,1153237,1312921,1332245,1351519,1165773,1120823,1068394,1033997,989252,938366,902657,921021,971375,1025227,1030583,974659,906874,916332,786380,599639,380894,237252,161949,103078,55902
2021-12-31,28093,17529,11756,8336,6661,5657,5114,5563,6708,10386,20784,54327,135337,279374,455612,900539,986413,978519,958517,962081,1034360,1056476,1092308,1140372,1304378,1524257,1568379,1147010,1186610,1149673,1127586,1088474,1041775,988662,955122,977111,1016596,1026981,994351,946905,965515,869737,722518,500185,329740,252734,186213,114700
2022-01-01,54944,39669,26994,19442,12763,10139,8228,7073,7044,9511,16542,38397,92501,162184,246160,443480,551409,642835,747753,848334,987362,1062146,1142006,1210608,1263500,1260869,1288238,1251782,1241856,1217341,1200094,1171204,1144318,1124882,1129058,1175891,1187917,1163938,1070522,987537,1004867,875972,676523,437775,273136,201823,133872,75140
2022-01-02,36624,21743,14066,9719,7346,5758,4924,5100,5796,8374,16102,39177,95525,166755,250478,456059,564489,653507,758798,863078,1004553,1060935,1126306,1188744,1245378,1252696,1256921,1201874,1196493,1166348,1123124,1080554,1073014,1055822,1072646,1119755,1141749,1088697,964738,858484,851628,703615,514576,318626,191160,131760,82642,45497
2022-01-03,22524,14499,9441,6920,5174,4460,3910,4127,5736,9152,18538,48814,125576,278429,465451,965885,1070186,1058734,1006439,978328,1024219,1023180,1052343,1112171,1283102,1325676,1367276,1149166,1085404,1021510,979101,928857,878060,830441,852708,907990,962872,977257,914199,831114,832197,711148,530099,328923,199382,131481,79911,42519
2022-01-04,20582,12605,8745,6156,4950,4450,4119,4622,5804,9861,20618,53546,139241,307795,518778,1059129,1139946,1102505,1026131,981594,1013234,996756,1018077,1076742,1263251,1305562,1321784,1092344,1027700,968155,930309,872257,824996,789575,804874,857438,908669,914839,863486,793483,813924,708181,538650,331826,201144,132834,81116,42067
2022-01-05,20699,13002,8606,5874,4777,4263,3968,4493,5892,10031,20994,55117,143332,315014,518866,1037165,1115155,1069512,1002111,970939,1013041,1005049,1028103,1087305,1278446,1321789,1342367,1120347,1058769,999357,965548,905879,857749,826397,860020,921912,978237,991569,924231,852563,871001,761571,573987,351831,212757,140436,87040,45280
2022-01-06,22215,13695,9400,6529,5287,4566,4146,4648,5866,9998,21209,54481,143733,316134,534249,1073496,1142635,1101833,1021632,976919,1010380,993768,1014608,1078826,1266895,1299276,1310114,1089353,1029296,972643,939194,889086,847112,813673,844250,913820,980718,1006255,962913,880402,889424,776837,586249,363890,224546,148432,91990,49089
2022-01-07,23914,14967,10080,7291,5646,4950,4439,4962,6143,10534,21543,56501,149078,312030,525226,1037966,1103671,1077534,1013444,984029,1030194,1021124,1035059,1083866,1290178,1539168,1564560,1062444,1084209,1030202,995646,949541,901107,852393,873759,934343,1002334,1025441,988813,935040,962693,853085,659216,424497,270198,187789,120529,64390
2022-01-08,31396,20242,13780,9399,6991,5883,5237,5418,6633,10244,20866,52021,137142,271695,411849,769644,843089,877876,932474,977331,1088723,1117952,1174408,1236002,1342162,1329875,1337613,1252567,1226461,1202086,1186579,1155749,1135985,1111782,1130092,1182274,1231120,1215873,1128866,1049258,1069719,943228,723210,464195,289517,204130,135525,74914
2022-01-09,36600,22764,14953,10582,8033,6191,5554,5635,6379,9297,18368,43922,113622,211753,351789,592108,690251,776933,879001,980291,1126709,1169960,1222650,1270390,1323839,1319747,1315841,1240865,1221220,1204174,1178559,1148754,1126792,1110334,1128507,1181590,1222413,1203095,1103653,995697,971748,823663,606814,360221,210854,138412,83106,44167
2022-01-10,21326,13330,8939,6318,4896,4357,3823,4386,5725,10089,21134,55132,153980,352269,614424,1089381,1121746,1066630,999871,963079,991904,970296,977057,1017020,1179835,1209302,1238820,1056613,1006594,957603,920549,862925,806714,767823,799341,867354,939703,957826,904783,823165,822531,707455,522954,314988,190588,124340,75759,40512
2022-01-11,19733,12477,8427,6107,4860,4361,4009,4635,5881,9895,21899,57549,162230,369541,639769,1127475,1154890,1091163,999017,947805,967993,936973,944515,984365,1155640,1182002,1210527,1021953,972698,924075,884174,827990,782172,748452,780840,852999,925045,940969,894951,817619,814833,709997,525896,320621,193557,125912,76867,40086
2022-01-12,20116,12845,8481,6411,4879,4178,3920,4440,5908,9852,21659,57505,160879,368346,641855,1132565,1159935,1096196,998992,952555,971897,941273,947053,989185,1158678,1187069,1214335,1025918,977521,924066,889781,835708,793621,765957,808286,886280,960654,969380,891084,817711,821088,715079,532102,322463,195223,128626,79046,41530
2022-01-13,20518,13274,8616,6350,4918,4214,4188,4657,6020,10013,21663,57331,160724,367272,638672,603108,56767,59695,371183,930186,948148,918175,923519,969082,1143042,1166444,1182612,998681,948340,895978,858222,808148,767182,739824,772066,842121,919802,945397,905128,829963,828917,727580,547574,343836,212143,140004,87535,46372
2022-01-14,23303,15074,10088,7164,5563,4685,4289,5059,6085,10345,22150,57945,162164,348333,586645,1055779,1086392,1034057,957412,931641,965010,942686,940353,977179,1180493,1422999,1489443,1015667,1007426,966815,927296,877281,830601,802392,824478,888375,964170,997509,959092,904792,925632,832760,644420,420452,263593,181358,117512,63607
2022-01-15,31611,20063,13257,9162,7189,5606,5338,5318,6626,10217,21080,52272,140655,276336,414113,774372,837234,868502,920101,958258,1061874,1077383,1123441,1174760,1271164,1266547,1263832,1185568,1155784,1136426,1118527,1081523,1064276,1046507,1066375,1117479,1162791,1158020,1088536,1017480,1033221,923848,711653,458014,283367,201004,130798,72360
2022-01-16,36150,22910,14969,10469,7801,6304,5309,5337,6135,8759,17649,43487,114942,213444,348479,585663,684132,766276,864681,963534,1094216,1130660,1176017,1218415,1268338,1253308,1248308,1182714,1159280,1140763,1121851,1089379,1058010,1041734,1054800,1112854,1155558,1138806,1039730,937742,911865,777937,571368,344958,200571,132618,81222,42696
2022-01-17,20811,13763,9353,6352,4754,3965,3811,4142,5665,9523,20394,53685,151980,346880,602439,1072081,1098774,1047417,976749,952395,987841,970668,979704,1025849,1180326,1196543,1214817,1043085,995164,945048,908556,855438,806577,768163,780676,815705,856293,878677,848637,798995,813588,721451,546454,347882,217427,146432,93114,50260
2022-01-18,25523,16435,10969,8016,6210,5274,4675,4840,6032,10091,21377,52598,140992,278589,432738,782304,800121,792395,820228,860598,953962,979192,1022284,1078488,1194832,1185999,1177807,1073933,1043913,1025052,1001425,957547,923356,890438,899620,959119,1007550,1007690,932731,854279,843914,725332,529780,319075,188569,123001,74271,38623
2022-01-19,19404,12305,8324,5771,4487,4000,3743,4121,5719,9947,21530,57875,162902,369130,635167,1125592,1148192,1086469,1006370,960071,978225,948722,949352,991272,1158149,1183080,1209030,1030656,982537,930419,889624,828372,779574,742805,761934,822305,895826,905621,822938,749096,737694,642754,480419,295900,179872,121289,75023,38906
2022-01-20,19750,12536,8324,6051,4852,3930,3989,4491,5680,10002,21377,56361,160768,363712,627393,1113403,1140306,1078739,991428,946014,967898,939572,940225,976576,1142475,1168684,1184634,1007978,949083,899073,859267,805190,766300,739144,757146,815560,883872,907266,863600,802879,800328,715894,539902,334653,203840,134213,82186,44366
2022-01-21,22792,14143,9564,6991,5424,4908,4441,5017,6456,10356,22061,58064,164330,353254,591187,1069770,1103447,1052535,977043,948387,976657,945859,941266,974604,1171279,1410609,1496979,1027416,996566,961965,920031,865885,816281,784471,811182,875906,952318,986304,947872,894285,913289,829348,639114,412760,257205,176021,112272,60026
2022-01-22,30770,20056,13398,9295,6990,5788,5139,5207,6345,9791,20118,51727,140529,279044,415304,745377,792020,810572,860186,908187,1006620,1030331,1082890,1143434,1241703,1233345,1241505,1167122,1136680,1113704,1094867,1058203,1034228,1012863,1021485,1072486,1127435,1142247,1081569,1012073,1020216,925398,709691,454431,276490,192734,123881,67673
