date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2021-08-06,5160,3321,2603,2418,2446,2488,2582,3332,4493,8671,21088,54890,123633,290713,436792,859643,938193,872284,808854,799625,829904,839140,854819,872227,912095,889138,813839,676433,662589,670108,653062,632557,616349,608325,661669,728154,762332,735076,601960,393097,182110,128173,70831,33960,13297,12062,8561,6975
2021-08-07,4774,3376,2647,2465,2406,2537,2519,3207,4431,8112,20096,50957,115080,266195,371061,675574,751138,733566,752935,775099,838032,863245,891680,912892,930042,873719,830238,741632,694021,673860,653729,650588,656562,654411,689812,739231,760746,728100,598060,372113,173151,120171,65934,31323,12197,10893,7490,6439
2021-08-08,4438,3023,2639,2313,2069,2158,2302,2615,3766,6650,15824,40114,88247,189083,260295,448401,554539,583165,625934,668089,733345,763008,780261,816232,817802,772762,712657,615190,579541,563978,563711,565312,574938,574841,608347,669490,696478,664502,528465,313349,144485,104600,57756,27456,10297,10445,6831,5936
2021-08-09,3743,2694,2155,1869,1795,1841,1946,2570,3737,7350,19549,50042,113108,272572,421635,868417,943622,883765,826604,814071,855198,867485,887140,904774,943116,901256,858956,747083,723525,698362,670415,633731,606354,588767,638995,684443,697948,677160,564890,358480,168717,119611,67063,32272,13388,12144,8256,6567
2021-08-10,4505,3018,2659,2265,2390,2315,2269,2941,3850,7333,17977,46867,101310,223467,305298,563596,621726,617301,636272,662282,714517,748851,779234,804362,820890,775182,728338,648220,622013,619013,609300,587807,571336,564238,600110,660839,690260,663710,549754,349844,157360,112222,61343,29208,11531,11512,7765,6540
2021-08-11,4360,3094,2644,2181,2155,2404,2396,2876,4315,8476,20460,52222,116547,279760,439822,893910,976655,905469,835658,811449,839809,845818,863971,885315,922314,876310,834746,725555,702635,669592,631485,598100,574144,563574,620268,677421,706860,676740,547805,344842,163745,115135,63200,30231,12776,12239,8254,7129
2021-08-12,4560,3070,2771,2323,2312,2283,2479,3099,4289,7987,20284,53514,120782,285744,439896,888922,968514,890448,813150,784513,814722,822408,836494,860701,897003,852755,813776,697838,674084,647150,624025,596131,578380,564858,621268,684594,717229,688521,555470,350936,163830,115504,64535,31395,12842,11920,8147,6692
2021-08-13,4558,3125,2646,2488,2345,2324,2559,3163,4411,8180,20246,53953,119859,280539,433179,861072,932492,861250,792515,773635,809042,812170,824734,845320,888516,866823,792831,639428,626282,627373,617118,592357,573361,557857,607317,661952,685828,665805,541543,334792,159287,112294,62608,3330,382,367,357,334
2021-08-14,3503,3051,2713,2392,2318,2325,2529,3158,4281,7832,18900,50338,111846,254895,359572,662283,728042,707783,718814,738480,792002,811879,836720,857564,877293,822360,781498,691334,657275,639985,621148,595868,585513,580924,620439,671602,685547,653143,530775,329119,161036,115686,63781,30930,11588,10569,6762,5956
2021-08-15,4096,2823,2415,2169,2024,2003,2119,2420,3571,6615,15379,40264,85670,184682,251829,441831,533022,553093,599005,652751,716130,743009,761907,763403,754161,713486,665772,583929,549199,530214,517056,509318,512598,525363,568054,626318,638966,607488,486546,285245,133748,93056,50594,24012,9615,9787,6324,5695
2021-08-16,3846,2529,2186,1920,1991,1938,2030,2547,3641,7494,18681,50348,113575,275231,424935,871285,953213,886897,815363,795577,828855,842014,859439,877694,922055,880752,833747,691118,658396,639990,606832,589259,568243,547955,601366,660973,666529,611186,480625,299060,145146,99715,52182,25923,11928,11138,7849,6564
2021-08-17,4211,3004,2539,2332,2235,2370,2502,3082,4342,7993,20049,52971,119663,288606,449086,898180,975117,894768,817762,790548,814746,821505,839125,860345,906889,861425,823484,701481,668452,637009,606558,579036,566528,549995,596114,628642,643585,625883,508881,316725,156395,109312,61173,29961,12562,11636,8467,7147
2021-08-18,4381,2902,2766,2279,2143,2188,2441,3216,4299,8416,20605,53230,120171,287602,442525,893161,973930,900870,827416,804673,835962,840990,856480,876100,917713,872116,825408,696877,645742,597288,573375,550502,533787,519320,564671,604498,621393,596849,479274,305581,154303,106895,59841,28963,12313,11599,8173,6692
2021-08-19,4373,3090,2647,2383,2184,2317,2493,3119,4192,8135,20170,51302,115960,274425,424048,842955,933537,874679,822954,806930,842623,854338,877275,900014,952374,923903,890336,772225,740109,709587,691021,668274,653135,632782,684371,744113,779556,759510,616513,376000,173312,118991,66262,32539,13054,12063,8544,6831
2021-08-20,4422,3137,2671,2398,2301,2343,2544,3123,4425,8386,20873,54700,122855,288679,441034,858129,940219,875911,815578,804865,843567,853993,867808,888666,944547,937468,864343,694954,665201,664533,658043,629217,600593,583719,627782,669396,694526,687964,558076,344445,177840,124448,70988,34658,13695,12008,8654,7050
2021-08-21,4731,3177,2876,2507,2391,2508,2703,3338,4550,8156,20155,51861,116676,269449,385990,702014,775643,763433,784007,740847,757959,822847,922541,946906,973542,923247,886989,796497,752495,747823,745700,723009,714384,698322,737893,774536,777206,744060,621140,399183,194580,137689,78714,37768,13326,11558,7828,6396
2021-08-22,4462,3074,2557,2462,2135,2244,2203,2751,3744,6485,14966,36795,81253,179391,248273,432298,524661,559664,620190,689953,765487,801909,834970,850172,852737,814932,771491,697716,678462,671271,668994,650706,640886,628205,666026,701079,709850,666862,535978,322688,155385,113628,65618,31339,11087,10659,6906,6005
2021-08-23,4042,2762,2096,1950,1908,1896,1955,2627,3696,7615,19205,50683,116081,281481,436156,895130,965035,900986,836937,818691,858011,870648,886764,912720,959080,931997,902721,779710,752730,715560,690779,655933,639851,617356,675737,728570,752146,717227,581779,355762,173704,121580,69627,34765,13958,12358,8689,7106
2021-08-24,4411,2997,2937,2417,2413,2463,2595,3163,4226,8408,21154,54633,120958,292533,454381,910626,982107,902737,827103,793176,809866,814235,827445,853402,906823,878611,852774,734981,705416,673455,657566,631055,614658,587878,649900,706351,731670,703832,575343,352232,172375,118910,68633,34142,14308,12233,8484,7165
2021-08-25,4546,3126,2842,2375,2274,2434,2519,3175,4340,8469,21182,55512,123593,301984,467755,935775,1006129,931416,856023,835054,865012,869282,886194,909103,958952,923143,886097,754598,722146,684888,659207,633715,619675,603305,674111,731266,759925,736614,610015,377012,182866,127334,73290,36034,14793,12837,8803,7627
2021-08-26,4830,3419,2748,2651,2500,2409,2597,3372,4391,8606,21239,55138,124394,302600,476191,950071,1002930,927212,851668,829352,860072,869034,883003,907432,958026,916717,887459,758200,728478,703984,680205,651632,637654,616735,682317,742600,773779,748870,621330,385603,187872,130321,77107,38278,15240,12759,8934,7510
2021-08-27,4823,3364,2896,2434,2472,2593,2705,3516,4443,8911,21710,57200,126834,303694,471571,923195,979598,911996,844143,833647,865230,864760,859382,880198,942148,941076,875337,704987,694789,701599,692450,668590,652047,635137,699669,755338,791540,776621,654621,418130,209475,148493,88863,43298,16617,13288,9272,7724
2021-08-28,4827,3404,2932,2541,2712,2573,2611,3191,4344,7977,19482,51546,115457,268325,387598,717624,775575,760446,776339,806065,872027,898758,929609,950744,979643,930565,898724,808501,778745,765501,759483,736715,725890,707249,757011,799650,809343,775283,646058,404833,203550,145099,85543,41578,14849,12251,7941,6668
2021-08-29,4498,3065,2682,2409,2170,2043,2390,2775,3632,6571,15335,37669,82600,182660,249522,439413,520937,556500,619561,697764,772457,814927,847551,868605,869966,835428,798918,725838,710088,700177,696037,679241,673139,658486,700483,736756,738164,693626,564201,344160,171983,124859,74358,35037,12124,10965,7286,6199
2021-08-30,3901,2781,2176,1949,1888,1978,2276,2662,3715,7617,18655,50508,114154,279136,435854,891785,958532,901446,851582,844849,893607,910874,931843,954705,1002340,973523,954206,833033,808707,772845,746324,718804,705128,679192,734706,787537,809135,784440,651280,403357,205840,147353,90635,45299,16593,13188,9052,7435
2021-08-31,4826,3307,2834,2455,2090,2078,2203,2631,3553,6505,15653,39376,82345,169646,228688,371073,457883,500986,564348,643657,726309,774022,817411,843640,856048,825449,784817,708071,687478,691294,693696,680994,676496,659935,707948,751507,760783,727587,602527,369963,189848,137358,80453,38110,13621,12329,8106,6564
2021-09-01,4284,2936,2392,2315,2032,2279,2399,3061,4156,8531,20033,53486,122169,299774,470185,949424,1021380,953846,890528,869810,903396,909567,918929,944202,998625,965456,946136,815029,783040,747463,725930,690310,675274,655999,728696,782563,814198,791069,665995,417803,214581,149132,87000,40129,15519,13429,8881,7348
2021-09-02,4845,3261,2996,2460,2328,2464,2783,3250,4398,8549,20414,53987,123393,301732,477224,960445,1028703,948813,868059,840654,873597,874028,886430,919386,988577,968734,949525,816610,792419,758122,733055,701095,687914,659357,729929,787028,817997,787272,640572,394279,205677,143292,85637,41806,16199,13950,9315,7730
2021-09-03,5211,3561,3170,2752,2467,2604,3021,3379,4670,8845,21296,59646,129867,302627,471062,924205,983506,931314,884166,867585,906483,905700,919382,950210,1028875,1050107,990195,793978,782676,784434,776202,747287,736339,707267,774359,825450,853889,839702,722834,466115,254827,185120,112007,55614,20888,16514,11033,9116
2021-09-04,5991,4118,3633,3249,2731,2887,2946,3522,4669,8903,20851,58628,130242,287957,418851,766135,813567,804294,829026,864177,935918,962787,992312,1021177,1058879,1011633,994702,899702,869227,850474,845224,821517,820720,789714,837950,868564,872102,823334,709551,468173,265214,195339,117511,57158,20591,15471,10576,8820
2021-09-05,5767,4085,3333,2844,2558,2582,2681,3055,4155,7725,17389,49135,105507,215014,314195,543990,634657,673243,739593,822459,913884,956755,988103,1004612,1013029,970323,935690,842154,828382,821970,819752,802626,804716,763190,798589,826676,832465,798241,680196,431923,249165,184817,108620,53957,20151,16832,10401,8511
2021-09-06,5671,3613,3079,2576,2413,2504,2558,3086,4363,8761,22023,63870,144596,335356,537948,1088419,1160588,1088232,1013293,987219,1025042,1027956,1036067,1063186,1134349,1106117,1098710,936293,901382,854009,812941,755765,738655,712999,799334,864285,904001,881162,750845,479946,273606,196580,115383,56889,23517,17673,12196,9417
2021-09-07,5915,4172,3213,3015,2787,2844,3171,3752,5013,9762,23326,67344,152482,355721,576189,1133673,1196326,1104685,1007904,974813,1005677,1008744,1017231,1043128,1114107,1080412,1066989,910987,874317,836176,807470,766197,754466,728960,819625,881540,927496,905045,782384,506337,288896,203927,121877,59298,23301,17492,11919,8948
2021-09-08,5823,3895,3455,2944,2887,2795,3176,3688,4893,9801,23381,66951,149595,350071,566416,1123703,1184479,1094604,997920,967072,1002029,1004455,1014334,1032714,1090459,1047705,1032624,893036,864734,828276,800450,769104,761830,724077,804698,868628,899962,877611,759914,487053,281840,202002,120987,58990,23489,17959,11706,9145
2021-09-09,5768,3870,3387,2884,2620,2597,2723,3479,4759,9315,21831,63296,143991,333137,543617,1078114,1148916,1077105,991993,962218,997659,1003601,1017207,1049127,1125478,1099798,1089308,932151,897565,857022,834142,799604,792084,754311,825829,872990,922555,917247,805864,527129,300464,214788,131235,63834,24632,18124,12370,9401
2021-09-10,5999,3895,3358,2818,2778,2963,3187,3936,5267,10053,23632,68338,150296,340956,543167,1057288,1118754,1050251,980341,960616,1000673,1002627,1009293,1038086,1128930,1152098,1086922,866170,857520,851797,841393,808433,799099,762031,837660,888224,918657,901788,783525,536763,356767,263324,169023,84640,29810,20304,13700,10039
2021-09-11,6074,4098,3514,2946,2924,2924,3193,3677,5209,9592,21763,65698,143693,316588,472295,852052,885407,873011,899070,931579,1007707,1032831,1062760,1091648,1136282,1090328,1068719,958210,928511,921022,917802,898004,897811,864996,928291,956405,962571,927873,812637,562358,391898,287360,187156,92926,30550,20386,12825,9290
2021-09-12,5977,3850,3213,2782,2570,2598,2801,3096,4172,7770,17370,52069,110797,222628,321429,555787,628995,670738,749292,838503,936625,978500,1020790,1039460,1044242,998605,965521,877180,866154,853728,848084,828672,830983,803915,867821,895001,897154,851942,741145,504573,348800,255797,162692,76004,23260,17682,10938,8680
2021-09-13,5085,3189,2809,2429,2196,2238,2333,2959,4077,8390,20210,58941,128682,292802,433535,829074,907695,877085,862346,860527,922824,949854,980457,1021240,1110882,1103640,1103908,942428,911395,876987,848456,811942,794993,745807,812217,854157,878371,848069,718446,498574,352292,251517,156948,75517,26030,18940,11917,9169
2021-09-14,5539,3774,3200,2974,2706,2713,2856,3478,5065,9504,22820,67036,149768,348895,560059,1123387,1172492,1091422,1002710,965476,1003068,999216,1013779,1046157,1128343,1102145,1096156,931607,893228,852295,820314,774123,754897,717180,789938,842791,874594,847916,724178,503663,366482,261105,166810,79463,27174,19440,12439,9581
2021-09-15,5643,3847,3286,2921,2722,2687,2965,3494,5039,9608,22673,68439,150790,353045,570235,1131351,1174451,1096377,1005784,972710,1006367,1004710,1021255,1052731,1134510,1110222,1094150,931566,891247,840041,808748,765403,738422,679072,741162,812281,866957,843084,719034,518725,394275,288236,189340,94206,31986,21592,14080,10476
2021-09-16,6301,4128,3321,3011,2717,2473,2731,3239,4502,8546,19326,57709,116197,232632,326325,532654,590713,636029,708426,787916,885306,929023,975360,1007877,1028064,994189,964704,878774,864141,858563,850617,828612,830157,804286,860801,884486,883142,831590,709097,503794,375372,273574,178601,85495,26994,19541,12141,8948
2021-09-17,5391,3536,2894,2484,2475,2630,2757,3588,4887,9726,23262,71037,150444,347375,548166,1048920,1065442,1012952,954955,951491,1000434,1003588,1010060,1022886,1113988,1143767,1060118,860302,868786,866035,855683,819371,800797,746816,784826,790363,820191,819641,725125,529736,413426,298508,197866,98671,34767,23463,14606,10450
2021-09-18,6013,4177,3350,2920,2833,2840,2839,3684,4916,9496,21971,67211,143639,320190,479162,854562,866770,854774,879168,908703,982698,999496,1021729,1053077,1089326,1042093,1031592,915553,874436,850414,839807,821204,826571,803817,857633,869655,866739,824914,713765,526505,417181,303558,203414,101710,34754,22600,13794,9845
2021-09-19,5639,3797,3059,2582,2472,2510,2658,3107,4401,8020,18036,55861,112850,230788,338650,586017,651362,688460,752105,827654,918753,949891,976386,989190,990198,934897,888826,815612,819856,816238,820712,809695,810769,780502,805703,822396,845657,806832,671889,477669,366543,261539,164110,74097,23298,16840,10705,7953
2021-09-20,4629,3145,2659,2245,2179,2138,2253,3011,4162,8907,21291,66613,143494,339385,551178,1106536,1142274,1077647,1003110,967809,1007012,1001656,1013878,1042434,1129296,1112212,1115560,950120,915615,869499,834291,790621,772233,729357,806059,860276,899833,888366,784855,575978,436470,307534,195864,93895,32354,22135,13720,10115
2021-09-21,5683,3687,3305,2794,2741,2901,2912,3624,4976,9552,22653,72421,155795,368324,594278,1146791,1168295,1086881,982692,938865,969525,957096,961527,990124,1081467,1073638,1061019,902134,873351,827275,797663,755085,738884,706758,775208,821113,867579,858002,752573,553490,432708,304791,197550,94728,33407,22212,14036,9868
2021-09-22,5642,3705,3217,2522,2433,2522,2787,3381,4752,9346,22386,70415,150840,361150,585555,1149152,1180356,1105382,1004695,963794,987252,978012,990678,1024643,1115257,1094507,1094276,924311,885972,845712,813453,768913,757493,722185,808708,867887,913710,888088,765647,568003,439384,311330,206424,101960,36587,23523,14519,9992
2021-09-23,5773,3848,3364,2726,2609,2713,2957,3512,5038,9533,23296,74834,156019,371119,603314,1175364,1183897,1100087,1002229,966608,998868,990872,1000814,1037816,1124524,1107594,1103751,935071,893723,849494,823716,790213,776157,736865,812698,870861,918020,907393,807436,606138,489656,356427,244845,135323,70145,46439,27128,15491
2021-09-24,6417,4237,3430,2925,2623,2655,3019,3804,5123,10062,23720,77814,157120,366680,593745,1128587,1139251,1072298,994762,970292,1009535,1000207,1003802,1042491,1189568,1269639,1137981,895114,901631,877814,859747,824234,806794,766323,840838,886958,927200,914981,802000,638873,540472,399215,280750,164810,95917,64295,38031,19835
2021-09-25,7642,5009,3852,3085,3084,2919,3156,3723,5180,9751,22803,75178,151210,332103,496188,889082,907795,903840,930580,963960,1045437,1064298,1098107,1135564,1191289,1150580,1140925,1037655,1011336,993798,989187,961033,962538,921035,980233,993749,1003303,945653,808368,638139,543770,406477,286547,179218,106057,72675,42839,21811
2021-09-26,8250,4943,3746,3071,2788,2649,2698,3178,4486,8169,18723,61574,116736,240717,364319,620863,686850,731832,808761,887884,991240,1021390,1056437,1082444,1096429,1061396,1031472,943568,934767,915736,892477,853204,810517,782076,841507,858471,871242,842052,717677,544278,454083,334207,226115,130595,73126,48866,26864,14213
2021-09-27,5656,3629,2856,2376,2242,2175,2256,2779,4026,8603,20947,70762,142639,338485,550984,1098879,1143695,1087191,1012068,978598,1013118,1009570,1027092,1063777,1163027,1162240,1165272,983404,951316,900220,864427,817805,797919,751765,824789,876993,919385,905397,789627,616891,513020,365127,243110,135954,78035,35874,414,330
2021-09-28,6370,4032,3322,2866,2751,2630,2886,3450,4992,9775,22687,77392,156185,373589,611602,1193155,1206932,1128723,1034579,992700,1026071,1015177,1030820,1065808,1163391,1152959,1155079,975161,931294,881501,825499,762742,738785,708025,794855,860023,915974,894811,762892,601229,502159,360688,249609,141566,82647,54628,31315,16587
2021-09-29,6727,3999,3255,2949,2835,2600,2917,3476,5052,9923,22721,77024,153166,367768,605184,1166543,1196084,1123387,1027557,987038,1022701,1010101,1013418,1039837,1091151,1060053,1076779,939029,917323,881621,867034,834903,831050,796959,880636,940392,979414,952838,814358,654788,561567,408354,280032,160557,93995,61131,35638,18406
2021-09-30,7057,4348,3538,3040,2708,2933,2928,3624,5002,9681,22660,73572,144357,344517,574492,1115279,1170958,1107923,1024943,987001,1029342,1028046,1045519,1090629,1196081,1191836,1195569,1024034,980078,933813,898890,862892,850748,812009,885879,943160,982451,969320,853879,691207,591225,435733,302140,178172,103301,69096,39836,20283
2021-10-01,7821,5105,3883,3326,2868,2943,3133,4020,5489,10492,23495,81759,156491,364040,595019,1133939,1172594,1114558,1037023,1008454,1056522,1049015,1058354,1095918,1262073,1411582,1270522,999752,997387,961923,944951,910689,896601,845135,894746,942079,987794,983025,885978,746392,656259,499469,359618,219907,135673,91499,54172,26920
2021-10-02,9803,5870,4326,3733,3364,3349,3434,3946,5467,10154,21758,75347,141944,314585,478847,857124,900000,910238,954253,992708,1090184,1117567,1166118,1219009,1287370,1269434,1269981,1178375,1157173,1142601,1135382,1111761,1109507,1072892,1137607,1153913,1152098,1091392,951402,799659,715576,552503,396788,251826,158516,107755,64681,31585
2021-10-03,10606,6424,4434,3600,3101,3010,3154,3492,4958,8847,17936,64263,112081,236008,369365,625478,707006,764385,854382,947594,1070875,1113252,1165519,1202525,1230547,1202909,1182356,1087067,1079427,1070365,1068604,1048837,1044106,1008675,1070295,1092171,1101683,1051102,919376,757028,666552,502586,357593,211703,124464,81709,46359,22279
2021-10-04,7897,4381,3630,2856,2553,2469,2533,3192,4583,9355,22286,77547,152309,378910,636194,1211617,1217818,1149246,1059808,1023345,1062627,1052837,1064225,1103369,1216984,1216267,1230419,1045961,1003774,961381,921194,874908,854396,811020,891904,947839,988565,961171,843458,711455,627603,464110,325730,189482,115210,74981,44099,19846
2021-10-05,6888,4335,3680,2968,2882,2895,2952,3722,5160,10111,23787,81285,160490,391242,647989,1216223,1253551,1155833,1055846,1004904,1040582,1035612,1058414,1105240,1233790,1240782,1251374,1057221,999708,946838,903224,853902,853637,825118,918915,982029,1036549,1012196,884026,743373,657941,491486,346246,203708,123201,79827,46541,23038
2021-10-06,8361,4974,3735,3159,2922,2879,3051,3875,5363,10634,24801,84484,162556,404055,680387,1264500,1270176,1184227,1081265,1032885,1054880,1035992,1047487,1094952,1215995,1202203,1207467,1019827,974639,933939,899485,855035,834124,796529,897101,930564,1003529,991487,871690,747358,673038,510872,361893,215097,130724,84833,49170,23909
2021-10-07,8874,5102,3803,3251,2887,2819,3046,3854,5385,10283,24013,84231,158674,395295,670309,1241070,1251244,1164348,1059720,1006022,1031205,1009728,1038898,1089590,1219884,1221589,1233672,1044744,997959,948853,914851,872050,864703,821832,907866,967176,1017968,1018787,921334,789491,708397,537977,386608,232264,144788,93386,54913,26554
2021-10-08,9449,5748,4176,3455,3192,3257,3254,4040,5547,10966,23996,86514,160132,393916,654868,1193582,1205854,1141805,1062200,1032926,1078266,1063339,1070008,1114738,1306407,1485368,1312721,1040832,1024358,992856,969829,929711,910743,866768,943991,999939,1051508,1054499,968468,857578,799510,627553,466151,291118,185569,124568,75542,35313
2021-10-09,12209,7110,5244,4006,3595,3515,3401,4290,5561,10647,23011,83238,147456,339723,524140,910951,939792,953454,991615,1030801,1136681,1154738,1203787,1249376,1311449,1282602,1279308,1186751,1164425,1149711,1141390,1116134,1110802,1070351,1141298,1167876,1183773,1144267,1016740,898702,836269,666530,496925,316746,204741,139404,85621,41569
2021-10-10,13402,7750,5492,4357,3472,3301,3343,3867,5057,9304,19719,70195,113270,247998,392186,647223,722610,779233,866976,962269,1095855,1134866,1189544,1226210,1254039,1229461,1210086,1130264,1123637,1107017,1084889,1066473,1075199,1048571,1115293,1139558,1146962,1077960,933263,801234,718761,558569,404597,244211,150859,100836,58531,28108
2021-10-11,9460,5744,4463,3689,3197,3075,3079,3588,4834,9772,22760,82504,151756,385584,650547,1220620,1230165,1153450,1063043,1025564,1064543,1050316,1070429,1113103,1238952,1249179,1259197,1061723,1013238,963433,924952,874205,852383,799572,885963,946569,1000115,1001211,897224,786076,721357,557793,402916,244725,152675,101462,61242,30808
2021-10-12,10921,6884,5231,4656,3904,3446,3425,4112,5214,10291,23537,84793,156228,396270,670020,1242500,1255968,1173670,1071338,1019546,1050360,1030715,1043065,1093021,1227861,1231682,1238283,1045443,993617,940996,902907,853326,833963,795323,881260,944188,996832,989994,890018,793495,727388,562204,407811,249769,157067,104071,62586,31220
2021-10-13,11115,6808,5261,4232,3873,3757,3729,4383,5472,10917,24457,86424,160873,408929,691545,1270561,1279449,1194583,1085874,1033723,1061405,1038167,1053937,1104210,1238643,1246387,1248583,1052656,1005028,949083,905744,858835,845532,809219,902705,974196,1031281,1022210,899735,806588,747940,589613,429814,266129,169456,112041,68225,33828
2021-10-14,11713,7635,5655,4719,4139,3788,3627,4307,5401,10912,24342,86074,159170,401963,681455,1248189,1259288,1175393,1065750,1019147,1047933,1032044,1042369,1089884,1220603,1228937,1232762,1042771,989385,928911,885923,842687,827172,789648,872890,937120,997316,1003523,907188,818025,761504,599873,447147,281467,182434,123193,75794,37533
2021-10-15,13608,8622,6283,5184,4486,4212,4123,4837,6058,11236,24720,89636,158803,387388,652037,1187309,1206447,1144059,1060387,1030931,1068887,1047071,1058333,1106494,1298561,1509415,1331798,1052392,1026530,989299,952619,912888,890762,850958,925700,980956,1039260,1050354,966041,888757,842611,684540,521274,339260,223393,154887,100091,50628
2021-10-16,18355,11509,8826,6999,6054,5581,5393,5649,6800,11864,24754,86018,148007,345503,537926,925656,953297,961102,997022,1031059,1126914,1140648,1185858,1234195,1303656,1267967,1262824,1175866,1143904,1119489,1104867,1073653,1063325,1034661,1106083,1136354,1154023,1109243,989681,910988,861423,704994,540715,356849,234960,164302,104926,54359
2021-10-17,19572,11935,8618,7079,5777,5188,4834,4961,6088,9876,20096,72341,115233,256368,409203,674210,751305,810774,898123,994058,1113920,1141443,1171280,1179800,1193217,1178822,1169874,1105264,1095313,1081544,1071610,1045826,1040834,1012193,1073877,1094551,1096150,1037953,900985,805016,728384,583447,427384,264188,167960,115295,70728,35437
2021-10-18,13520,8297,6216,4681,4039,3606,3619,4040,5245,10146,22832,81212,147690,376895,639687,1168690,1197823,1136396,1059457,1039253,1090169,1085230,1103228,1150416,1282129,1288349,1297984,1116577,1075939,1021028,979339,921782,888659,831654,890550,940342,983518,980710,890921,815691,764064,617481,466530,290578,188092,126166,78487,41923
2021-10-19,16416,10637,7842,6215,5169,4662,4397,4790,6026,10708,21659,79035,126451,287354,439214,781345,794726,815748,862718,909484,1018055,1050879,1105135,1160941,1237073,1210233,1177980,1077835,1047741,1023199,1001179,962230,954777,919906,970177,992607,1011176,999085,903281,809722,730247,567087,414582,252789,159559,105064,64644,32339
2021-10-20,12559,8169,6049,4629,4157,3868,3700,4264,5781,11391,24914,87262,159992,408177,688394,1248367,1277008,1200406,1104228,1055613,1079552,1056683,1064294,1093478,1195801,1191638,1183326,978120,909435,835758,788404,741891,719835,687464,744846,766172,797072,781187,679635,643844,611815,504864,379189,235679,150931,101217,63452,31919
2021-10-21,12736,8311,6154,4796,4234,3828,3870,4440,5788,10739,23864,86273,157158,402471,686932,1239474,1261931,1183249,1087602,1033597,1064318,1042442,1054569,1107630,1251079,1264045,1273700,1074463,1025274,959182,910208,866705,850683,806429,874877,923212,964391,956400,860151,795302,741093,596158,441407,275894,180494,120266,75541,37301
2021-10-22,14844,9295,7068,5644,4943,4234,4213,4621,6078,11396,25198,91169,159820,396839,659431,1186013,1209892,1143111,1053295,1014635,1054466,1035529,1041097,1088661,1293234,1540822,1366282,1068232,1031231,990069,956014,904717,880822,836363,911813,963556,1009085,1014968,930107,877477,829459,673987,509599,331761,221188,151731,96804,48913
2021-10-23,20201,12827,9109,7136,6061,5129,4869,5298,6672,11486,23858,84500,144643,337428,522218,859715,883172,912995,963996,1004832,1102726,1116645,1158033,1206876,1285489,1266575,1260512,1171205,1143268,1118682,1101008,1072263,1056942,1009435,1041611,1065137,1095922,1080926,973683,919412,866678,714432,545088,348553,230487,162266,105529,54355
2021-10-24,22217,13708,9751,7479,6109,5247,4961,4964,5934,10074,20204,73549,114469,261185,418216,682632,757890,816142,901894,987007,1105206,1121626,1155499,1189467,1217375,1190289,1167005,1107789,1108544,1088621,1075917,1039484,1037420,1011952,1082343,1117796,1137042,1083355,943837,854206,774882,617390,456550,280848,176143,117713,71617,35624
2021-10-25,13913,8626,6542,4989,4311,3685,3562,4135,5334,10437,23146,82772,148507,395764,680271,1222239,1233106,1163277,1074922,1036505,1074151,1057590,1074769,1127525,1266198,1289281,1298684,1099284,1042728,989734,943282,890042,858768,810000,894309,957267,1010845,1017828,908561,849871,786012,623545,456107,278495,175005,114368,70328,34627
2021-10-26,13810,8697,6416,4950,4299,3947,3941,4469,5916,11121,24657,87386,156965,414909,714386,1279891,1296170,1210083,1100081,1050913,1084744,1059594,1069848,1123494,1274599,1300196,1308328,1094942,1024120,965793,923557,873915,854716,814679,897837,962327,1010440,1008103,889146,832447,780316,626468,456714,280501,179173,117012,71201,34906
2021-10-27,14385,8918,6453,5235,4428,3962,3767,4566,5819,11273,24871,85959,152989,391157,661669,1173655,1213910,1155971,1077698,1032181,1058543,1033866,1040237,1089330,1239519,1271725,1285830,1091970,1035946,982750,943648,896302,870027,830138,919510,990252,1053555,1051640,930578,871912,823185,667991,495360,305602,193271,127090,78801,38084
2021-10-28,15646,9749,6894,5238,4548,4020,4243,4638,6021,11090,24199,87214,154442,406125,700973,1245332,1251629,1167895,1062069,1004929,1034873,1017606,1031412,1087424,1239545,1262598,1276100,1085099,1028182,973060,938319,890733,864743,825280,902340,964897,1015961,1016501,925795,877870,825173,669222,495676,309580,200886,133837,83204,41512
2021-10-29,17720,11276,7742,6315,5147,4602,4519,4904,6297,11359,24993,90705,156455,391534,665673,1185879,1210226,1147536,1065623,1033229,1079646,1065236,1079233,1129011,1333424,1592815,1427874,1131741,1088549,1053831,1025348,980090,948540,901608,966892,1026463,1077648,1087111,1006770,977277,935312,783019,603004,392510,260872,180741,115907,58269
2021-10-30,24991,16151,11405,8788,7199,6138,5465,5871,7198,11641,24334,85590,142650,341204,537987,929288,965535,976996,1019431,1059336,1172151,1192424,1241608,1293603,1368356,1331532,1295572,1195330,1165643,1146274,1152720,1133112,1135520,1103355,1163401,1182524,1196185,1159284,1041289,997905,938694,786615,607685,399556,265754,188693,124404,64012
2021-10-31,27756,17150,12252,8916,6970,6313,5598,5386,6296,10439,20052,70972,110505,255531,416478,674655,759451,826641,922801,1022514,1166987,1203063,1256248,1297940,1350253,1340526,1327078,1255386,1241619,1214031,1187003,1152305,1143039,1118480,1178633,1217915,1245126,1216795,1076650,1000469,926663,755990,564173,345512,209812,139355,86527,44153
