state,age_group,dose,metric,value
Kedah,elderly,dose2,daily,0.0
Kedah,total,booster1,daily,32.0
Kedah,total,booster2,daily,5.0
Kedah,total,dose1,daily,1.0
Kedah,total,dose2,daily,2.0
Kelantan,0_4,booster1,daily,0.0
Kelantan,0_4,booster2,daily,0.0
Kelantan,0_4,dose1,daily,0.0
Kelantan,0_4,dose2,daily,0.0
Kelantan,12_17,booster1,daily,0.0
Kelantan,12_17,booster2,daily,0.0
Kelantan,12_17,dose1,daily,0.0
Kelantan,12_17,dose2,daily,0.0
Kelantan,18_29,booster1,daily,4.0
Kelantan,18_29,booster2,daily,1.0
Kelantan,18_29,dose1,daily,0.0
Kelantan,18_29,dose2,daily,0.0
Kelantan,30_39,booster1,daily,2.0
Kelantan,30_39,booster2,daily,1.0
Kelantan,30_39,dose1,daily,0.0
Kelantan,30_39,dose2,daily,0.0
Kelantan,40_49,booster1,daily,7.0
Kelantan,40_49,booster2,daily,0.0
Kelantan,40_49,dose1,daily,0.0
Kelantan,40_49,dose2,daily,0.0
Kelantan,50_59,booster1,daily,14.0
Kelantan,50_59,booster2,daily,0.0
Kelantan,50_59,dose1,daily,0.0
Kelantan,50_59,dose2,daily,0.0
Kelantan,5_11,booster1,daily,0.0
Kelantan,5_11,booster2,daily,0.0
Kelantan,5_11,dose1,daily,0.0
Kelantan,5_11,dose2,daily,0.0
Kelantan,60_69,booster1,daily,15.0
Kelantan,60_69,booster2,daily,0.0
Kelantan,60_69,dose1,daily,2.0
Kelantan,60_69,dose2,daily,0.0
Kelantan,70_79,booster1,daily,5.0
Kelantan,70_79,booster2,daily,0.0
Kelantan,70_79,dose1,daily,0.0
Kelantan,70_79,dose2,daily,0.0
Kelantan,80_above,booster1,daily,1.0
Kelantan,80_above,booster2,daily,0.0
Kelantan,80_above,dose1,daily,0.0
Kelantan,80_above,dose2,daily,0.0
Kelantan,adolescent,booster1,daily,0.0
Kelantan,adolescent,booster2,daily,0.0
Kelantan,adolescent,dose1,daily,0.0
Kelantan,adolescent,dose2,daily,0.0
Kelantan,adult,booster1,daily,49.0
Kelantan,adult,booster2,daily,2.0
Kelantan,adult,dose1,daily,2.0
Kelantan,adult,dose2,daily,0.0
Kelantan,child,booster1,daily,0.0
Kelantan,child,booster2,daily,0.0
Kelantan,child,dose1,daily,0.0
Kelantan,child,dose2,daily,0.0
Kelantan,elderly,booster1,daily,21.0
Kelantan,elderly,booster2,daily,0.0
Kelantan,elderly,dose1,daily,2.0
Kelantan,elderly,dose2,daily,0.0
Kelantan,total,booster1,daily,49.0
Kelantan,total,booster2,daily,2.0
Kelantan,total,dose1,daily,2.0
Kelantan,total,dose2,daily,0.0
Melaka,0_4,booster1,daily,0.0
Melaka,0_4,booster2,daily,0.0
Melaka,0_4,dose1,daily,0.0
Melaka,0_4,dose2,daily,0.0
Melaka,12_17,booster1,daily,0.0
Melaka,12_17,booster2,daily,0.0
Melaka,12_17,dose1,daily,0.0
Melaka,12_17,dose2,daily,0.0
Melaka,18_29,booster1,daily,1.0
Melaka,18_29,booster2,daily,1.0
Melaka,18_29,dose1,daily,0.0
Melaka,18_29,dose2,daily,0.0
Melaka,30_39,booster1,daily,2.0
Melaka,30_39,booster2,daily,1.0
Melaka,30_39,dose1,daily,0.0
Melaka,30_39,dose2,daily,0.0
Melaka,40_49,booster1,daily,0.0
Melaka,40_49,booster2,daily,0.0
Melaka,40_49,dose1,daily,0.0
Melaka,40_49,dose2,daily,0.0
Melaka,50_59,booster1,daily,0.0
Melaka,50_59,booster2,daily,1.0
Melaka,50_59,dose1,daily,0.0
Melaka,50_59,dose2,daily,0.0
Melaka,5_11,booster1,daily,0.0
Melaka,5_11,booster2,daily,0.0
Melaka,5_11,dose1,daily,0.0
Melaka,5_11,dose2,daily,0.0
Melaka,60_69,booster1,daily,0.0
Melaka,60_69,booster2,daily,0.0
Melaka,60_69,dose1,daily,0.0
Melaka,60_69,dose2,daily,0.0
Melaka,70_79,booster1,daily,0.0
Melaka,70_79,booster2,daily,0.0
Melaka,70_79,dose1,daily,0.0
Melaka,70_79,dose2,daily,0.0
Melaka,80_above,booster1,daily,0.0
Melaka,80_above,booster2,daily,0.0
Melaka,80_above,dose1,daily,0.0
Melaka,80_above,dose2,daily,0.0
Melaka,adolescent,booster1,daily,0.0
Melaka,adolescent,booster2,daily,0.0
Melaka,adolescent,dose1,daily,0.0
Melaka,adolescent,dose2,daily,0.0
Melaka,adult,booster1,daily,3.0
Melaka,adult,booster2,daily,3.0
Melaka,adult,dose1,daily,0.0
Melaka,adult,dose2,daily,0.0
Melaka,child,booster1,daily,0.0
Melaka,child,booster2,daily,0.0
Melaka,child,dose1,daily,0.0
Melaka,child,dose2,daily,0.0
Melaka,elderly,booster1,daily,0.0
Melaka,elderly,booster2,daily,0.0
Melaka,elderly,dose1,daily,0.0
Melaka,elderly,dose2,daily,0.0
Melaka,total,booster1,daily,3.0
Melaka,total,booster2,daily,3.0
Melaka,total,dose1,daily,0.0
Melaka,total,dose2,daily,0.0
Negeri Sembilan,0_4,booster1,daily,0.0
Negeri Sembilan,0_4,booster2,daily,0.0
Negeri Sembilan,0_4,dose1,daily,0.0
Negeri Sembilan,0_4,dose2,daily,0.0
Negeri Sembilan,12_17,booster1,daily,0.0
Negeri Sembilan,12_17,booster2,daily,0.0
Negeri Sembilan,12_17,dose1,daily,0.0
Negeri Sembilan,12_17,dose2,daily,0.0
Negeri Sembilan,18_29,booster1,daily,1.0
Negeri Sembilan,18_29,booster2,daily,0.0
Negeri Sembilan,18_29,dose1,daily,0.0
Negeri Sembilan,18_29,dose2,daily,0.0
Negeri Sembilan,30_39,booster1,daily,2.0
Negeri Sembilan,30_39,booster2,daily,0.0
Negeri Sembilan,30_39,dose1,daily,0.0
Negeri Sembilan,30_39,dose2,daily,0.0
Negeri Sembilan,40_49,booster1,daily,1.0
Negeri Sembilan,40_49,booster2,daily,1.0
Negeri Sembilan,40_49,dose1,daily,0.0
Negeri Sembilan,40_49,dose2,daily,0.0
Negeri Sembilan,50_59,booster1,daily,0.0
Negeri Sembilan,50_59,booster2,daily,1.0
Negeri Sembilan,50_59,dose1,daily,0.0
Negeri Sembilan,50_59,dose2,daily,0.0
Negeri Sembilan,5_11,booster1,daily,0.0
Negeri Sembilan,5_11,booster2,daily,0.0
Negeri Sembilan,5_11,dose1,daily,0.0
Negeri Sembilan,5_11,dose2,daily,0.0
Negeri Sembilan,60_69,booster1,daily,1.0
Negeri Sembilan,60_69,booster2,daily,2.0
Negeri Sembilan,60_69,dose1,daily,0.0
Negeri Sembilan,60_69,dose2,daily,0.0
Negeri Sembilan,70_79,booster1,daily,0.0
Negeri Sembilan,70_79,booster2,daily,0.0
Negeri Sembilan,70_79,dose1,daily,0.0
Negeri Sembilan,70_79,dose2,daily,0.0
Negeri Sembilan,80_above,booster1,daily,0.0
Negeri Sembilan,80_above,booster2,daily,0.0
Negeri Sembilan,80_above,dose1,daily,0.0
Negeri Sembilan,80_above,dose2,daily,0.0
Negeri Sembilan,adolescent,booster1,daily,0.0
Negeri Sembilan,adolescent,booster2,daily,0.0
Negeri Sembilan,adolescent,dose1,daily,0.0
Negeri Sembilan,adolescent,dose2,daily,0.0
Negeri Sembilan,adult,booster1,daily,9.0
Negeri Sembilan,adult,booster2,daily,4.0
Negeri Sembilan,adult,dose1,daily,0.0
Negeri Sembilan,adult,dose2,daily,0.0
Negeri Sembilan,child,booster1,daily,0.0
Negeri Sembilan,child,booster2,daily,0.0
Negeri Sembilan,child,dose1,daily,0.0
Negeri Sembilan,child,dose2,daily,0.0
Negeri Sembilan,elderly,booster1,daily,1.0
Negeri Sembilan,elderly,booster2,daily,2.0
Negeri Sembilan,elderly,dose1,daily,0.0
Negeri Sembilan,elderly,dose2,daily,0.0
Negeri Sembilan,total,booster1,daily,9.0
Negeri Sembilan,total,booster2,daily,4.0
Negeri Sembilan,total,dose1,daily,0.0
Negeri Sembilan,total,dose2,daily,0.0
Pahang,0_4,booster1,daily,0.0
Pahang,0_4,booster2,daily,0.0
Pahang,0_4,dose1,daily,0.0
Pahang,0_4,dose2,daily,0.0
Pahang,12_17,booster1,daily,1.0
Pahang,12_17,booster2,daily,0.0
Pahang,12_17,dose1,daily,0.0
Pahang,12_17,dose2,daily,0.0
Pahang,18_29,booster1,daily,3.0
Pahang,18_29,booster2,daily,2.0
Pahang,18_29,dose1,daily,1.0
Pahang,18_29,dose2,daily,0.0
Pahang,30_39,booster1,daily,0.0
Pahang,30_39,booster2,daily,4.0
Pahang,30_39,dose1,daily,0.0
Pahang,30_39,dose2,daily,0.0
Pahang,40_49,booster1,daily,2.0
Pahang,40_49,booster2,daily,1.0
Pahang,40_49,dose1,daily,0.0
Pahang,40_49,dose2,daily,0.0
Pahang,50_59,booster1,daily,7.0
Pahang,50_59,booster2,daily,2.0
Pahang,50_59,dose1,daily,0.0
Pahang,50_59,dose2,daily,0.0
Pahang,5_11,booster1,daily,0.0
Pahang,5_11,booster2,daily,0.0
Pahang,5_11,dose1,daily,0.0
Pahang,5_11,dose2,daily,1.0
Pahang,60_69,booster1,daily,1.0
Pahang,60_69,booster2,daily,0.0
Pahang,60_69,dose1,daily,0.0
Pahang,60_69,dose2,daily,0.0
Pahang,70_79,booster1,daily,0.0
Pahang,70_79,booster2,daily,1.0
Pahang,70_79,dose1,daily,0.0
Pahang,70_79,dose2,daily,0.0
Pahang,80_above,booster1,daily,0.0
Pahang,80_above,booster2,daily,0.0
Pahang,80_above,dose1,daily,0.0
Pahang,80_above,dose2,daily,0.0
Pahang,adolescent,booster1,daily,1.0
Pahang,adolescent,booster2,daily,0.0
Pahang,adolescent,dose1,daily,0.0
Pahang,adolescent,dose2,daily,0.0
Pahang,adult,booster1,daily,19.0
Pahang,adult,booster2,daily,11.0
Pahang,adult,dose1,daily,1.0
Pahang,adult,dose2,daily,0.0
Pahang,child,booster1,daily,0.0
Pahang,child,booster2,daily,0.0
Pahang,child,dose1,daily,0.0
Pahang,child,dose2,daily,1.0
Pahang,elderly,booster1,daily,1.0
Pahang,elderly,booster2,daily,1.0
Pahang,elderly,dose1,daily,0.0
Pahang,elderly,dose2,daily,0.0
Pahang,total,booster1,daily,20.0
Pahang,total,booster2,daily,11.0
Pahang,total,dose1,daily,1.0
Pahang,total,dose2,daily,1.0
Perak,0_4,booster1,daily,0.0
Perak,0_4,booster2,daily,0.0
Perak,0_4,dose1,daily,0.0
Perak,0_4,dose2,daily,0.0
Perak,12_17,booster1,daily,1.0
Perak,12_17,booster2,daily,0.0
Perak,12_17,dose1,daily,0.0
Perak,12_17,dose2,daily,0.0
Perak,18_29,booster1,daily,6.0
Perak,18_29,booster2,daily,0.0
Perak,18_29,dose1,daily,0.0
Perak,18_29,dose2,daily,0.0
Perak,30_39,booster1,daily,1.0
Perak,30_39,booster2,daily,4.0
Perak,30_39,dose1,daily,0.0
Perak,30_39,dose2,daily,0.0
Perak,40_49,booster1,daily,2.0
Perak,40_49,booster2,daily,1.0
Perak,40_49,dose1,daily,0.0
Perak,40_49,dose2,daily,0.0
Perak,50_59,booster1,daily,8.0
Perak,50_59,booster2,daily,0.0
Perak,50_59,dose1,daily,0.0
Perak,50_59,dose2,daily,0.0
Perak,5_11,booster1,daily,0.0
Perak,5_11,booster2,daily,0.0
Perak,5_11,dose1,daily,1.0
Perak,5_11,dose2,daily,0.0
Perak,60_69,booster1,daily,2.0
Perak,60_69,booster2,daily,1.0
Perak,60_69,dose1,daily,0.0
Perak,60_69,dose2,daily,0.0
Perak,70_79,booster1,daily,3.0
Perak,70_79,booster2,daily,1.0
Perak,70_79,dose1,daily,0.0
Perak,70_79,dose2,daily,0.0
Perak,80_above,booster1,daily,0.0
Perak,80_above,booster2,daily,0.0
Perak,80_above,dose1,daily,0.0
Perak,80_above,dose2,daily,0.0
Perak,adolescent,booster1,daily,1.0
Perak,adolescent,booster2,daily,0.0
Perak,adolescent,dose1,daily,0.0
Perak,adolescent,dose2,daily,0.0
Perak,adult,booster1,daily,22.0
Perak,adult,booster2,daily,9.0
Perak,adult,dose1,daily,0.0
Perak,adult,dose2,daily,0.0
Perak,child,booster1,daily,0.0
Perak,child,booster2,daily,0.0
Perak,child,dose1,daily,1.0
Perak,child,dose2,daily,0.0
Perak,elderly,booster1,daily,5.0
Perak,elderly,booster2,daily,2.0
Perak,elderly,dose1,daily,0.0
Perak,elderly,dose2,daily,0.0
Perak,total,booster1,daily,23.0
Perak,total,booster2,daily,9.0
Perak,total,dose1,daily,1.0
Perak,total,dose2,daily,0.0
Perlis,0_4,booster1,daily,0.0
Perlis,0_4,booster2,daily,0.0
Perlis,0_4,dose1,daily,0.0
Perlis,0_4,dose2,daily,0.0
Perlis,12_17,booster1,daily,0.0
Perlis,12_17,booster2,daily,0.0
Perlis,12_17,dose1,daily,0.0
Perlis,12_17,dose2,daily,0.0
Perlis,18_29,booster1,daily,0.0
Perlis,18_29,booster2,daily,0.0
Perlis,18_29,dose1,daily,0.0
Perlis,18_29,dose2,daily,0.0
Perlis,30_39,booster1,daily,1.0
Perlis,30_39,booster2,daily,0.0
Perlis,30_39,dose1,daily,0.0
Perlis,30_39,dose2,daily,0.0
Perlis,40_49,booster1,daily,0.0
Perlis,40_49,booster2,daily,0.0
Perlis,40_49,dose1,daily,0.0
Perlis,40_49,dose2,daily,0.0
Perlis,50_59,booster1,daily,1.0
Perlis,50_59,booster2,daily,0.0
Perlis,50_59,dose1,daily,0.0
Perlis,50_59,dose2,daily,0.0
Perlis,5_11,booster1,daily,0.0
Perlis,5_11,booster2,daily,0.0
Perlis,5_11,dose1,daily,0.0
Perlis,5_11,dose2,daily,0.0
Perlis,60_69,booster1,daily,0.0
Perlis,60_69,booster2,daily,0.0
Perlis,60_69,dose1,daily,0.0
Perlis,60_69,dose2,daily,0.0
Perlis,70_79,booster1,daily,0.0
Perlis,70_79,booster2,daily,0.0
Perlis,70_79,dose1,daily,0.0
Perlis,70_79,dose2,daily,0.0
Perlis,80_above,booster1,daily,1.0
Perlis,80_above,booster2,daily,0.0
Perlis,80_above,dose1,daily,0.0
Perlis,80_above,dose2,daily,0.0
Perlis,adolescent,booster1,daily,0.0
Perlis,adolescent,booster2,daily,0.0
Perlis,adolescent,dose1,daily,0.0
Perlis,adolescent,dose2,daily,0.0
Perlis,adult,booster1,daily,3.0
Perlis,adult,booster2,daily,0.0
Perlis,adult,dose1,daily,0.0
Perlis,adult,dose2,daily,0.0
Perlis,child,booster1,daily,0.0
Perlis,child,booster2,daily,0.0
Perlis,child,dose1,daily,0.0
Perlis,child,dose2,daily,0.0
Perlis,elderly,booster1,daily,1.0
Perlis,elderly,booster2,daily,0.0
Perlis,elderly,dose1,daily,0.0
Perlis,elderly,dose2,daily,0.0
Perlis,total,booster1,daily,3.0
Perlis,total,booster2,daily,0.0
Perlis,total,dose1,daily,0.0
Perlis,total,dose2,daily,0.0
Pulau Pinang,0_4,booster1,daily,0.0
Pulau Pinang,0_4,booster2,daily,0.0
Pulau Pinang,0_4,dose1,daily,0.0
Pulau Pinang,0_4,dose2,daily,0.0
Pulau Pinang,12_17,booster1,daily,0.0
Pulau Pinang,12_17,booster2,daily,0.0
Pulau Pinang,12_17,dose1,daily,0.0
Pulau Pinang,12_17,dose2,daily,0.0
Pulau Pinang,18_29,booster1,daily,5.0
Pulau Pinang,18_29,booster2,daily,0.0
Pulau Pinang,18_29,dose1,daily,0.0
Pulau Pinang,18_29,dose2,daily,0.0
Pulau Pinang,30_39,booster1,daily,2.0
Pulau Pinang,30_39,booster2,daily,0.0
Pulau Pinang,30_39,dose1,daily,0.0
Pulau Pinang,30_39,dose2,daily,0.0
Pulau Pinang,40_49,booster1,daily,1.0
Pulau Pinang,40_49,booster2,daily,0.0
Pulau Pinang,40_49,dose1,daily,0.0
Pulau Pinang,40_49,dose2,daily,0.0
Pulau Pinang,50_59,booster1,daily,1.0
Pulau Pinang,50_59,booster2,daily,0.0
Pulau Pinang,50_59,dose1,daily,1.0
Pulau Pinang,50_59,dose2,daily,0.0
Pulau Pinang,5_11,booster1,daily,0.0
Pulau Pinang,5_11,booster2,daily,0.0
Pulau Pinang,5_11,dose1,daily,0.0
Pulau Pinang,5_11,dose2,daily,0.0
Pulau Pinang,60_69,booster1,daily,1.0
Pulau Pinang,60_69,booster2,daily,0.0
Pulau Pinang,60_69,dose1,daily,0.0
Pulau Pinang,60_69,dose2,daily,0.0
Pulau Pinang,70_79,booster1,daily,1.0
Pulau Pinang,70_79,booster2,daily,0.0
Pulau Pinang,70_79,dose1,daily,0.0
Pulau Pinang,70_79,dose2,daily,0.0
Pulau Pinang,80_above,booster1,daily,0.0
Pulau Pinang,80_above,booster2,daily,0.0
Pulau Pinang,80_above,dose1,daily,0.0
Pulau Pinang,80_above,dose2,daily,0.0
Pulau Pinang,adolescent,booster1,daily,0.0
Pulau Pinang,adolescent,booster2,daily,0.0
Pulau Pinang,adolescent,dose1,daily,0.0
Pulau Pinang,adolescent,dose2,daily,0.0
Pulau Pinang,adult,booster1,daily,11.0
Pulau Pinang,adult,booster2,daily,1.0
Pulau Pinang,adult,dose1,daily,1.0
Pulau Pinang,adult,dose2,daily,0.0
Pulau Pinang,child,booster1,daily,0.0
Pulau Pinang,child,booster2,daily,0.0
Pulau Pinang,child,dose1,daily,0.0
Pulau Pinang,child,dose2,daily,0.0
Pulau Pinang,elderly,booster1,daily,2.0
Pulau Pinang,elderly,booster2,daily,0.0
Pulau Pinang,elderly,dose1,daily,0.0
Pulau Pinang,elderly,dose2,daily,0.0
Pulau Pinang,total,booster1,daily,11.0
Pulau Pinang,total,booster2,daily,1.0
Pulau Pinang,total,dose1,daily,1.0
Pulau Pinang,total,dose2,daily,0.0
Sabah,0_4,booster1,daily,0.0
Sabah,0_4,booster2,daily,0.0
Sabah,0_4,dose1,daily,0.0
Sabah,0_4,dose2,daily,0.0
Sabah,12_17,booster1,daily,0.0
Sabah,12_17,booster2,daily,0.0
Sabah,12_17,dose1,daily,0.0
Sabah,12_17,dose2,daily,0.0
Sabah,18_29,booster1,daily,3.0
Sabah,18_29,booster2,daily,0.0
Sabah,18_29,dose1,daily,0.0
Sabah,18_29,dose2,daily,0.0
Sabah,30_39,booster1,daily,6.0
Sabah,30_39,booster2,daily,2.0
Sabah,30_39,dose1,daily,0.0
Sabah,30_39,dose2,daily,0.0
Sabah,40_49,booster1,daily,0.0
Sabah,40_49,booster2,daily,0.0
Sabah,40_49,dose1,daily,0.0
Sabah,40_49,dose2,daily,0.0
Sabah,50_59,booster1,daily,0.0
Sabah,50_59,booster2,daily,0.0
Sabah,50_59,dose1,daily,0.0
Sabah,50_59,dose2,daily,0.0
Sabah,5_11,booster1,daily,0.0
Sabah,5_11,booster2,daily,0.0
Sabah,5_11,dose1,daily,0.0
Sabah,5_11,dose2,daily,0.0
Sabah,60_69,booster1,daily,1.0
Sabah,60_69,booster2,daily,0.0
Sabah,60_69,dose1,daily,0.0
Sabah,60_69,dose2,daily,0.0
Sabah,70_79,booster1,daily,0.0
Sabah,70_79,booster2,daily,0.0
Sabah,70_79,dose1,daily,0.0
Sabah,70_79,dose2,daily,0.0
Sabah,80_above,booster1,daily,0.0
Sabah,80_above,booster2,daily,0.0
Sabah,80_above,dose1,daily,0.0
Sabah,80_above,dose2,daily,0.0
Sabah,adolescent,booster1,daily,0.0
Sabah,adolescent,booster2,daily,0.0
Sabah,adolescent,dose1,daily,0.0
Sabah,adolescent,dose2,daily,0.0
Sabah,adult,booster1,daily,11.0
Sabah,adult,booster2,daily,2.0
Sabah,adult,dose1,daily,0.0
Sabah,adult,dose2,daily,0.0
Sabah,child,booster1,daily,0.0
Sabah,child,booster2,daily,0.0
Sabah,child,dose1,daily,0.0
Sabah,child,dose2,daily,0.0
Sabah,elderly,booster1,daily,1.0
Sabah,elderly,booster2,daily,0.0
Sabah,elderly,dose1,daily,0.0
Sabah,elderly,dose2,daily,0.0
Sabah,total,booster1,daily,11.0
Sabah,total,booster2,daily,2.0
Sabah,total,dose1,daily,0.0
Sabah,total,dose2,daily,0.0
Sarawak,0_4,booster1,daily,0.0
Sarawak,0_4,booster2,daily,0.0
Sarawak,0_4,dose1,daily,0.0
Sarawak,0_4,dose2,daily,0.0
Sarawak,12_17,booster1,daily,0.0
Sarawak,12_17,booster2,daily,0.0
Sarawak,12_17,dose1,daily,0.0
Sarawak,12_17,dose2,daily,0.0
Sarawak,18_29,booster1,daily,5.0
Sarawak,18_29,booster2,daily,3.0
Sarawak,18_29,dose1,daily,0.0
Sarawak,18_29,dose2,daily,0.0
Sarawak,30_39,booster1,daily,2.0
Sarawak,30_39,booster2,daily,2.0
Sarawak,30_39,dose1,daily,0.0
Sarawak,30_39,dose2,daily,0.0
Sarawak,40_49,booster1,daily,0.0
Sarawak,40_49,booster2,daily,6.0
Sarawak,40_49,dose1,daily,0.0
Sarawak,40_49,dose2,daily,0.0
Sarawak,50_59,booster1,daily,0.0
Sarawak,50_59,booster2,daily,5.0
Sarawak,50_59,dose1,daily,0.0
Sarawak,50_59,dose2,daily,0.0
Sarawak,5_11,booster1,daily,4.0
Sarawak,5_11,booster2,daily,0.0
Sarawak,5_11,dose1,daily,2.0
Sarawak,5_11,dose2,daily,2.0
Sarawak,60_69,booster1,daily,0.0
Sarawak,60_69,booster2,daily,3.0
Sarawak,60_69,dose1,daily,0.0
Sarawak,60_69,dose2,daily,0.0
Sarawak,70_79,booster1,daily,0.0
Sarawak,70_79,booster2,daily,0.0
Sarawak,70_79,dose1,daily,0.0
Sarawak,70_79,dose2,daily,0.0
Sarawak,80_above,booster1,daily,0.0
Sarawak,80_above,booster2,daily,1.0
Sarawak,80_above,dose1,daily,0.0
Sarawak,80_above,dose2,daily,0.0
Sarawak,adolescent,booster1,daily,0.0
Sarawak,adolescent,booster2,daily,0.0
Sarawak,adolescent,dose1,daily,0.0
Sarawak,adolescent,dose2,daily,0.0
Sarawak,adult,booster1,daily,7.0
Sarawak,adult,booster2,daily,20.0
Sarawak,adult,dose1,daily,0.0
Sarawak,adult,dose2,daily,0.0
Sarawak,child,booster1,daily,4.0
Sarawak,child,booster2,daily,0.0
Sarawak,child,dose1,daily,2.0
Sarawak,child,dose2,daily,2.0
Sarawak,elderly,booster1,daily,0.0
Sarawak,elderly,booster2,daily,4.0
Sarawak,elderly,dose1,daily,0.0
Sarawak,elderly,dose2,daily,0.0
Sarawak,total,booster1,daily,11.0
Sarawak,total,booster2,daily,20.0
Sarawak,total,dose1,daily,2.0
Sarawak,total,dose2,daily,2.0
Selangor,0_4,booster1,daily,0.0
Selangor,0_4,booster2,daily,0.0
Selangor,0_4,dose1,daily,0.0
Selangor,0_4,dose2,daily,0.0
Selangor,12_17,booster1,daily,0.0
Selangor,12_17,booster2,daily,2.0
Selangor,12_17,dose1,daily,2.0
Selangor,12_17,dose2,daily,0.0
Selangor,18_29,booster1,daily,21.0
Selangor,18_29,booster2,daily,10.0
Selangor,18_29,dose1,daily,0.0
Selangor,18_29,dose2,daily,2.0
Selangor,30_39,booster1,daily,6.0
Selangor,30_39,booster2,daily,12.0
Selangor,30_39,dose1,daily,0.0
Selangor,30_39,dose2,daily,1.0
Selangor,40_49,booster1,daily,5.0
Selangor,40_49,booster2,daily,10.0
Selangor,40_49,dose1,daily,0.0
Selangor,40_49,dose2,daily,0.0
Selangor,50_59,booster1,daily,5.0
Selangor,50_59,booster2,daily,6.0
Selangor,50_59,dose1,daily,0.0
Selangor,50_59,dose2,daily,1.0
Selangor,5_11,booster1,daily,2.0
Selangor,5_11,booster2,daily,0.0
Selangor,5_11,dose1,daily,7.0
Selangor,5_11,dose2,daily,1.0
Selangor,60_69,booster1,daily,1.0
Selangor,60_69,booster2,daily,5.0
Selangor,60_69,dose1,daily,0.0
Selangor,60_69,dose2,daily,1.0
Selangor,70_79,booster1,daily,0.0
Selangor,70_79,booster2,daily,3.0
Selangor,70_79,dose1,daily,0.0
Selangor,70_79,dose2,daily,0.0
Selangor,80_above,booster1,daily,0.0
Selangor,80_above,booster2,daily,0.0
Selangor,80_above,dose1,daily,0.0
Selangor,80_above,dose2,daily,0.0
Selangor,adolescent,booster1,daily,0.0
Selangor,adolescent,booster2,daily,2.0
Selangor,adolescent,dose1,daily,2.0
Selangor,adolescent,dose2,daily,0.0
Selangor,adult,booster1,daily,38.0
Selangor,adult,booster2,daily,48.0
Selangor,adult,dose1,daily,1.0
Selangor,adult,dose2,daily,8.0
Selangor,child,booster1,daily,2.0
Selangor,child,booster2,daily,0.0
Selangor,child,dose1,daily,7.0
Selangor,child,dose2,daily,1.0
Selangor,elderly,booster1,daily,1.0
Selangor,elderly,booster2,daily,8.0
Selangor,elderly,dose1,daily,0.0
Selangor,elderly,dose2,daily,1.0
Selangor,total,booster1,daily,40.0
Selangor,total,booster2,daily,50.0
Selangor,total,dose1,daily,10.0
Selangor,total,dose2,daily,9.0
Terengganu,0_4,booster1,daily,0.0
Terengganu,0_4,booster2,daily,0.0
Terengganu,0_4,dose1,daily,0.0
Terengganu,0_4,dose2,daily,0.0
Terengganu,12_17,booster1,daily,0.0
Terengganu,12_17,booster2,daily,0.0
Terengganu,12_17,dose1,daily,0.0
Terengganu,12_17,dose2,daily,0.0
Terengganu,18_29,booster1,daily,1.0
Terengganu,18_29,booster2,daily,0.0
Terengganu,18_29,dose1,daily,0.0
Terengganu,18_29,dose2,daily,0.0
Terengganu,30_39,booster1,daily,1.0
Terengganu,30_39,booster2,daily,0.0
Terengganu,30_39,dose1,daily,0.0
Terengganu,30_39,dose2,daily,0.0
Terengganu,40_49,booster1,daily,6.0
Terengganu,40_49,booster2,daily,1.0
Terengganu,40_49,dose1,daily,0.0
Terengganu,40_49,dose2,daily,0.0
Terengganu,50_59,booster1,daily,3.0
Terengganu,50_59,booster2,daily,0.0
Terengganu,50_59,dose1,daily,0.0
Terengganu,50_59,dose2,daily,0.0
Terengganu,5_11,booster1,daily,0.0
Terengganu,5_11,booster2,daily,0.0
Terengganu,5_11,dose1,daily,0.0
Terengganu,5_11,dose2,daily,0.0
Terengganu,60_69,booster1,daily,2.0
Terengganu,60_69,booster2,daily,1.0
Terengganu,60_69,dose1,daily,0.0
Terengganu,60_69,dose2,daily,0.0
Terengganu,70_79,booster1,daily,2.0
Terengganu,70_79,booster2,daily,0.0
Terengganu,70_79,dose1,daily,0.0
Terengganu,70_79,dose2,daily,0.0
Terengganu,80_above,booster1,daily,0.0
Terengganu,80_above,booster2,daily,0.0
Terengganu,80_above,dose1,daily,0.0
Terengganu,80_above,dose2,daily,0.0
Terengganu,adolescent,booster1,daily,0.0
Terengganu,adolescent,booster2,daily,0.0
Terengganu,adolescent,dose1,daily,0.0
Terengganu,adolescent,dose2,daily,0.0
Terengganu,adult,booster1,daily,16.0
Terengganu,adult,booster2,daily,3.0
Terengganu,adult,dose1,daily,55.0
Terengganu,adult,dose2,daily,0.0
Terengganu,child,booster1,daily,0.0
Terengganu,child,booster2,daily,0.0
Terengganu,child,dose1,daily,0.0
Terengganu,child,dose2,daily,0.0
Terengganu,elderly,booster1,daily,4.0
Terengganu,elderly,booster2,daily,1.0
Terengganu,elderly,dose1,daily,0.0
Terengganu,elderly,dose2,daily,0.0
Terengganu,total,booster1,daily,16.0
Terengganu,total,booster2,daily,3.0
Terengganu,total,dose1,daily,55.0
Terengganu,total,dose2,daily,0.0
W.P. Kuala Lumpur,0_4,booster1,daily,0.0
W.P. Kuala Lumpur,0_4,booster2,daily,0.0
W.P. Kuala Lumpur,0_4,dose1,daily,0.0
W.P. Kuala Lumpur,0_4,dose2,daily,0.0
W.P. Kuala Lumpur,12_17,booster1,daily,1.0
W.P. Kuala Lumpur,12_17,booster2,daily,0.0
W.P. Kuala Lumpur,12_17,dose1,daily,0.0
