state,age_group,dose,metric,value
Sabah,30_39,dose1,total,481836.0
Sabah,30_39,dose2,total,474759.0
Sabah,40_49,booster1,total,171346.0
Sabah,40_49,booster2,total,3730.0
Sabah,40_49,dose1,total,352208.0
Sabah,40_49,dose2,total,347994.0
Sabah,50_59,booster1,total,126746.0
Sabah,50_59,booster2,total,2722.0
Sabah,50_59,dose1,total,262187.0
Sabah,50_59,dose2,total,258884.0
Sabah,5_11,booster1,total,772.0
Sabah,5_11,booster2,total,2.0
Sabah,5_11,dose1,total,141574.0
Sabah,5_11,dose2,total,110820.0
Sabah,60_69,booster1,total,81021.0
Sabah,60_69,booster2,total,2419.0
Sabah,60_69,dose1,total,155393.0
Sabah,60_69,dose2,total,153287.0
Sabah,70_79,booster1,total,29535.0
Sabah,70_79,booster2,total,1206.0
Sabah,70_79,dose1,total,55150.0
Sabah,70_79,dose2,total,54330.0
Sabah,80_above,booster1,total,8154.0
Sabah,80_above,booster2,total,351.0
Sabah,80_above,dose1,total,18631.0
Sabah,80_above,dose2,total,18109.0
Sabah,adolescent,booster1,total,4843.0
Sabah,adolescent,booster2,total,36.0
Sabah,adolescent,dose1,total,334684.0
Sabah,adolescent,dose2,total,322299.0
Sabah,adult,booster1,total,934316.0
Sabah,adult,booster2,total,21411.0
Sabah,adult,dose1,total,2139337.0
Sabah,adult,dose2,total,2093721.0
Sabah,child,booster1,total,772.0
Sabah,child,booster2,total,2.0
Sabah,child,dose1,total,141574.0
Sabah,child,dose2,total,110820.0
Sabah,elderly,booster1,total,118710.0
Sabah,elderly,booster2,total,3976.0
Sabah,elderly,dose1,total,229174.0
Sabah,elderly,dose2,total,225726.0
Sabah,total,booster1,total,939931.0
Sabah,total,booster2,total,21449.0
Sabah,total,dose1,total,2615595.0
Sabah,total,dose2,total,2526840.0
Sarawak,0_4,booster1,total,0.0
Sarawak,0_4,booster2,total,0.0
Sarawak,0_4,dose1,total,0.0
Sarawak,0_4,dose2,total,0.0
Sarawak,12_17,booster1,total,6335.0
Sarawak,12_17,booster2,total,37.0
Sarawak,12_17,dose1,total,272381.0
Sarawak,12_17,dose2,total,265644.0
Sarawak,18_29,booster1,total,431532.0
Sarawak,18_29,booster2,total,18094.0
Sarawak,18_29,dose1,total,521611.0
Sarawak,18_29,dose2,total,516403.0
Sarawak,30_39,booster1,total,331006.0
Sarawak,30_39,booster2,total,22425.0
Sarawak,30_39,dose1,total,392744.0
Sarawak,30_39,dose2,total,388920.0
Sarawak,40_49,booster1,total,281902.0
Sarawak,40_49,booster2,total,17671.0
Sarawak,40_49,dose1,total,327611.0
Sarawak,40_49,dose2,total,324830.0
Sarawak,50_59,booster1,total,243129.0
Sarawak,50_59,booster2,total,16176.0
Sarawak,50_59,dose1,total,278538.0
Sarawak,50_59,dose2,total,276607.0
Sarawak,5_11,booster1,total,1916.0
Sarawak,5_11,booster2,total,1.0
Sarawak,5_11,dose1,total,289402.0
Sarawak,5_11,dose2,total,259799.0
Sarawak,60_69,booster1,total,169140.0
Sarawak,60_69,booster2,total,15611.0
Sarawak,60_69,dose1,total,193413.0
Sarawak,60_69,dose2,total,192245.0
Sarawak,70_79,booster1,total,73137.0
Sarawak,70_79,booster2,total,7279.0
Sarawak,70_79,dose1,total,89519.0
Sarawak,70_79,dose2,total,88692.0
Sarawak,80_above,booster1,total,21148.0
Sarawak,80_above,booster2,total,1886.0
Sarawak,80_above,dose1,total,30065.0
Sarawak,80_above,dose2,total,29643.0
Sarawak,adolescent,booster1,total,6335.0
Sarawak,adolescent,booster2,total,37.0
Sarawak,adolescent,dose1,total,272381.0
Sarawak,adolescent,dose2,total,265644.0
Sarawak,adult,booster1,total,1584774.0
Sarawak,adult,booster2,total,100167.0
Sarawak,adult,dose1,total,1948500.0
Sarawak,adult,dose2,total,1907687.0
Sarawak,child,booster1,total,1916.0
Sarawak,child,booster2,total,1.0
Sarawak,child,dose1,total,289402.0
Sarawak,child,dose2,total,259799.0
Sarawak,elderly,booster1,total,263425.0
Sarawak,elderly,booster2,total,24776.0
Sarawak,elderly,dose1,total,312997.0
Sarawak,elderly,dose2,total,310580.0
Sarawak,total,booster1,total,1593025.0
Sarawak,total,booster2,total,100205.0
Sarawak,total,dose1,total,2510283.0
Sarawak,total,dose2,total,2433130.0
Selangor,0_4,booster1,total,0.0
Selangor,0_4,booster2,total,0.0
Selangor,0_4,dose1,total,0.0
Selangor,0_4,dose2,total,0.0
Selangor,12_17,booster1,total,14262.0
Selangor,12_17,booster2,total,128.0
Selangor,12_17,dose1,total,529597.0
Selangor,12_17,dose2,total,516738.0
Selangor,18_29,booster1,total,1163050.0
Selangor,18_29,booster2,total,44059.0
Selangor,18_29,dose1,total,1301581.0
Selangor,18_29,dose2,total,1287424.0
Selangor,30_39,booster1,total,1017816.0
Selangor,30_39,booster2,total,54128.0
Selangor,30_39,dose1,total,1094500.0
Selangor,30_39,dose2,total,1084329.0
Selangor,40_49,booster1,total,789046.0
Selangor,40_49,booster2,total,43447.0
Selangor,40_49,dose1,total,799350.0
Selangor,40_49,dose2,total,792341.0
Selangor,50_59,booster1,total,523720.0
Selangor,50_59,booster2,total,37739.0
Selangor,50_59,dose1,total,538519.0
Selangor,50_59,dose2,total,533869.0
Selangor,5_11,booster1,total,1340.0
Selangor,5_11,booster2,total,8.0
Selangor,5_11,dose1,total,342418.0
Selangor,5_11,dose2,total,322294.0
Selangor,60_69,booster1,total,343203.0
Selangor,60_69,booster2,total,37781.0
Selangor,60_69,dose1,total,358561.0
Selangor,60_69,dose2,total,356195.0
Selangor,70_79,booster1,total,145398.0
Selangor,70_79,booster2,total,20696.0
Selangor,70_79,dose1,total,162591.0
Selangor,70_79,dose2,total,161580.0
Selangor,80_above,booster1,total,44664.0
Selangor,80_above,booster2,total,6460.0
Selangor,80_above,dose1,total,54801.0
Selangor,80_above,dose2,total,54108.0
Selangor,adolescent,booster1,total,14262.0
Selangor,adolescent,booster2,total,128.0
Selangor,adolescent,dose1,total,529597.0
Selangor,adolescent,dose2,total,516738.0
Selangor,adult,booster1,total,4082063.0
Selangor,adult,booster2,total,250624.0
Selangor,adult,dose1,total,4389664.0
Selangor,adult,dose2,total,4341778.0
Selangor,child,booster1,total,1340.0
Selangor,child,booster2,total,8.0
Selangor,child,dose1,total,342418.0
Selangor,child,dose2,total,322294.0
Selangor,elderly,booster1,total,533265.0
Selangor,elderly,booster2,total,64937.0
Selangor,elderly,dose1,total,575953.0
Selangor,elderly,dose2,total,571883.0
Selangor,total,booster1,total,4097665.0
Selangor,total,booster2,total,250760.0
Selangor,total,dose1,total,5261679.0
Selangor,total,dose2,total,5180810.0
Terengganu,0_4,booster1,total,0.0
Terengganu,0_4,booster2,total,0.0
Terengganu,0_4,dose1,total,0.0
Terengganu,0_4,dose2,total,0.0
Terengganu,12_17,booster1,total,537.0
Terengganu,12_17,booster2,total,5.0
Terengganu,12_17,dose1,total,130942.0
Terengganu,12_17,dose2,total,128265.0
Terengganu,18_29,booster1,total,103954.0
Terengganu,18_29,booster2,total,1307.0
Terengganu,18_29,dose1,total,246022.0
Terengganu,18_29,dose2,total,244454.0
Terengganu,30_39,booster1,total,82809.0
Terengganu,30_39,booster2,total,1727.0
Terengganu,30_39,dose1,total,178704.0
Terengganu,30_39,dose2,total,177296.0
Terengganu,40_49,booster1,total,63854.0
Terengganu,40_49,booster2,total,1021.0
Terengganu,40_49,dose1,total,125301.0
Terengganu,40_49,dose2,total,124328.0
Terengganu,50_59,booster1,total,53464.0
Terengganu,50_59,booster2,total,781.0
Terengganu,50_59,dose1,total,102192.0
Terengganu,50_59,dose2,total,101294.0
Terengganu,5_11,booster1,total,56.0
Terengganu,5_11,booster2,total,0.0
Terengganu,5_11,dose1,total,36609.0
Terengganu,5_11,dose2,total,30795.0
Terengganu,60_69,booster1,total,37769.0
Terengganu,60_69,booster2,total,708.0
Terengganu,60_69,dose1,total,69967.0
Terengganu,60_69,dose2,total,69537.0
Terengganu,70_79,booster1,total,13376.0
Terengganu,70_79,booster2,total,321.0
Terengganu,70_79,dose1,total,28416.0
Terengganu,70_79,dose2,total,28080.0
Terengganu,80_above,booster1,total,2804.0
Terengganu,80_above,booster2,total,87.0
Terengganu,80_above,dose1,total,7776.0
Terengganu,80_above,dose2,total,7691.0
Terengganu,adolescent,booster1,total,537.0
Terengganu,adolescent,booster2,total,5.0
Terengganu,adolescent,dose1,total,130942.0
Terengganu,adolescent,dose2,total,128265.0
Terengganu,adult,booster1,total,360104.0
Terengganu,adult,booster2,total,6027.0
Terengganu,adult,dose1,total,769817.0
Terengganu,adult,dose2,total,759782.0
Terengganu,child,booster1,total,56.0
Terengganu,child,booster2,total,0.0
Terengganu,child,dose1,total,36609.0
Terengganu,child,dose2,total,30795.0
Terengganu,elderly,booster1,total,53949.0
Terengganu,elderly,booster2,total,1116.0
Terengganu,elderly,dose1,total,106159.0
Terengganu,elderly,dose2,total,105308.0
Terengganu,total,booster1,total,360697.0
Terengganu,total,booster2,total,6032.0
Terengganu,total,dose1,total,937368.0
Terengganu,total,dose2,total,918842.0
W.P. Kuala Lumpur,0_4,booster1,total,0.0
W.P. Kuala Lumpur,0_4,booster2,total,0.0
W.P. Kuala Lumpur,0_4,dose1,total,0.0
W.P. Kuala Lumpur,0_4,dose2,total,0.0
W.P. Kuala Lumpur,12_17,booster1,total,6239.0
W.P. Kuala Lumpur,12_17,booster2,total,69.0
W.P. Kuala Lumpur,12_17,dose1,total,171339.0
W.P. Kuala Lumpur,12_17,dose2,total,167459.0
W.P. Kuala Lumpur,18_29,booster1,total,463533.0
W.P. Kuala Lumpur,18_29,booster2,total,27891.0
W.P. Kuala Lumpur,18_29,dose1,total,881296.0
W.P. Kuala Lumpur,18_29,dose2,total,871691.0
W.P. Kuala Lumpur,30_39,booster1,total,464731.0
W.P. Kuala Lumpur,30_39,booster2,total,39379.0
W.P. Kuala Lumpur,30_39,dose1,total,800840.0
W.P. Kuala Lumpur,30_39,dose2,total,795335.0
W.P. Kuala Lumpur,40_49,booster1,total,321308.0
W.P. Kuala Lumpur,40_49,booster2,total,29736.0
W.P. Kuala Lumpur,40_49,dose1,total,543497.0
W.P. Kuala Lumpur,40_49,dose2,total,540027.0
W.P. Kuala Lumpur,50_59,booster1,total,220497.0
W.P. Kuala Lumpur,50_59,booster2,total,23893.0
W.P. Kuala Lumpur,50_59,dose1,total,327508.0
W.P. Kuala Lumpur,50_59,dose2,total,325724.0
W.P. Kuala Lumpur,5_11,booster1,total,447.0
W.P. Kuala Lumpur,5_11,booster2,total,2.0
W.P. Kuala Lumpur,5_11,dose1,total,162927.0
W.P. Kuala Lumpur,5_11,dose2,total,113073.0
W.P. Kuala Lumpur,60_69,booster1,total,148863.0
W.P. Kuala Lumpur,60_69,booster2,total,23031.0
W.P. Kuala Lumpur,60_69,dose1,total,201294.0
W.P. Kuala Lumpur,60_69,dose2,total,200615.0
W.P. Kuala Lumpur,70_79,booster1,total,70885.0
W.P. Kuala Lumpur,70_79,booster2,total,13039.0
W.P. Kuala Lumpur,70_79,dose1,total,83943.0
W.P. Kuala Lumpur,70_79,dose2,total,83438.0
W.P. Kuala Lumpur,80_above,booster1,total,23057.0
W.P. Kuala Lumpur,80_above,booster2,total,4292.0
W.P. Kuala Lumpur,80_above,dose1,total,27695.0
W.P. Kuala Lumpur,80_above,dose2,total,27339.0
W.P. Kuala Lumpur,adolescent,booster1,total,6239.0
W.P. Kuala Lumpur,adolescent,booster2,total,69.0
W.P. Kuala Lumpur,adolescent,dose1,total,171339.0
W.P. Kuala Lumpur,adolescent,dose2,total,167459.0
W.P. Kuala Lumpur,adult,booster1,total,1738857.0
W.P. Kuala Lumpur,adult,booster2,total,165947.0
W.P. Kuala Lumpur,adult,dose1,total,2919689.0
W.P. Kuala Lumpur,adult,dose2,total,2891642.0
W.P. Kuala Lumpur,child,booster1,total,447.0
W.P. Kuala Lumpur,child,booster2,total,2.0
W.P. Kuala Lumpur,child,dose1,total,162927.0
W.P. Kuala Lumpur,child,dose2,total,113073.0
W.P. Kuala Lumpur,elderly,booster1,total,242805.0
W.P. Kuala Lumpur,elderly,booster2,total,40362.0
W.P. Kuala Lumpur,elderly,dose1,total,312932.0
W.P. Kuala Lumpur,elderly,dose2,total,311392.0
W.P. Kuala Lumpur,total,booster1,total,1745543.0
W.P. Kuala Lumpur,total,booster2,total,166018.0
W.P. Kuala Lumpur,total,dose1,total,3253955.0
W.P. Kuala Lumpur,total,dose2,total,3172174.0
W.P. Labuan,0_4,booster1,total,0.0
W.P. Labuan,0_4,booster2,total,0.0
W.P. Labuan,0_4,dose1,total,0.0
W.P. Labuan,0_4,dose2,total,0.0
W.P. Labuan,12_17,booster1,total,770.0
W.P. Labuan,12_17,booster2,total,4.0
W.P. Labuan,12_17,dose1,total,9700.0
W.P. Labuan,12_17,dose2,total,9481.0
W.P. Labuan,18_29,booster1,total,15640.0
W.P. Labuan,18_29,booster2,total,253.0
W.P. Labuan,18_29,dose1,total,23800.0
W.P. Labuan,18_29,dose2,total,22816.0
W.P. Labuan,30_39,booster1,total,13410.0
W.P. Labuan,30_39,booster2,total,322.0
W.P. Labuan,30_39,dose1,total,20003.0
W.P. Labuan,30_39,dose2,total,19458.0
W.P. Labuan,40_49,booster1,total,8789.0
W.P. Labuan,40_49,booster2,total,165.0
W.P. Labuan,40_49,dose1,total,12336.0
W.P. Labuan,40_49,dose2,total,12024.0
W.P. Labuan,50_59,booster1,total,6195.0
W.P. Labuan,50_59,booster2,total,132.0
W.P. Labuan,50_59,dose1,total,9013.0
W.P. Labuan,50_59,dose2,total,8797.0
W.P. Labuan,5_11,booster1,total,12.0
W.P. Labuan,5_11,booster2,total,0.0
W.P. Labuan,5_11,dose1,total,6505.0
W.P. Labuan,5_11,dose2,total,5154.0
W.P. Labuan,60_69,booster1,total,3687.0
W.P. Labuan,60_69,booster2,total,103.0
W.P. Labuan,60_69,dose1,total,4908.0
W.P. Labuan,60_69,dose2,total,4821.0
W.P. Labuan,70_79,booster1,total,1165.0
W.P. Labuan,70_79,booster2,total,41.0
W.P. Labuan,70_79,dose1,total,1612.0
W.P. Labuan,70_79,dose2,total,1585.0
W.P. Labuan,80_above,booster1,total,285.0
W.P. Labuan,80_above,booster2,total,9.0
W.P. Labuan,80_above,dose1,total,462.0
W.P. Labuan,80_above,dose2,total,449.0
W.P. Labuan,adolescent,booster1,total,770.0
W.P. Labuan,adolescent,booster2,total,4.0
W.P. Labuan,adolescent,dose1,total,9700.0
W.P. Labuan,adolescent,dose2,total,9481.0
W.P. Labuan,adult,booster1,total,49422.0
W.P. Labuan,adult,booster2,total,1031.0
W.P. Labuan,adult,dose1,total,73463.0
W.P. Labuan,adult,dose2,total,70721.0
W.P. Labuan,child,booster1,total,12.0
W.P. Labuan,child,booster2,total,0.0
W.P. Labuan,child,dose1,total,6505.0
W.P. Labuan,child,dose2,total,5154.0
W.P. Labuan,elderly,booster1,total,5137.0
W.P. Labuan,elderly,booster2,total,153.0
W.P. Labuan,elderly,dose1,total,6982.0
W.P. Labuan,elderly,dose2,total,6855.0
W.P. Labuan,total,booster1,total,50204.0
W.P. Labuan,total,booster2,total,1035.0
W.P. Labuan,total,dose1,total,89668.0
W.P. Labuan,total,dose2,total,85356.0
W.P. Putrajaya,0_4,booster1,total,0.0
W.P. Putrajaya,0_4,booster2,total,0.0
W.P. Putrajaya,0_4,dose1,total,0.0
W.P. Putrajaya,0_4,dose2,total,0.0
W.P. Putrajaya,12_17,booster1,total,1627.0
W.P. Putrajaya,12_17,booster2,total,2.0
W.P. Putrajaya,12_17,dose1,total,15324.0
W.P. Putrajaya,12_17,dose2,total,15285.0
W.P. Putrajaya,18_29,booster1,total,18545.0
W.P. Putrajaya,18_29,booster2,total,1490.0
W.P. Putrajaya,18_29,dose1,total,38797.0
W.P. Putrajaya,18_29,dose2,total,37948.0
W.P. Putrajaya,30_39,booster1,total,29005.0
W.P. Putrajaya,30_39,booster2,total,2828.0
W.P. Putrajaya,30_39,dose1,total,47949.0
W.P. Putrajaya,30_39,dose2,total,47258.0
W.P. Putrajaya,40_49,booster1,total,21392.0
W.P. Putrajaya,40_49,booster2,total,2205.0
W.P. Putrajaya,40_49,dose1,total,29158.0
W.P. Putrajaya,40_49,dose2,total,28752.0
W.P. Putrajaya,50_59,booster1,total,8946.0
W.P. Putrajaya,50_59,booster2,total,963.0
W.P. Putrajaya,50_59,dose1,total,10297.0
W.P. Putrajaya,50_59,dose2,total,10113.0
W.P. Putrajaya,5_11,booster1,total,70.0
W.P. Putrajaya,5_11,booster2,total,0.0
W.P. Putrajaya,5_11,dose1,total,14184.0
W.P. Putrajaya,5_11,dose2,total,15909.0
W.P. Putrajaya,60_69,booster1,total,4732.0
W.P. Putrajaya,60_69,booster2,total,573.0
W.P. Putrajaya,60_69,dose1,total,6188.0
W.P. Putrajaya,60_69,dose2,total,6070.0
W.P. Putrajaya,70_79,booster1,total,1578.0
W.P. Putrajaya,70_79,booster2,total,198.0
W.P. Putrajaya,70_79,dose1,total,1960.0
W.P. Putrajaya,70_79,dose2,total,1934.0
W.P. Putrajaya,80_above,booster1,total,328.0
W.P. Putrajaya,80_above,booster2,total,40.0
W.P. Putrajaya,80_above,dose1,total,463.0
W.P. Putrajaya,80_above,dose2,total,448.0
W.P. Putrajaya,adolescent,booster1,total,1627.0
W.P. Putrajaya,adolescent,booster2,total,2.0
W.P. Putrajaya,adolescent,dose1,total,15324.0
W.P. Putrajaya,adolescent,dose2,total,15285.0
W.P. Putrajaya,adult,booster1,total,84878.0
W.P. Putrajaya,adult,booster2,total,8316.0
W.P. Putrajaya,adult,dose1,total,137031.0
W.P. Putrajaya,adult,dose2,total,134438.0
W.P. Putrajaya,child,booster1,total,70.0
W.P. Putrajaya,child,booster2,total,0.0
W.P. Putrajaya,child,dose1,total,14184.0
W.P. Putrajaya,child,dose2,total,15909.0
W.P. Putrajaya,elderly,booster1,total,6638.0
W.P. Putrajaya,elderly,booster2,total,811.0
W.P. Putrajaya,elderly,dose1,total,8611.0
W.P. Putrajaya,elderly,dose2,total,8452.0
W.P. Putrajaya,total,booster1,total,86575.0
W.P. Putrajaya,total,booster2,total,8318.0
W.P. Putrajaya,total,dose1,total,166539.0
W.P. Putrajaya,total,dose2,total,165632.0
Malaysia,0_4,booster1,daily,0.0
Malaysia,0_4,booster2,daily,0.0
Malaysia,0_4,dose1,daily,0.0
Malaysia,0_4,dose2,daily,0.0
Malaysia,12_17,booster1,daily,5.0
Malaysia,12_17,booster2,daily,2.0
Malaysia,12_17,dose1,daily,2.0
Malaysia,12_17,dose2,daily,0.0
Malaysia,18_29,booster1,daily,87.0
Malaysia,18_29,booster2,daily,29.0
Malaysia,18_29,dose1,daily,1.0
Malaysia,18_29,dose2,daily,3.0
Malaysia,30_39,booster1,daily,38.0
Malaysia,30_39,booster2,daily,32.0
Malaysia,30_39,dose1,daily,1.0
Malaysia,30_39,dose2,daily,4.0
Malaysia,40_49,booster1,daily,33.0
Malaysia,40_49,booster2,daily,29.0
Malaysia,40_49,dose1,daily,0.0
Malaysia,40_49,dose2,daily,1.0
Malaysia,50_59,booster1,daily,48.0
Malaysia,50_59,booster2,daily,16.0
Malaysia,50_59,dose1,daily,2.0
Malaysia,50_59,dose2,daily,1.0
Malaysia,5_11,booster1,daily,6.0
Malaysia,5_11,booster2,daily,0.0
Malaysia,5_11,dose1,daily,10.0
Malaysia,5_11,dose2,daily,6.0
Malaysia,60_69,booster1,daily,31.0
Malaysia,60_69,booster2,daily,14.0
Malaysia,60_69,dose1,daily,2.0
Malaysia,60_69,dose2,daily,1.0
Malaysia,70_79,booster1,daily,15.0
Malaysia,70_79,booster2,daily,6.0
Malaysia,70_79,dose1,daily,1.0
Malaysia,70_79,dose2,daily,0.0
Malaysia,80_above,booster1,daily,2.0
Malaysia,80_above,booster2,daily,1.0
Malaysia,80_above,dose1,daily,0.0
Malaysia,80_above,dose2,daily,0.0
Malaysia,adolescent,booster1,daily,5.0
Malaysia,adolescent,booster2,daily,2.0
Malaysia,adolescent,dose1,daily,2.0
Malaysia,adolescent,dose2,daily,0.0
Malaysia,adult,booster1,daily,267.0
Malaysia,adult,booster2,daily,134.0
Malaysia,adult,dose1,daily,65.0
Malaysia,adult,dose2,daily,13.0
Malaysia,child,booster1,daily,6.0
Malaysia,child,booster2,daily,0.0
Malaysia,child,dose1,daily,10.0
Malaysia,child,dose2,daily,6.0
Malaysia,elderly,booster1,daily,48.0
Malaysia,elderly,booster2,daily,21.0
Malaysia,elderly,dose1,daily,3.0
Malaysia,elderly,dose2,daily,1.0
Malaysia,total,booster1,daily,278.0
Malaysia,total,booster2,daily,136.0
Malaysia,total,dose1,daily,77.0
Malaysia,total,dose2,daily,19.0
Klang Valley,0_4,booster1,daily,0.0
Klang Valley,0_4,booster2,daily,0.0
Klang Valley,0_4,dose1,daily,0.0
Klang Valley,0_4,dose2,daily,0.0
Klang Valley,12_17,booster1,daily,1.0
Klang Valley,12_17,booster2,daily,2.0
Klang Valley,12_17,dose1,daily,2.0
Klang Valley,12_17,dose2,daily,0.0
Klang Valley,18_29,booster1,daily,30.0
Klang Valley,18_29,booster2,daily,15.0
Klang Valley,18_29,dose1,daily,0.0
Klang Valley,18_29,dose2,daily,2.0
Klang Valley,30_39,booster1,daily,9.0
Klang Valley,30_39,booster2,daily,17.0
Klang Valley,30_39,dose1,daily,0.0
Klang Valley,30_39,dose2,daily,1.0
Klang Valley,40_49,booster1,daily,8.0
Klang Valley,40_49,booster2,daily,16.0
Klang Valley,40_49,dose1,daily,0.0
Klang Valley,40_49,dose2,daily,1.0
Klang Valley,50_59,booster1,daily,6.0
Klang Valley,50_59,booster2,daily,6.0
Klang Valley,50_59,dose1,daily,0.0
Klang Valley,50_59,dose2,daily,1.0
Klang Valley,5_11,booster1,daily,2.0
Klang Valley,5_11,booster2,daily,0.0
Klang Valley,5_11,dose1,daily,7.0
Klang Valley,5_11,dose2,daily,1.0
Klang Valley,60_69,booster1,daily,2.0
Klang Valley,60_69,booster2,daily,7.0
Klang Valley,60_69,dose1,daily,0.0
Klang Valley,60_69,dose2,daily,1.0
Klang Valley,70_79,booster1,daily,0.0
Klang Valley,70_79,booster2,daily,4.0
Klang Valley,70_79,dose1,daily,0.0
Klang Valley,70_79,dose2,daily,0.0
Klang Valley,80_above,booster1,daily,0.0
Klang Valley,80_above,booster2,daily,0.0
Klang Valley,80_above,dose1,daily,0.0
Klang Valley,80_above,dose2,daily,0.0
Klang Valley,adolescent,booster1,daily,1.0
Klang Valley,adolescent,booster2,daily,2.0
Klang Valley,adolescent,dose1,daily,2.0
Klang Valley,adolescent,dose2,daily,0.0
Klang Valley,adult,booster1,daily,55.0
Klang Valley,adult,booster2,daily,67.0
Klang Valley,adult,dose1,daily,3.0
Klang Valley,adult,dose2,daily,9.0
Klang Valley,child,booster1,daily,2.0
Klang Valley,child,booster2,daily,0.0
Klang Valley,child,dose1,daily,7.0
Klang Valley,child,dose2,daily,1.0
Klang Valley,elderly,booster1,daily,2.0
Klang Valley,elderly,booster2,daily,11.0
Klang Valley,elderly,dose1,daily,0.0
Klang Valley,elderly,dose2,daily,1.0
Klang Valley,total,booster1,daily,58.0
Klang Valley,total,booster2,daily,69.0
Klang Valley,total,dose1,daily,12.0
Klang Valley,total,dose2,daily,10.0
Johor,0_4,booster1,daily,0.0
Johor,0_4,booster2,daily,0.0
Johor,0_4,dose1,daily,0.0
Johor,0_4,dose2,daily,0.0
Johor,12_17,booster1,daily,2.0
Johor,12_17,booster2,daily,0.0
Johor,12_17,dose1,daily,0.0
Johor,12_17,dose2,daily,0.0
Johor,18_29,booster1,daily,17.0
Johor,18_29,booster2,daily,4.0
Johor,18_29,dose1,daily,0.0
Johor,18_29,dose2,daily,1.0
Johor,30_39,booster1,daily,5.0
Johor,30_39,booster2,daily,0.0
Johor,30_39,dose1,daily,0.0
Johor,30_39,dose2,daily,3.0
Johor,40_49,booster1,daily,1.0
Johor,40_49,booster2,daily,2.0
Johor,40_49,dose1,daily,0.0
Johor,40_49,dose2,daily,0.0
Johor,50_59,booster1,daily,4.0
Johor,50_59,booster2,daily,1.0
Johor,50_59,dose1,daily,1.0
Johor,50_59,dose2,daily,0.0
Johor,5_11,booster1,daily,0.0
Johor,5_11,booster2,daily,0.0
Johor,5_11,dose1,daily,0.0
Johor,5_11,dose2,daily,0.0
Johor,60_69,booster1,daily,1.0
Johor,60_69,booster2,daily,0.0
Johor,60_69,dose1,daily,0.0
Johor,60_69,dose2,daily,0.0
Johor,70_79,booster1,daily,2.0
Johor,70_79,booster2,daily,0.0
Johor,70_79,dose1,daily,1.0
Johor,70_79,dose2,daily,0.0
Johor,80_above,booster1,daily,0.0
Johor,80_above,booster2,daily,0.0
Johor,80_above,dose1,daily,0.0
Johor,80_above,dose2,daily,0.0
Johor,adolescent,booster1,daily,2.0
Johor,adolescent,booster2,daily,0.0
Johor,adolescent,dose1,daily,0.0
Johor,adolescent,dose2,daily,0.0
Johor,adult,booster1,daily,30.0
Johor,adult,booster2,daily,7.0
Johor,adult,dose1,daily,2.0
Johor,adult,dose2,daily,4.0
Johor,child,booster1,daily,0.0
Johor,child,booster2,daily,0.0
Johor,child,dose1,daily,0.0
Johor,child,dose2,daily,0.0
Johor,elderly,booster1,daily,3.0
Johor,elderly,booster2,daily,0.0
Johor,elderly,dose1,daily,1.0
Johor,elderly,dose2,daily,0.0
Johor,total,booster1,daily,32.0
Johor,total,booster2,daily,7.0
Johor,total,dose1,daily,2.0
Johor,total,dose2,daily,4.0
Kedah,0_4,booster1,daily,0.0
Kedah,0_4,booster2,daily,0.0
Kedah,0_4,dose1,daily,0.0
Kedah,0_4,dose2,daily,0.0
Kedah,12_17,booster1,daily,0.0
Kedah,12_17,booster2,daily,0.0
Kedah,12_17,dose1,daily,0.0
Kedah,12_17,dose2,daily,0.0
Kedah,18_29,booster1,daily,11.0
Kedah,18_29,booster2,daily,3.0
Kedah,18_29,dose1,daily,0.0
Kedah,18_29,dose2,daily,0.0
Kedah,30_39,booster1,daily,5.0
Kedah,30_39,booster2,daily,1.0
Kedah,30_39,dose1,daily,1.0
Kedah,30_39,dose2,daily,0.0
Kedah,40_49,booster1,daily,5.0
Kedah,40_49,booster2,daily,1.0
Kedah,40_49,dose1,daily,0.0
Kedah,40_49,dose2,daily,0.0
Kedah,50_59,booster1,daily,4.0
Kedah,50_59,booster2,daily,0.0
Kedah,50_59,dose1,daily,0.0
Kedah,50_59,dose2,daily,0.0
Kedah,5_11,booster1,daily,0.0
Kedah,5_11,booster2,daily,0.0
Kedah,5_11,dose1,daily,0.0
Kedah,5_11,dose2,daily,2.0
Kedah,60_69,booster1,daily,5.0
Kedah,60_69,booster2,daily,0.0
Kedah,60_69,dose1,daily,0.0
Kedah,60_69,dose2,daily,0.0
Kedah,70_79,booster1,daily,2.0
Kedah,70_79,booster2,daily,0.0
Kedah,70_79,dose1,daily,0.0
Kedah,70_79,dose2,daily,0.0
Kedah,80_above,booster1,daily,0.0
Kedah,80_above,booster2,daily,0.0
Kedah,80_above,dose1,daily,0.0
Kedah,80_above,dose2,daily,0.0
Kedah,adolescent,booster1,daily,0.0
Kedah,adolescent,booster2,daily,0.0
Kedah,adolescent,dose1,daily,0.0
Kedah,adolescent,dose2,daily,0.0
Kedah,adult,booster1,daily,32.0
Kedah,adult,booster2,daily,5.0
Kedah,adult,dose1,daily,1.0
Kedah,adult,dose2,daily,0.0
Kedah,child,booster1,daily,0.0
Kedah,child,booster2,daily,0.0
Kedah,child,dose1,daily,0.0
Kedah,child,dose2,daily,2.0
Kedah,elderly,booster1,daily,7.0
Kedah,elderly,booster2,daily,0.0
Kedah,elderly,dose1,daily,0.0
