date,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4
2022-03-02,27738,1595,71454,215,101002,2007,566,361,1,24838,51,4,0,27087923,25777354,14863527,34223,67554736,2880392,2755713,23097,87,916920,12955,348,0,27538,1213,62773,186,175,295,4617,20,14,21,4029,9,11,12,4,0,54,15,0,0,0,16,0
2022-03-03,24419,1652,73123,291,99485,1906,606,334,1,21562,58,6,0,27112391,25779006,14936650,34514,67654221,2882298,2756319,23431,88,938482,13013,354,0,24189,1328,64691,267,215,252,4516,16,7,13,3858,7,8,10,13,0,49,12,0,0,0,33,1
2022-03-04,23718,1791,58636,164,84309,1663,742,327,3,21247,170,3,0,27136183,25780797,14995286,34678,67738530,2883973,2757061,23758,91,959731,13183,357,0,23176,1386,50591,141,522,318,4499,17,7,7,3471,6,7,6,61,0,74,12,0,6,0,2,0
2022-03-05,30989,1250,38386,150,70775,1675,444,205,1,28358,143,9,0,27167330,25782047,15033672,34828,67809305,2885648,2757505,23963,92,988089,13326,366,0,30264,871,33554,133,707,208,2341,11,7,5,2231,5,11,8,242,1,158,16,0,0,0,2,0
2022-03-06,25004,1128,32600,97,58829,1594,495,176,0,22780,49,4,0,27192484,25783175,15066272,34925,67868134,2887242,2758000,24139,92,1010869,13375,370,0,24501,816,27992,85,484,138,2188,4,9,19,2155,5,9,5,255,3,150,5,0,1,0,5,0
2022-03-07,16554,1982,47237,196,65969,1321,849,310,1,14333,139,9,0,27209106,25785157,15113509,35121,67934103,2888563,2758849,24449,93,1025202,13514,379,0,14109,1543,41291,176,2291,343,3243,14,6,11,2531,6,138,17,165,0,68,3,0,10,0,4,0
2022-03-08,20040,2137,48714,177,71068,1461,885,341,1,17586,71,3,0,27229354,25787294,15162223,35298,68005171,2890024,2759734,24790,94,1042788,13585,382,0,17091,1639,43125,157,2811,261,3155,10,1,8,2175,10,137,20,209,0,208,49,0,0,1,1,0
2022-03-09,19194,1974,43361,109,64638,1242,895,257,1,17068,82,2,0,27248610,25789268,15205584,35407,68069809,2891266,2760629,25047,95,1059856,13667,384,0,16294,1602,38212,98,2801,291,2430,5,6,9,2507,3,93,10,204,2,62,4,0,0,0,4,1
2022-03-10,20595,1995,43872,139,66601,1382,922,299,2,18207,83,0,0,27269298,25791263,15249456,35546,68136410,2892648,2761551,25346,97,1078063,13750,384,0,17758,1618,38669,112,2646,249,2614,25,105,23,2400,1,86,12,123,0,93,62,0,0,0,4,1
2022-03-11,24497,2004,33367,125,59993,1552,906,235,2,21912,98,4,0,27293905,25793267,15282823,35671,68196403,2894201,2762457,25581,99,1099975,13848,388,0,21900,1567,28574,108,2470,292,2319,15,15,17,2253,2,111,18,192,0,110,23,0,1,0,6,0
2022-03-12,26599,1533,20708,71,48911,1318,617,152,1,24194,71,10,0,27320615,25794800,15303531,35742,68245314,2895519,2763074,25733,100,1124169,13919,398,0,23308,1173,17234,53,2991,232,1956,12,223,10,1302,4,74,7,76,1,111,131,1,3,0,9,0
2022-03-13,23897,1602,20718,75,46292,1366,931,108,0,21821,60,2,0,27344639,25796402,15324249,35817,68291606,2896885,2764005,25841,100,1145990,13979,400,0,21064,1291,17536,57,2640,165,1577,8,69,14,1414,9,124,5,122,1,127,67,0,0,0,2,0
2022-03-14,14991,2360,36323,124,53798,1266,1138,275,1,12922,101,5,0,27359817,25798762,15360572,35941,68345404,2898151,2765143,26116,101,1158912,14080,405,0,13325,1863,31257,114,1562,292,2645,4,22,12,2203,5,82,6,112,1,187,99,0,0,0,7,0
2022-03-15,18579,2024,38475,121,59199,1245,972,327,0,16549,89,9,0,27378488,25800786,15399047,36062,68404603,2899396,2766115,26443,101,1175461,14169,414,0,16415,1654,33711,100,2053,250,2768,15,23,15,1810,5,88,13,100,0,92,82,1,0,0,4,0
2022-03-16,13550,2191,34061,187,49989,1017,863,282,0,11827,102,0,0,27392470,25802977,15433108,36249,68454592,2900414,2766978,26725,101,1187288,14271,414,0,12534,1528,30688,158,936,212,2063,18,9,13,1101,3,67,6,153,3,432,53,5,4,0,3,0
2022-03-17,14094,2388,31445,111,48038,1116,1028,264,1,12212,179,0,0,27406891,25805365,15464553,36360,68502630,2901536,2768006,26989,102,1199500,14450,414,0,13039,1787,28381,98,991,221,1735,9,13,27,1189,4,51,24,75,0,327,63,0,0,2,2,0
2022-03-18,19419,1916,21054,111,42500,1201,997,232,0,17494,148,15,0,27426424,25807281,15485607,36471,68545130,2902737,2769003,27221,102,1216994,14598,429,0,18246,1490,18677,81,1082,283,1609,28,15,20,672,1,61,9,67,0,114,19,1,15,0,10,0
2022-03-19,16505,1384,18250,54,36193,1048,669,197,0,14817,98,4,0,27443126,25808665,15503857,36525,68581323,2903786,2769672,27418,102,1231811,14696,433,0,15328,970,15513,50,1083,196,1365,2,5,6,1230,1,88,15,125,1,197,15,0,1,0,2,0
2022-03-20,10781,1285,16892,59,29017,845,639,136,1,9280,39,2,0,27454138,25809950,15520749,36584,68610340,2904631,2770311,27554,103,1241091,14735,435,0,10105,906,14289,47,609,120,1001,3,24,8,1449,8,43,20,133,1,231,20,0,0,0,0,0
2022-03-21,5161,1889,22450,87,29587,526,900,269,0,3716,84,1,0,27459366,25811839,15543199,36671,68639927,2905157,2771211,27823,103,1244807,14819,436,0,4487,1545,19109,71,598,258,1897,12,29,12,1324,3,47,7,113,1,67,3,0,0,0,4,0
2022-03-22,6731,1611,22045,80,30467,498,709,301,0,5346,77,1,0,27466151,25813450,15565244,36751,68670394,2905655,2771920,28124,103,1250153,14896,437,0,6169,1302,19249,75,510,229,1673,3,19,22,982,2,33,3,127,0,54,11,0,0,1,3,0
2022-03-23,6391,1615,20998,125,29129,494,690,686,6,4898,56,2,0,27472723,25815065,15586242,36876,68699523,2906149,2772610,28810,109,1255051,14952,439,0,5936,1228,18279,102,400,186,1690,15,16,16,952,8,39,4,67,0,181,8,0,0,0,2,0
2022-03-24,6976,1877,21348,64,30265,635,795,282,0,5465,97,2,0,27479891,25816942,15607590,36940,68729788,2906786,2773405,29092,109,1260517,15049,441,0,6552,1472,18454,59,368,189,1590,3,26,14,1111,2,30,9,124,0,192,68,0,0,1,1,0
2022-03-25,13112,1568,19604,79,34363,1120,742,215,0,11172,199,3,0,27493104,25818510,15627194,37019,68764151,2907907,2774147,29307,109,1271689,15248,444,0,12388,1170,16545,68,662,285,2095,10,24,11,886,0,36,1,69,0,101,4,0,2,0,5,1
2022-03-26,13845,1115,18136,65,33161,1108,539,126,0,12083,191,8,0,27506992,25819625,15645330,37084,68797312,2909015,2774686,29433,109,1283772,15439,452,0,13101,812,13924,46,678,230,2096,10,21,15,1572,5,45,15,146,0,43,395,4,0,0,3,0
2022-03-27,6773,954,17374,55,25156,619,496,138,0,5604,86,1,0,27513817,25820579,15662704,37139,68822468,2909634,2775182,29571,109,1289376,15525,453,0,6346,750,13326,39,392,138,1940,4,7,12,1788,3,28,2,176,1,52,141,7,0,0,3,1
2022-03-28,4813,1927,36912,122,43774,638,785,389,1,3188,147,3,0,27518789,25822506,15699616,37261,68866242,2910274,2775967,29960,110,1292564,15672,456,0,4280,1443,30070,102,471,286,4313,9,37,25,2386,10,25,14,107,1,159,29,0,0,0,7,0
2022-03-29,6274,1814,42024,174,50286,554,675,608,0,4928,102,2,0,27525239,25824320,15741640,37435,68916528,2910828,2776642,30568,110,1297492,15774,458,0,5808,1333,34206,135,405,258,5117,26,41,30,2459,11,19,17,186,2,176,45,0,1,0,11,0
2022-03-30,5759,1634,46709,176,54278,583,616,625,3,4402,116,9,0,27531170,25825954,15788349,37611,68970806,2911411,2777258,31193,113,1301894,15890,467,0,5398,1152,37555,136,329,276,5772,29,24,22,3240,9,8,11,133,2,172,4,0,0,1,5,0
2022-03-31,7785,2174,49833,161,59953,749,823,605,0,6134,322,3,0,27539023,25828128,15838182,37772,69030759,2912160,2778081,31798,113,1308028,16212,470,0,7297,1671,40989,121,458,298,5793,26,22,128,2885,14,8,8,102,0,68,53,0,0,1,11,0
2022-04-01,10973,2982,22726,97,36778,990,804,321,1,9220,1352,2,0,27550195,25831110,15860908,37869,69067537,2913150,2778885,32119,114,1317248,17564,472,0,10243,2384,19444,89,697,372,1900,7,9,19,1321,1,23,7,44,0,199,16,0,1,1,1,0
2022-04-02,9583,6107,11984,44,27718,801,706,214,0,8321,4956,2,0,27559816,25837217,15872892,37913,69095255,2913951,2779591,32333,114,1325569,22520,474,0,8943,5427,10179,35,623,621,1004,6,4,9,723,3,12,12,4,0,38,73,0,1,0,1,0
2022-04-03,2841,10869,4325,12,18047,220,869,123,0,2324,9598,3,0,27562680,25848086,15877217,37925,69113302,2914171,2780460,32456,114,1327893,32118,477,0,2545,10385,3328,8,280,450,385,3,10,8,600,1,3,3,10,0,23,1,0,3,0,1,0
2022-04-04,3347,9194,11496,58,24095,404,1104,364,0,2383,7440,7,0,27566032,25857280,15888713,37983,69137397,2914575,2781564,32820,114,1330276,39558,484,0,2981,7921,9808,49,345,1245,1019,7,17,12,653,2,3,10,5,0,5,8,0,1,1,3,0
2022-04-05,3408,9468,12193,64,25133,326,885,365,1,2357,7918,6,0,27569472,25866748,15900906,38047,69162530,2914901,2782449,33185,115,1332633,47476,490,0,3069,7675,10678,57,330,1747,951,5,8,10,527,2,1,4,5,0,32,32,0,0,0,0,0
2022-04-06,3573,12720,11608,62,27963,308,1131,273,1,2633,10604,0,0,27573387,25879468,15912514,38109,69190493,2915209,2783580,33458,116,1335266,58080,490,0,3267,10811,10277,52,289,1553,803,10,12,10,500,0,5,4,7,0,342,20,0,0,0,1,0
2022-04-07,4537,16169,11154,60,31920,356,1360,295,0,3526,14148,4,0,27577939,25895637,15923668,38169,69222413,2915565,2784940,33753,116,1338792,72228,494,0,4160,14387,9714,52,368,1750,759,5,7,10,596,3,2,6,2,0,15,83,0,0,1,0,0
2022-04-08,7308,21741,8767,35,37851,590,1632,217,1,6085,19240,8,0,27585320,25917378,15932435,38204,69260264,2916155,2786572,33970,117,1344877,91468,502,0,6665,19302,7598,32,572,2329,649,1,69,28,471,2,2,9,8,0,73,39,0,0,0,2,0
2022-04-09,7519,30404,6972,26,44921,522,2020,188,0,6274,27847,7,0,27592862,25947782,15939407,38230,69305185,2916677,2788592,34158,117,1351151,119315,509,0,6967,27533,5372,19,536,2840,550,3,9,4,1043,4,7,2,4,0,23,0,0,0,2,3,0
2022-04-10,4333,30313,6488,38,41172,284,1720,123,0,3368,28120,12,0,27597204,25978095,15945895,38268,69346357,2916961,2790312,34281,117,1354519,147435,521,0,3917,28312,5371,33,407,1984,502,4,9,6,600,1,0,2,4,0,9,10,0,0,0,1,0
2022-04-11,4871,33911,10405,60,49247,505,2174,289,0,3836,30874,3,0,27602085,26012006,15956300,38328,69395604,2917466,2792486,34570,117,1358355,178309,524,0,4498,32612,8892,44,364,1252,831,14,7,27,664,2,1,9,6,0,10,12,0,1,1,0,0
2022-04-12,5005,35093,8599,68,48765,377,2091,286,1,4149,32184,6,0,27607131,26047099,15964899,38396,69444369,2917843,2794577,34856,118,1362504,210493,530,0,4714,33636,7616,59,272,1396,581,7,16,15,384,2,3,4,3,0,41,15,0,0,1,0,0
2022-04-13,6066,36808,7872,40,50786,710,2119,306,2,4885,34067,3,0,27613247,26083907,15972771,38436,69495155,2918554,2796696,35162,120,1367389,244560,533,0,5794,35796,6896,35,258,939,469,4,12,14,469,1,2,1,4,0,50,34,0,0,8,0,0
2022-04-14,9219,44597,8290,63,62169,796,2771,174,3,7933,41192,6,0,27622493,26128504,15981061,38499,69557324,2919350,2799467,35336,123,1375322,285752,539,0,8802,43533,7065,53,404,1011,476,9,7,18,705,1,3,7,7,0,27,37,0,3,1,0,0
2022-04-15,12140,41847,5940,94,60021,962,2272,197,0,10677,38909,60,0,27634653,26170351,15987001,38593,69617345,2920312,2801739,35533,123,1386000,324661,599,0,11570,40558,5129,81,557,1260,429,12,8,5,371,1,2,4,1,0,20,0,0,3,0,10,0
2022-04-16,15714,63909,4581,141,84345,860,3138,163,0,14208,60189,20,0,27650391,26234260,15991582,38734,69701690,2921172,2804877,35696,123,1400208,384850,619,0,14986,62321,3910,127,721,1560,322,14,5,2,344,0,1,2,1,0,24,4,0,1,0,0,0
2022-04-17,11868,47911,3653,130,63562,706,2551,106,0,10354,44842,1,0,27662368,26282171,15995235,38864,69765252,2921878,2807428,35802,123,1410562,429692,620,0,10980,46882,3025,122,861,914,263,6,19,6,361,2,0,0,3,0,109,0,0,8,0,1,0
2022-04-18,9837,43075,6481,232,59625,807,2603,239,1,8566,39803,8,0,27672234,26325246,16001716,39096,69824877,2922685,2810031,36041,124,1419128,469495,628,0,9451,42257,5576,210,378,777,349,19,6,9,531,3,0,3,9,0,29,15,0,2,0,1,0
2022-04-19,8167,37533,4887,259,50846,943,2098,213,1,6825,34855,8,0,27680421,26362779,16006603,39355,69875723,2923628,2812129,36254,125,1425953,504350,636,0,7818,36983,4154,239,345,512,356,20,1,15,359,0,1,2,2,0,20,15,0,2,1,1,0
2022-04-20,12087,47275,5713,313,65388,794,2453,179,0,10744,44180,4,0,27692549,26410054,16012316,39668,69941111,2924422,2814582,36433,125,1436697,548530,640,0,11876,46806,5079,298,208,416,318,12,0,9,291,3,3,3,1,0,41,24,0,0,0,0,0
2022-04-21,15021,43756,7115,359,66251,1004,2605,173,1,13563,40381,4,0,27707627,26453810,16019431,40027,70007362,2925426,2817187,36606,126,1450260,588911,644,0,14770,43254,6424,345,247,437,286,10,2,8,335,4,2,0,2,0,57,66,0,0,0,2,0
2022-04-22,17485,46842,4989,397,69713,1102,2408,169,1,15775,43821,3,0,27725135,26500652,16024420,40424,70077075,2926528,2819595,36775,127,1466035,632732,647,0,16923,46079,4397,381,555,728,283,15,3,8,296,1,0,3,3,0,23,10,0,4,1,0,0
2022-04-23,18641,58148,3323,325,80437,965,2662,140,0,17080,55007,20,0,27743799,26558800,16027743,40749,70157512,2927493,2822257,36915,127,1483115,687739,667,0,18038,57260,2858,307,596,847,239,18,2,10,221,0,2,7,5,0,23,0,0,3,1,0,0
2022-04-24,12619,41041,2943,267,56870,803,1923,109,0,11450,38661,4,0,27756432,26599841,16030686,41016,70214382,2928296,2824180,37024,127,1494565,726400,671,0,12237,40452,2482,255,380,567,165,10,2,8,294,2,0,0,0,0,14,2,0,0,0,0,0
2022-04-25,8375,28697,4661,614,42347,722,1690,183,0,7038,26397,4,0,27764847,26628538,16035347,41630,70256729,2929018,2825870,37207,127,1501603,752797,675,0,8078,28260,4221,601,289,388,226,11,3,9,203,2,1,0,3,0,40,8,0,4,0,0,0
2022-04-26,7642,24535,4864,643,37684,541,1206,220,0,6697,22625,7,0,27772631,26653073,16040211,42273,70294413,2929559,2827076,37427,127,1508300,775422,682,0,7364,24041,4251,625,273,333,266,13,5,18,336,5,0,0,4,0,142,7,0,0,1,0,0
2022-04-27,8827,24453,4452,756,38488,555,1351,136,1,7791,22481,1,0,27781503,26677526,16044663,43029,70332901,2930114,2828427,37563,128,1516091,797903,683,0,8559,24095,3892,736,267,301,258,18,1,8,272,2,0,2,0,0,45,30,0,0,2,0,0
2022-04-28,8826,21817,4395,816,35854,544,1228,139,0,7872,20076,1,0,27790340,26699343,16049058,43845,70368755,2930658,2829655,37702,128,1523963,817979,684,0,8583,21446,3971,805,228,354,186,8,14,3,229,3,1,2,1,0,11,8,0,0,1,0,0
2022-04-29,11520,27226,3129,798,42673,626,1304,178,1,10318,25412,6,0,27801866,26726569,16052187,44643,70411428,2931284,2830959,37880,129,1534281,843391,690,0,11047,26505,2810,777,462,711,191,20,11,3,127,1,0,1,0,0,6,1,0,0,0,0,0
2022-04-30,7765,28210,2023,418,38416,400,1210,110,0,7063,26641,6,0,27809634,26754779,16054210,45061,70449844,2931684,2832169,37990,129,1541344,870032,696,0,7347,27618,1769,395,412,584,164,22,1,4,89,1,2,0,0,0,3,1,0,3,1,0,0
2022-05-01,2366,10412,546,260,13584,106,433,44,0,2151,9806,0,0,27812005,26765191,16054756,45321,70463428,2931791,2832602,38034,129,1543495,879838,696,0,2258,10230,457,255,108,173,49,5,0,2,38,0,0,1,2,0,5,0,0,0,1,0,0
2022-05-02,784,1701,352,326,3163,26,90,36,0,726,1566,0,0,27812789,26766892,16055108,45647,70466591,2931817,2832692,38070,129,1544221,881404,696,0,751,1643,329,319,33,58,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,637,1149,243,236,2265,8,44,23,0,605,1060,0,0,27813426,26768041,16055351,45883,70468856,2931825,2832736,38093,129,1544826,882464,696,0,619,1115,209,226,17,32,28,10,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0
2022-05-04,717,1570,467,448,3202,13,87,18,0,655,1430,1,0,27814144,26769611,16055818,46331,70472058,2931838,2832823,38111,129,1545481,883894,697,0,669,1463,337,437,48,106,26,5,0,0,103,6,0,0,0,0,1,1,0,0,0,0,0
2022-05-05,2319,8252,1683,1517,13771,165,418,117,0,1990,7536,2,0,27816469,26777863,16057501,47848,70485829,2932003,2833241,38228,129,1547471,891430,699,0,2118,7871,1501,1454,198,373,123,39,3,1,56,24,0,1,2,0,6,1,0,0,0,0,0
2022-05-06,4560,14499,1571,1485,22115,244,685,118,2,4087,13455,2,0,27821033,26792362,16059072,49333,70507944,2932247,2833926,38346,131,1551558,904885,701,0,4344,14057,1407,1440,211,434,128,45,3,2,34,0,0,2,2,0,4,0,0,2,0,0,0
2022-05-07,5160,18557,1339,905,25961,292,804,105,0,4634,17472,3,0,27826198,26810919,16060411,50238,70533905,2932539,2834730,38451,131,1556192,922357,704,0,4957,18070,1169,860,202,475,97,39,1,6,70,6,0,1,1,0,5,2,0,0,0,0,0
2022-05-08,8174,20601,1465,756,30996,467,960,75,0,6978,18546,2,0,27834378,26831520,16061876,50994,70564901,2933006,2835690,38526,131,1563170,940903,706,0,7947,20176,1305,700,220,416,87,32,7,3,71,24,0,0,0,0,6,2,0,0,0,0,0
2022-05-09,8823,17976,2882,2378,32059,644,1212,95,0,7794,16342,1,0,27843212,26849496,16064758,53372,70596960,2933650,2836902,38621,131,1570964,957245,707,0,8585,17595,2621,2279,236,367,139,62,1,3,114,35,1,0,4,2,11,4,0,0,0,0,0
2022-05-10,10338,17331,3490,2599,33758,708,1018,139,1,9294,15975,2,0,27853559,26866827,16068248,55971,70630718,2934358,2837920,38760,132,1580258,973220,709,0,10076,17021,3096,2486,259,298,193,67,3,3,197,46,0,0,1,0,9,3,0,0,0,0,0
2022-05-11,13110,16476,3644,2893,36123,787,981,107,1,11829,15148,2,0,27866680,26883303,16071892,58864,70666841,2935146,2838901,38867,133,1592087,988368,711,0,12887,16178,3201,2771,219,284,143,96,3,3,224,24,1,0,1,2,11,75,0,0,0,0,0
2022-05-12,18035,19183,4303,2593,44114,1216,1245,172,1,16190,17521,0,0,27884738,26902486,16076195,61457,70710955,2936362,2840146,39039,134,1608277,1005889,711,0,17645,18776,3726,2475,357,376,169,63,31,3,399,52,2,2,1,0,23,8,3,0,3,0,0
2022-05-13,23092,29501,3004,2018,57615,1270,1366,128,0,21056,27672,5,0,27907838,26931987,16079199,63475,70768570,2937632,2841512,39167,134,1629333,1033561,716,0,22540,28921,2707,1955,551,570,151,53,0,1,143,10,0,0,1,0,8,2,0,1,1,0,0
2022-05-14,17976,27336,2332,1601,49245,1040,1382,109,1,16300,25639,2,0,27925814,26959323,16081531,65076,70817815,2938672,2842894,39276,135,1645633,1059200,718,0,17507,26668,2061,1537,461,664,122,40,7,3,133,24,1,1,4,0,0,8,0,0,0,4,0
2022-05-15,10126,14332,1310,809,26577,474,746,48,0,9005,13305,7,0,27935996,26973655,16082841,65885,70844392,2939146,2843640,39324,135,1654638,1072505,725,0,9898,13830,1139,786,220,442,72,19,6,2,98,4,0,0,0,0,56,1,0,2,2,0,0
2022-05-16,2774,5605,1826,1828,12033,303,553,78,1,1972,4859,0,0,27938787,26979260,16084667,67713,70856425,2939449,2844193,39402,136,1656610,1077364,725,0,2331,5352,1570,1737,442,230,151,52,1,6,101,39,0,0,3,0,17,1,0,0,0,0,0
2022-05-17,3585,9751,2853,2512,18701,329,650,94,0,2967,8521,3,0,27942580,26989011,16087520,70225,70875126,2939778,2844843,39496,136,1659577,1085885,728,0,3458,9194,2637,2435,125,336,115,54,2,13,99,23,0,0,0,0,208,1,0,0,0,1,0
2022-05-18,3610,7186,2625,2335,15756,295,608,89,0,3090,6250,3,0,27946226,26996197,16090145,72560,70890882,2940073,2845451,39585,136,1662667,1092135,731,0,3491,6943,2406,2256,119,205,116,51,0,2,97,28,0,0,1,0,36,5,0,0,0,0,0
2022-05-19,4831,8535,3242,2563,19171,404,696,129,1,4074,7506,0,0,27951098,27004732,16093387,75123,70910053,2940477,2846147,39714,137,1666741,1099641,731,0,4664,8247,2805,2491,151,243,157,40,16,4,250,32,0,0,5,0,41,25,0,0,0,0,0
2022-05-20,8123,14023,2115,1606,25867,454,856,69,0,7309,12823,6,0,27959231,27018755,16095502,76729,70935920,2940931,2847003,39783,137,1674050,1112464,737,0,7905,13617,1925,1557,217,394,113,45,0,2,59,4,1,0,2,0,10,16,0,0,0,0,0
2022-05-21,8377,14630,1540,1077,25624,346,809,70,1,6833,13546,4,0,27967611,27033385,16097042,77806,70961544,2941277,2847812,39853,138,1680883,1126010,741,0,7456,14132,1393,998,918,487,80,51,0,6,64,28,0,2,2,0,3,1,0,3,0,0,0
2022-05-22,6415,8869,1383,822,17489,284,496,77,0,4970,8194,1,0,27974032,27042254,16098425,78628,70979033,2941561,2848308,39930,138,1685853,1134204,742,0,5977,8536,1230,771,411,320,61,21,27,6,92,30,0,1,0,0,6,0,0,0,0,0,0
2022-05-23,3808,5001,1991,1559,12359,290,333,73,1,3325,4448,2,0,27977949,27047255,16100416,80187,70991392,2941851,2848641,40003,139,1689178,1138652,744,0,3722,4678,1789,1495,86,210,94,36,0,4,73,26,0,0,2,0,109,33,2,0,0,0,0
2022-05-24,4137,5440,2439,1867,13883,307,294,76,1,3627,4915,1,0,27982173,27052695,16102855,82054,71005275,2942160,2848935,40079,140,1692805,1143567,745,0,3990,5149,2105,1813,139,197,125,42,5,6,148,12,1,1,1,0,87,60,0,2,0,0,0
2022-05-25,4153,5414,2328,1697,13592,295,347,64,1,3651,4701,0,0,27986555,27058109,16105183,83751,71018867,2942455,2849282,40143,141,1696456,1148268,745,0,4071,4998,2068,1643,82,179,106,46,0,8,82,8,0,0,1,0,229,71,0,0,0,0,0
2022-05-26,6564,6455,3269,1878,18166,486,402,97,0,5797,5873,1,0,27993147,27064564,16108452,85629,71037033,2942941,2849684,40240,141,1702253,1154141,746,0,6393,6262,2751,1802,162,163,113,52,9,2,101,23,0,0,3,0,28,301,1,0,0,0,0
2022-05-27,9266,11048,2027,1511,23852,455,559,73,0,8092,10248,2,0,28002432,27075612,16110479,87140,71060885,2943396,2850243,40313,141,1710345,1164389,748,0,9025,10651,1838,1453,240,371,91,29,0,6,93,27,0,0,1,2,19,4,0,1,1,0,0
2022-05-28,8789,10612,1275,1037,21713,387,532,72,1,7282,9807,0,0,28011226,27086224,16111754,88177,71082598,2943783,2850775,40385,142,1717627,1174196,748,0,8610,10190,1140,949,168,409,94,65,5,8,36,23,0,0,2,0,5,3,0,6,0,0,0
2022-05-29,7173,6992,1116,644,15925,339,460,46,2,5398,5698,1,0,28018413,27093216,16112870,88821,71098523,2944122,2851235,40431,144,1723025,1179894,749,0,7029,6639,985,600,121,193,51,17,22,146,77,26,0,0,0,0,14,1,0,1,0,2,1
2022-05-30,5882,4810,2085,1556,14333,428,425,62,0,5227,4133,1,0,28024386,27098026,16114955,90377,71112856,2944550,2851660,40493,144,1728252,1184027,750,0,5745,4570,1894,1501,135,141,122,41,1,8,67,14,0,0,0,0,91,2,0,1,0,0,0
2022-05-31,8008,4723,2226,1786,16743,458,469,88,3,7266,4042,1,0,28032424,27102749,16117181,92163,71129599,2945008,2852129,40581,147,1735518,1188069,751,0,7847,4534,2034,1729,157,151,113,36,1,7,77,21,1,0,0,0,30,1,0,2,1,1,0
2022-06-01,859,2692,1647,1206,6404,108,327,71,0,626,2138,0,0,28033324,27105441,16118828,93369,71136003,2945116,2852456,40652,147,1736144,1190207,751,0,826,2551,1522,1154,33,87,96,39,0,10,28,12,0,0,0,0,41,1,1,0,3,0,0
2022-06-02,967,4190,1542,1143,7842,119,479,61,0,719,3506,3,0,28034298,27109631,16120370,94512,71143845,2945235,2852935,40713,147,1736863,1193713,754,0,932,4037,1433,1091,35,142,81,41,0,4,28,11,0,0,0,0,7,0,0,0,0,0,0
2022-06-03,2250,6856,1222,918,11246,112,570,50,0,1963,5954,4,0,28036606,27116487,16121592,95430,71155091,2945347,2853505,40763,147,1738826,1199667,758,0,2175,6562,1113,894,74,231,82,19,1,5,26,5,0,0,0,0,58,1,0,0,0,0,0
2022-06-04,2175,5683,830,713,9401,57,409,54,1,1159,4972,1,0,28038781,27122170,16122422,96143,71164492,2945404,2853914,40817,148,1739985,1204639,759,0,2112,5458,726,665,62,219,80,30,0,3,22,15,1,3,2,3,0,0,0,0,0,0,0
2022-06-05,1598,3187,605,449,5839,48,261,28,0,579,2755,2,0,28040384,27125357,16123027,96592,71170331,2945452,2854175,40845,148,1740564,1207394,761,0,1548,3000,550,433,50,177,35,9,0,5,20,7,0,0,0,0,5,0,0,0,0,0,0
2022-06-06,362,1348,460,514,2684,21,169,32,0,296,1102,1,0,28040749,27126705,16123487,97106,71173015,2945473,2854344,40877,148,1740860,1208496,762,0,338,1241,414,491,22,103,37,21,0,1,9,2,2,0,0,0,3,0,0,0,0,0,0
2022-06-07,598,3743,1852,1156,7349,55,429,97,0,404,2917,2,0,28041442,27130448,16125339,98262,71180364,2945529,2854773,40974,148,1741264,1211413,764,0,536,3452,1550,1129,61,195,289,21,0,0,11,6,1,0,0,0,95,2,0,0,1,0,0
2022-06-08,709,3845,1609,1062,7225,89,418,89,1,486,3195,3,0,28042161,27134293,16126948,99324,71187589,2945618,2855191,41063,149,1741750,1214608,767,0,661,3632,1504,1019,47,202,82,35,1,1,20,8,0,0,2,0,10,1,0,0,0,0,0
2022-06-09,758,5886,2089,1389,10122,58,519,79,3,522,5043,3,0,28043012,27140179,16129037,100713,71197711,2945676,2855710,41142,152,1742272,1219651,770,0,690,5544,1767,1339,68,247,116,23,0,1,15,24,0,1,0,1,93,191,2,0,0,0,0
2022-06-10,1221,9636,1947,1123,13927,54,604,63,1,1029,8673,6,0,28044253,27149815,16130984,101836,71211638,2945730,2856314,41205,153,1743301,1228324,776,0,1156,9221,1414,1086,64,392,106,24,1,0,27,10,0,1,0,0,20,400,3,0,2,0,0
2022-06-11,860,10748,824,818,13250,37,436,48,2,721,8358,0,0,28045119,27160563,16131808,102654,71224888,2945767,2856750,41253,155,1744022,1236682,776,0,797,9711,738,774,60,1027,62,30,2,2,20,14,1,0,2,0,6,2,0,0,2,0,0
2022-06-12,1093,6540,693,527,8853,25,320,27,0,474,5959,1,0,28046212,27167103,16132501,103181,71233741,2945792,2857070,41280,155,1744496,1242641,777,0,1062,6312,587,488,31,224,68,25,0,4,38,12,0,0,0,0,0,0,1,0,0,0,1
