date,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4
2021-11-18,7401,21832,99199,320,128752,2607,11549,13,1,29,64,0,0,25860782,25389783,1431892,5387,52497936,2732419,2612330,301,3,16415,11459,3,0,6119,18162,97393,300,1069,2538,1713,18,9,496,33,1,198,254,36,1,373,0,0,6,9,24,0
2021-11-19,6897,18020,84119,311,109347,2535,9402,17,0,43,57,0,0,25868164,25407803,1516011,5698,52607283,2734959,2621732,318,3,16458,11516,3,0,5592,14563,82084,297,1137,2383,1953,12,11,281,12,0,154,300,65,1,485,0,0,3,8,5,1
2021-11-20,3198,6706,38505,118,48527,1408,2177,9,0,17,20,0,0,25871537,25414509,1554516,5816,52655810,2736374,2623909,327,3,16475,11536,3,0,2314,3876,36678,107,776,1827,1746,10,12,650,10,0,96,164,70,1,175,0,0,0,14,1,0
2021-11-21,2768,5301,31147,74,39290,996,2246,9,0,14,32,0,0,25874359,25419810,1585663,5890,52695100,2737371,2626155,336,3,16489,11568,3,0,1818,3552,29624,64,620,1363,1467,10,223,186,12,0,93,145,42,0,54,1,0,14,1,1,0
2021-11-22,5285,12534,95146,274,113239,1532,5672,16,0,32,75,0,0,25879672,25432344,1680809,6164,52808339,2738904,2631827,352,3,16521,11643,3,0,3955,9793,92521,266,996,2038,2489,8,149,397,38,0,184,278,94,0,28,0,0,1,0,4,0
2021-11-23,5520,11170,123283,354,140327,1767,4513,17,0,14,33,0,0,25885250,25443514,1804092,6518,52948666,2740675,2636340,369,3,16535,11676,3,0,4391,8966,120082,336,815,1707,3118,18,167,190,25,0,146,247,55,0,58,0,0,1,2,3,0
2021-11-24,5434,9127,128611,340,143512,1637,2950,19,0,26,20,0,0,25890738,25452641,1932703,6858,53092178,2742319,2639290,388,3,16561,11696,3,0,4202,6859,123988,323,863,1730,4509,17,205,167,18,0,164,311,92,0,54,0,0,0,6,4,0
2021-11-25,6034,6452,131305,331,144122,1982,1990,10,0,26,27,0,0,25896884,25459093,2064008,7189,53236300,2744305,2641280,398,3,16587,11723,3,0,4732,4144,126519,304,746,1250,4536,24,411,755,121,2,145,191,118,1,112,0,0,0,0,11,0
2021-11-26,5095,7092,104522,217,116926,1486,2111,14,0,19,26,0,0,25902025,25466185,2168530,7406,53353226,2745791,2643391,412,3,16606,11749,3,0,4007,4904,98984,183,849,1608,5266,32,100,322,171,2,139,211,98,0,46,0,0,0,1,3,0
2021-11-27,2624,5636,48577,126,56963,740,2174,13,0,17,17,0,0,25904669,25471821,2217107,7532,53410189,2746531,2645565,425,3,16623,11766,3,0,1818,3770,42202,91,583,1627,6182,34,125,43,90,0,98,176,98,1,20,0,0,0,0,5,0
2021-11-28,2167,3832,37866,68,43933,650,1166,9,0,4,11,1,0,25907065,25475653,2254973,7600,53454122,2747182,2646731,434,3,16627,11777,4,0,1723,2490,34041,53,364,958,3516,13,0,37,190,1,80,110,119,1,229,0,0,0,8,0,0
2021-11-29,4671,7253,100357,302,112583,1746,2335,22,0,15,28,0,0,25911883,25482906,2355330,7902,53566705,2748928,2649066,456,3,16642,11805,4,0,3860,5206,93153,272,667,1478,6651,29,40,276,401,1,104,145,147,0,147,1,0,0,1,4,0
2021-11-30,4825,9213,125272,328,139638,1819,2856,23,0,17,32,0,0,25917279,25492119,2480602,8230,53706343,2750759,2651922,479,3,16659,11837,4,0,4017,6702,117497,297,708,1568,7355,31,0,157,305,0,100,213,114,0,571,0,0,0,2,1,0
2021-12-01,4863,8661,133469,363,147356,1981,2828,19,0,24,25,0,0,25922981,25500780,2614071,8593,53853699,2752744,2654750,498,3,16683,11862,4,0,3947,6075,120476,304,809,1418,12362,57,0,140,515,1,107,183,111,1,839,1,0,0,6,4,0
2021-12-02,5532,9483,139901,377,155293,2284,3498,24,0,33,32,2,0,25928759,25510263,2753972,8970,54008992,2755029,2658248,522,3,16716,11894,6,0,4587,7318,124261,324,830,1476,15249,49,2,218,281,3,113,224,107,1,246,2,0,0,1,1,0
2021-12-03,4515,7303,117827,271,129916,1757,2399,31,0,24,20,0,0,25933458,25517566,2871799,9241,54138908,2756786,2660647,553,3,16741,11914,6,0,3524,5311,100849,215,858,1300,16658,56,0,120,176,0,133,388,135,0,184,0,0,0,0,9,0
2021-12-04,3288,4853,64015,153,72309,1676,1659,18,0,17,6,0,0,25937189,25522419,2935814,9394,54211217,2758462,2662306,571,3,16758,11920,6,0,2632,2992,48710,95,529,1156,14320,54,9,81,865,4,118,181,114,0,443,0,0,0,0,6,0
2021-12-05,1756,3429,52199,133,57517,614,1099,16,0,20,15,0,0,25939367,25525848,2988013,9527,54268734,2759077,2663405,587,3,16778,11935,6,0,1240,2150,41880,108,422,740,9401,23,6,2,801,1,88,115,115,1,422,0,0,0,0,2,0
2021-12-06,4929,7022,90541,310,102802,2024,2306,18,0,18,12,2,0,25944859,25532870,3078554,9837,54371536,2761101,2665711,605,3,16796,11947,8,0,4040,4915,70754,248,737,1253,18827,59,0,141,746,1,130,150,204,2,563,0,0,22,0,10,0
2021-12-07,4786,7310,117557,403,130056,1797,2471,31,0,29,8,1,0,25950001,25540180,3196111,10240,54501592,2762900,2668182,636,3,16825,11955,9,0,3899,5545,94286,332,779,1165,22215,71,1,117,865,0,105,123,188,0,356,0,0,2,4,3,0
2021-12-08,4905,6967,118736,325,130933,1901,2304,24,0,24,13,0,0,25955214,25547147,3314847,10565,54632525,2764802,2670486,660,3,16849,11968,9,0,3955,5099,93977,236,823,1315,23206,89,0,85,1285,0,125,157,248,0,308,12,0,2,3,8,0
2021-12-09,4986,8407,132847,375,146615,1964,2852,29,1,36,16,1,0,25960670,25555554,3447694,10940,54779140,2766766,2673338,689,4,16885,11984,10,0,4143,6280,105424,296,731,1287,26275,72,0,145,1016,7,112,216,118,0,470,4,0,0,9,10,0
2021-12-10,3926,7508,117119,70,128623,1349,2521,27,0,27,21,2,0,25964931,25563062,3564813,11010,54907763,2768118,2675859,716,4,16912,12005,12,0,3222,5507,92163,43,607,1412,23210,24,0,91,1566,3,94,161,128,0,335,0,0,3,2,52,0
2021-12-11,1460,2904,69645,59,74068,373,1234,21,0,5,6,3,0,25966501,25565966,3634458,11069,54981831,2768492,2677093,737,4,16917,12011,15,0,955,1940,51395,25,438,760,17585,33,8,35,538,0,58,59,88,1,110,0,0,1,0,39,0
2021-12-12,1496,2548,65698,91,69833,485,959,22,0,7,9,1,0,25968149,25568514,3700156,11160,55051664,2768979,2678052,759,4,16924,12020,16,0,1120,1660,50615,64,323,642,14303,26,2,19,676,1,51,73,47,0,152,6,0,0,2,51,0
2021-12-13,4104,5578,124286,96,134064,1595,1910,41,0,22,14,1,0,25972463,25574092,3824442,11256,55185728,2770576,2679962,800,4,16946,12034,17,0,3420,4097,101901,70,603,980,20700,23,4,138,1573,2,76,153,104,0,210,0,0,1,0,8,1
2021-12-14,4153,5651,156866,107,166777,1539,1750,28,0,14,10,2,0,25976895,25579743,3981308,11363,55352505,2772116,2681712,828,4,16960,12044,19,0,3457,4181,132782,81,630,903,22199,24,2,146,1743,2,61,142,69,0,279,0,0,3,0,73,0
2021-12-15,4248,5843,164766,88,174945,1670,1749,24,0,33,15,3,0,25981520,25585586,4146074,11451,55527450,2773786,2683461,852,4,16993,12059,22,0,3496,4195,139531,55,653,1035,23594,29,12,69,1461,3,85,166,43,1,377,0,0,2,1,137,0
2021-12-16,4466,6661,166494,119,177740,1863,2345,38,0,23,8,2,0,25986246,25592247,4312568,11570,55705190,2775650,2685806,890,4,17016,12067,24,0,3764,5274,142892,82,588,870,21536,34,5,108,1758,3,109,149,113,0,260,3,0,0,0,192,0
2021-12-17,3102,5172,157303,128,165705,985,1538,18,0,19,10,1,0,25989550,25597419,4469871,11698,55870895,2776635,2687344,908,4,17035,12077,25,0,2405,3776,133330,75,581,981,22193,47,23,73,1472,3,91,138,100,0,202,0,0,2,2,208,3
2021-12-18,1169,2370,70366,46,73951,283,576,12,0,4,7,2,0,25990924,25599789,4540237,11744,55944846,2776920,2687920,920,4,17039,12084,27,0,696,1329,56159,23,429,720,12583,19,0,39,1373,3,44,76,58,0,205,4,0,0,1,189,1
2021-12-19,1340,2258,77540,207,81345,463,647,24,0,4,2,3,0,25992560,25602047,4617777,11951,56026191,2777384,2688567,944,4,17043,12086,30,0,1091,1580,62968,156,235,312,11985,35,4,27,2542,14,10,41,39,0,296,1,0,0,2,5,2
2021-12-20,3389,4758,141617,521,150285,1361,1704,34,0,9,6,1,0,25996165,25606805,4759394,12472,56176476,2778746,2690271,978,4,17052,12092,31,0,2787,3589,118660,399,537,785,21226,112,1,54,1654,10,64,113,73,0,216,0,0,0,1,4,0
2021-12-21,3307,4783,164013,413,172516,1280,1849,32,0,11,9,5,0,25999648,25611588,4923407,12885,56348992,2780029,2692120,1010,4,17063,12101,36,0,2773,3765,142334,341,453,720,19498,61,3,30,2135,11,78,87,40,0,176,1,0,0,5,5,0
2021-12-22,3307,5025,173428,259,182019,1361,1959,33,0,13,5,3,0,26003238,25616613,5096835,13144,56531011,2781391,2694079,1043,4,17076,12106,39,0,2704,3880,149351,201,525,732,20718,50,5,29,3254,7,73,100,47,0,283,26,0,0,1,32,1
2021-12-23,3623,5641,172925,395,182584,1488,2202,35,1,25,9,2,0,26007052,25622254,5269760,13539,56713595,2782880,2696281,1078,5,17101,12115,41,0,3132,4428,150424,268,410,841,19043,120,1,67,3408,6,80,114,34,0,191,13,0,0,0,3,1
2021-12-24,2280,4164,138018,371,144833,831,1532,38,0,2,6,1,0,26009437,25626418,5407778,13910,56858428,2783711,2697813,1116,5,17103,12121,42,0,1796,2997,119051,314,434,910,16367,52,6,50,2557,4,44,101,35,0,105,0,0,0,1,8,1
2021-12-25,529,1438,24326,90,26383,100,604,9,0,1,4,0,0,26010059,25627856,5432104,14000,56884811,2783811,2698417,1125,5,17104,12125,42,0,374,982,20221,64,126,299,2917,24,1,1,1159,1,28,63,24,0,93,1,1,0,0,4,0
2021-12-26,876,1561,63340,170,65947,307,530,10,0,1,4,1,0,26010994,25629417,5495444,14170,56950758,2784118,2698947,1135,5,17105,12129,43,0,660,971,53042,118,190,447,8101,44,6,10,2176,6,20,71,18,2,59,0,0,0,3,3,0
2021-12-27,3350,5466,124192,328,133336,1435,2223,46,0,5,8,2,0,26014541,25634883,5619636,14498,57084094,2785553,2701170,1181,5,17110,12137,45,0,2822,4349,103532,246,481,704,17557,68,4,75,3024,11,43,140,49,1,197,23,1,0,1,7,1
2021-12-28,3491,5099,148980,385,157955,1484,1924,56,0,4,5,5,0,26018236,25639982,5768616,14883,57242049,2787038,2703094,1237,5,17114,12142,50,0,2898,3986,120260,313,530,742,19045,64,9,27,9612,8,54,138,35,0,204,10,0,0,2,18,0
2021-12-29,3450,5291,181569,226,190536,1628,2080,84,0,6,1,4,0,26021908,25645273,5950185,15109,57432585,2788666,2705174,1321,5,17120,12143,54,0,2982,4144,148629,156,402,784,18614,48,19,43,14256,22,47,97,42,0,222,17,0,0,1,11,0
2021-12-30,3493,5108,202044,405,211050,1622,1944,72,0,4,4,6,0,26025572,25650381,6152229,15514,57643635,2790290,2707118,1393,5,17124,12147,60,0,3000,4049,165463,331,444,704,18724,46,8,69,17801,28,40,115,45,0,171,3,0,1,0,8,0
2021-12-31,2785,4742,178429,284,186240,1320,2039,71,0,5,11,10,0,26028642,25655123,6330658,15798,57829875,2791611,2709157,1464,5,17129,12158,70,0,2303,3635,145996,225,445,700,15481,35,5,20,16908,24,32,100,27,0,285,2,0,0,2,15,0
2022-01-01,537,900,40871,134,42442,156,267,40,3,1,0,1,0,26029247,25656023,6371529,15932,57872317,2791767,2709424,1504,8,17130,12158,71,0,396,568,27292,88,106,220,2630,9,11,0,10931,37,24,44,15,0,68,0,0,0,0,3,0
2022-01-02,1370,1530,93851,225,96976,540,517,51,0,4,0,1,0,26030737,25657553,6465380,16157,57969293,2792308,2709941,1555,8,17134,12158,72,0,1092,1018,73424,169,266,332,7696,47,8,17,12705,9,4,31,24,0,120,0,0,0,12,2,0
2022-01-03,2875,4176,206951,395,214397,1458,1649,134,3,24,4,1,0,26033778,25661729,6672331,16552,58183690,2793766,2711590,1689,11,17158,12162,73,0,2463,3323,174221,335,375,592,11888,45,13,13,20776,15,24,80,59,0,166,1,0,0,2,6,0
2022-01-04,2945,4283,239281,283,246792,1372,1568,153,0,18,9,2,0,26036995,25666012,6911612,16835,58430482,2795141,2713158,1842,11,17176,12171,75,0,2502,3314,207251,223,395,621,11562,40,9,26,20376,19,39,50,46,1,272,43,0,0,0,3,0
2022-01-05,2846,4347,243344,251,250788,1398,1710,193,1,18,3,1,0,26040111,25670359,7154956,17086,58681270,2796539,2714868,2035,12,17194,12174,76,0,2406,3301,206675,187,382,657,11910,41,9,47,24690,23,49,69,45,0,270,16,0,0,3,8,0
2022-01-06,3003,4875,250125,281,258284,1429,1847,166,0,21,5,2,0,26043369,25675234,7405081,17367,58939554,2797970,2716715,2201,12,17215,12179,78,0,2551,3744,211028,206,390,690,11643,28,25,42,27376,46,37,144,51,0,255,16,0,0,0,11,1
2022-01-07,2796,3677,215309,283,222065,1410,1242,205,0,22,15,0,0,26046355,25678911,7620390,17650,59161619,2799381,2717957,2406,12,17237,12194,78,0,2252,2723,174850,173,473,632,12280,56,14,40,28117,53,57,90,57,0,190,0,0,0,2,5,1
2022-01-08,1272,1303,125204,535,128314,425,325,139,0,22,1,0,0,26047733,25680214,7745594,18185,59289933,2799806,2718282,2545,12,17259,12195,78,0,895,654,92295,389,333,489,9105,32,11,14,23610,113,33,40,73,1,106,1,0,0,0,120,0
2022-01-09,979,1662,110020,287,112948,320,511,109,0,33,2,2,0,26048966,25681876,7855614,18472,59402881,2800127,2718793,2654,12,17292,12197,80,0,684,1128,79012,237,261,231,7302,21,19,10,23663,29,15,39,23,0,254,1,0,0,0,19,0
2022-01-10,2197,3489,222011,378,228075,812,1392,173,1,29,3,5,0,26051383,25685365,8077625,18850,59630956,2800939,2720185,2827,13,17321,12200,85,0,1732,2694,165159,203,415,476,12925,128,6,26,43826,47,43,71,57,0,220,15,0,1,2,29,0
2022-01-11,2226,3340,252568,359,258493,906,1319,176,1,26,3,0,0,26053689,25688705,8330193,19209,59889449,2801845,2721504,3003,14,17347,12203,85,0,1822,2696,194422,269,349,464,11540,37,17,32,46557,53,38,65,40,0,80,5,0,0,3,4,0
2022-01-12,2097,3460,255356,254,261167,781,1395,238,0,12,5,4,0,26055976,25692165,8585549,19463,60150616,2802628,2722899,3241,14,17359,12208,89,0,1695,2683,195295,186,353,489,12302,25,22,18,47636,41,27,76,33,0,190,84,2,0,4,6,0
2022-01-13,2244,3648,266216,347,272455,859,1439,254,1,13,5,3,0,26058336,25695813,8851765,19810,60423071,2803495,2724338,3495,15,17372,12213,92,0,1890,2970,205562,279,301,445,11866,23,27,29,48647,45,25,82,21,0,116,94,0,1,6,26,0
2022-01-14,1813,2376,235857,375,240421,779,844,271,1,28,1,3,0,26060240,25698189,9087622,20185,60663492,2804278,2725182,3766,16,17400,12214,95,0,1516,1786,172779,265,251,426,12452,45,30,36,50235,62,15,37,39,0,91,351,2,1,0,1,1
2022-01-15,1038,959,168088,372,170457,373,275,224,2,9,1,3,0,26061502,25699148,9255710,20557,60833949,2804652,2725457,3990,18,17409,12215,98,0,801,504,101861,325,208,203,8102,16,19,12,58104,31,10,16,19,0,224,2,0,0,0,0,0
2022-01-16,898,914,147841,357,150010,314,329,194,0,17,1,0,0,26062446,25700062,9403551,20914,60983959,2804966,2725786,4184,18,17426,12216,98,0,706,635,82847,289,153,203,6814,15,26,12,58141,53,13,18,24,0,46,1,0,0,0,14,0
2022-01-17,2009,3315,242389,453,248166,784,1415,452,1,17,1,1,0,26064605,25703377,9645940,21367,61232125,2805751,2727201,4636,19,17443,12217,99,0,1656,2703,167301,285,291,390,10487,26,24,14,64537,141,34,54,29,0,150,17,0,4,4,18,1
2022-01-18,1083,1553,130579,396,133611,348,630,492,5,12,3,2,0,26065743,25704930,9776519,21763,61365736,2806101,2727831,5128,24,17455,12220,101,0,827,1167,88741,330,219,271,6271,26,17,7,35476,39,17,43,21,0,55,55,0,3,10,15,1
2022-01-19,2043,4695,266851,234,273823,739,1997,466,1,15,7,8,0,26068188,25709625,10043370,21997,61639559,2806846,2729828,5594,25,17470,12227,109,0,1727,3818,192195,184,259,394,10457,20,34,33,63762,29,23,48,39,0,402,301,1,0,0,97,0
2022-01-20,1825,3621,247672,319,253437,717,1634,281,2,15,3,3,0,26070159,25713246,10291042,22316,61892996,2807564,2731462,5875,27,17485,12230,112,0,1613,3038,182755,233,175,352,8539,35,26,33,56227,51,10,48,18,0,146,25,0,1,4,108,0
2022-01-21,1567,2947,196888,850,202252,571,1605,256,0,33,3,6,0,26071810,25716193,10487930,23166,62095248,2808135,2733067,6131,27,17518,12233,118,0,1338,2534,142589,625,210,309,6365,25,12,7,47567,200,7,13,13,0,84,285,0,0,0,69,0
2022-01-22,1061,805,158408,660,160934,347,279,282,2,13,0,2,0,26072932,25716998,10646338,23826,62256182,2808482,2733346,6413,29,17531,12233,120,0,817,506,103443,450,208,185,6102,43,26,13,48788,167,10,40,24,0,61,40,0,0,0,11,0
2022-01-23,827,1116,132086,335,134364,199,495,244,0,9,5,1,0,26073856,25718114,10778424,24161,62390546,2808681,2733841,6657,29,17540,12238,121,0,654,794,81648,235,148,199,4553,12,18,17,45862,87,7,9,6,0,97,3,1,0,0,14,0
2022-01-24,1927,2976,202846,448,208197,563,1423,334,2,7,12,6,0,26076017,25721090,10981270,24609,62598743,2809244,2735264,6991,31,17547,12250,127,0,1663,2357,152464,370,221,333,8605,34,26,14,41693,44,17,28,30,0,234,35,0,0,10,19,0
2022-01-25,2203,2901,213393,276,218773,664,1342,344,0,18,15,5,0,26078298,25723991,11194663,24885,62817516,2809910,2736606,7335,31,17565,12265,132,0,1964,2362,160243,218,197,409,8194,21,25,25,44899,34,17,27,19,0,78,25,3,0,0,13,0
2022-01-26,1717,2669,208696,243,213325,554,1236,283,1,19,13,3,0,26080141,25726660,11403359,25128,63030841,2810464,2737842,7618,32,17584,12278,135,0,1478,2101,155664,177,202,370,8334,28,27,26,44626,38,10,44,18,0,126,36,0,0,2,18,0
2022-01-27,1719,2887,204882,332,209820,579,1323,322,2,7,17,5,0,26082037,25729547,11608241,25460,63240661,2811046,2739165,7940,34,17591,12295,140,0,1491,2309,152244,256,195,353,7489,32,28,11,45055,43,5,37,12,0,177,70,1,0,0,12,0
2022-01-28,1698,2772,178587,410,183467,636,1300,394,3,17,11,4,0,26083888,25732319,11786828,25870,63424128,2811682,2740465,8334,37,17608,12306,144,0,1449,2039,128322,300,214,493,8198,25,26,42,41746,84,9,41,19,0,153,249,1,0,4,53,0
2022-01-29,764,1006,98798,196,100764,282,388,198,0,14,12,3,0,26084701,25733325,11885626,26066,63524892,2811964,2740853,8532,37,17622,12318,147,0,587,613,66002,132,159,282,4853,17,8,12,27666,46,9,50,12,0,49,258,1,1,0,7,0
2022-01-30,528,858,81482,191,83059,138,300,165,0,3,6,7,0,26085285,25734183,11967108,26257,63607951,2812102,2741153,8697,37,17625,12324,154,0,405,575,53244,126,93,208,3547,11,22,11,24672,54,8,8,4,0,56,3,0,0,0,12,0
2022-01-31,1011,1774,95943,298,99026,281,697,164,0,5,7,2,0,26086349,25735957,12063051,26555,63706977,2812383,2741850,8861,37,17630,12331,156,0,845,1389,71879,242,131,294,6122,28,20,11,17884,28,15,27,4,0,53,47,0,0,0,7,0
2022-02-01,224,352,28741,70,29387,43,110,41,0,0,2,0,0,26086606,25736309,12091792,26625,63736364,2812426,2741960,8902,37,17630,12333,156,0,194,206,20743,56,27,95,807,4,3,3,7174,10,0,14,12,0,33,0,0,0,1,5,0
2022-02-02,277,505,29858,79,30719,45,117,63,0,13,2,0,0,26086963,25736814,12121650,26704,63767083,2812471,2742077,8965,37,17643,12335,156,0,197,285,21501,51,60,112,1505,10,15,4,6830,18,5,24,2,0,80,5,0,0,0,15,0
2022-02-03,2564,2834,98256,261,103915,396,1159,221,0,1255,12,7,0,26089639,25739648,12219906,26965,63870998,2812871,2743236,9186,37,18898,12347,163,0,2386,2321,74534,206,143,359,7362,23,20,13,16308,32,15,28,2,0,112,43,0,0,1,7,0
2022-02-04,2787,1920,87908,210,92825,395,827,284,0,1559,24,3,0,26092466,25741568,12307814,27175,63963823,2813266,2744063,9470,37,20457,12371,166,0,2571,1576,68475,171,197,277,7127,25,11,9,12297,14,8,18,4,0,40,2,0,0,0,3,0
2022-02-05,16036,903,58421,156,75516,1127,305,166,0,14132,6,4,0,26108590,25742471,12366235,27331,64039339,2814393,2744368,9636,37,34589,12377,170,0,15859,568,45709,121,148,225,4406,11,12,5,8271,24,3,16,9,0,88,22,0,14,1,4,0
2022-02-06,16589,851,53494,113,71047,1114,339,137,0,14819,8,1,0,26125238,25743322,12419729,27444,64110386,2815507,2744707,9773,37,49408,12385,171,0,16449,624,41760,82,89,137,3484,12,46,15,8234,19,5,14,8,0,59,3,0,0,2,5,0
2022-02-07,9772,2463,111380,339,123954,924,881,304,0,7716,26,4,0,26135110,25745785,12531109,27783,64234340,2816431,2745588,10077,37,57124,12411,175,0,9453,1917,89939,307,287,392,6771,20,18,11,14479,12,14,30,7,0,100,173,0,0,13,11,0
2022-02-08,11265,1707,144790,358,158120,1091,595,508,2,8866,13,8,0,26146465,25747492,12675899,28141,64392460,2817523,2746183,10585,39,65990,12424,183,0,10936,1326,116814,298,302,265,10845,38,14,17,17079,21,13,9,22,0,90,22,0,0,0,8,1
2022-02-09,14675,2307,153752,380,171114,1491,866,647,1,11944,22,8,0,26161326,25749799,12829651,28521,64563574,2819016,2747049,11232,40,77934,12446,191,0,14356,1771,124538,295,280,313,14353,56,24,15,14783,26,15,19,25,0,186,45,3,0,3,8,0
2022-02-10,18977,2050,157325,364,178716,1592,707,689,1,16056,14,9,0,26180449,25751849,12986976,28885,64742290,2820609,2747756,11921,41,93990,12460,200,0,18638,1590,128676,310,308,283,15126,37,17,15,13448,17,14,16,29,0,146,38,0,0,0,8,0
2022-02-11,21491,1828,141626,371,165316,1832,602,822,3,18220,18,7,0,26202072,25753677,13128602,29256,64907606,2822441,2748358,12743,44,112210,12478,207,0,20942,1406,116468,287,518,270,13407,44,13,11,11189,21,14,9,24,0,132,521,19,4,0,17,0
2022-02-12,40426,882,106258,310,147876,2543,261,632,5,36852,12,6,0,26242605,25754559,13234860,29566,65055482,2824986,2748619,13375,49,149062,12490,213,0,40124,548,88590,235,271,207,9225,28,24,7,8377,47,6,13,24,0,107,35,0,1,0,7,0
2022-02-13,36035,853,84360,249,121497,2101,241,463,1,33176,7,7,0,26278742,25755412,13319220,29815,65176979,2827087,2748860,13838,50,182238,12497,220,0,35842,481,69195,193,176,250,6862,29,15,10,8271,27,2,10,5,0,102,19,0,0,0,8,0
2022-02-14,39772,1779,111852,321,153724,3003,530,657,3,35402,14,5,0,26318720,25757191,13431072,30136,65330703,2830091,2749390,14495,53,217640,12511,225,0,39367,1243,92533,260,378,291,12146,37,15,11,7129,22,12,27,24,0,206,12,2,0,1,8,0
2022-02-15,43444,1992,112877,271,158584,3196,596,646,1,38835,21,11,0,26362408,25759183,13543949,30407,65489287,2833288,2749986,15141,54,256475,12532,236,0,42955,1365,93899,238,456,342,11636,20,24,12,7290,13,8,28,25,0,244,22,0,1,1,5,0
2022-02-16,46287,1915,120045,290,168537,3404,616,716,5,41683,11,3,0,26409027,25761098,13663994,30697,65657824,2836693,2750602,15857,59,298158,12543,239,0,45958,1371,98987,235,297,199,13173,37,22,4,7742,16,9,9,15,0,332,111,2,1,0,17,0
2022-02-17,55291,1856,120400,268,177815,3856,562,756,5,50026,6,4,0,26464397,25762954,13784394,30965,65835639,2840549,2751164,16613,64,348184,12549,243,0,54852,1369,99378,222,402,374,12786,34,35,14,8051,11,2,14,11,0,79,167,1,0,6,7,0
2022-02-18,44833,1793,116275,323,163224,3074,618,721,1,40456,24,5,0,26509396,25764747,13900669,31288,65998863,2843623,2751782,17334,65,388648,12573,248,0,44373,1350,94680,259,408,243,13020,35,32,12,8446,29,20,21,16,0,166,107,0,0,1,6,0
2022-02-19,74235,758,79513,215,154721,4127,267,500,0,69107,34,33,0,26583703,25765505,13980182,31503,66153584,2847750,2752049,17834,65,457773,12607,281,0,73912,503,63824,169,299,162,9342,33,13,7,6285,13,11,14,21,0,72,38,0,0,0,3,0
2022-02-20,62073,572,68060,190,130895,3895,166,308,1,56992,5,6,0,26645852,25766077,14048242,31693,66284479,2851646,2752215,18142,66,514765,12612,287,0,61884,392,53924,142,165,90,7330,28,22,10,6788,20,2,4,8,0,76,2,0,0,0,8,0
2022-02-21,53947,1221,86100,210,141478,3821,347,583,2,48923,14,3,0,26699867,25767298,14134342,31903,66425957,2855468,2752562,18725,68,563688,12626,290,0,53630,951,69080,175,273,178,10347,26,39,17,6468,9,5,7,11,0,68,56,0,0,0,138,0
2022-02-22,53404,756,97997,313,152470,3567,201,592,5,48592,4,4,0,26753330,25768054,14232339,32216,66578427,2859036,2752763,19317,73,612280,12630,294,0,53036,576,80122,264,308,101,10719,34,45,15,7073,13,13,4,10,0,59,37,1,2,1,36,1
2022-02-23,49568,658,97199,268,147693,3236,151,577,0,45251,12,5,0,26802946,25768712,14329538,32484,66726120,2862272,2752914,19894,73,657531,12642,299,0,49240,466,80547,221,306,132,10133,30,16,9,6415,15,6,3,18,1,48,79,1,0,0,7,0
2022-02-24,49054,1141,90745,267,141207,3403,300,572,2,44570,10,9,0,26852096,25769853,14420283,32751,66867327,2865682,2753214,20466,75,702101,12652,308,0,48747,840,75882,210,276,173,9420,35,12,13,5147,18,16,17,18,0,96,274,4,3,2,4,0
2022-02-25,45784,1176,88672,381,136013,3032,349,531,6,41603,65,5,0,26897944,25771029,14508955,33132,67003340,2868714,2753563,20997,81,743704,12717,313,0,45472,906,73449,350,275,191,9854,22,32,9,5251,9,5,6,12,0,64,104,0,0,0,2,0
2022-02-26,56284,936,64650,168,122038,3041,312,415,2,52526,63,6,0,26954429,25771965,14573605,33300,67125378,2871755,2753875,21412,83,796230,12780,319,0,56099,583,53010,129,172,144,6738,26,7,3,4877,11,5,4,22,2,201,3,0,1,1,0,0
2022-02-27,42834,854,59992,132,103812,2339,230,296,1,39681,34,9,0,26997466,25772819,14633597,33432,67229190,2874094,2754105,21708,84,835911,12814,328,0,42693,511,49264,111,133,120,6194,16,7,10,4497,5,1,10,32,0,203,2,0,0,0,3,0
2022-02-28,35282,1489,82748,269,119788,2505,538,553,0,31711,49,7,0,27032828,25774308,14716345,33701,67348978,2876600,2754643,22261,84,867622,12863,335,0,34985,1108,70059,223,280,284,8173,30,4,10,4437,15,9,7,26,0,80,29,0,4,0,24,1
2022-03-01,27270,1451,75728,307,104756,1785,504,475,2,24460,41,9,0,27060131,25775759,14792073,34008,67453734,2878385,2755147,22736,86,892082,12904,344,0,27009,1157,66361,281,236,237,5515,13,9,9,3797,11,13,15,19,0,33,34,1,3,0,2,1
