date,state,district,partial_malay,full_malay,booster_malay,partial_chinese,full_chinese,booster_chinese,partial_indian,full_indian,booster_indian,partial_bumi,full_bumi,booster_bumi,partial_other,full_other,booster_other,partial_missing,full_missing,booster_missing
2021-03-16,Terengganu,Kuala Terengganu,384,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-03-16,Terengganu,Marang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,Terengganu,Setiu,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,W.P. Kuala Lumpur,Kuala Lumpur,1651,0,0,95,0,0,94,0,0,99,0,0,7,0,0,4,0,0
2021-03-16,W.P. Labuan,Labuan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,W.P. Putrajaya,Putrajaya,186,0,0,12,0,0,19,0,0,1,0,0,0,0,0,0,0,0
2021-03-17,Johor,Batu Pahat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Johor,Johor Bahru,479,0,0,100,4,0,39,2,0,30,27,0,3,2,0,1,0,0
2021-03-17,Johor,Kluang,119,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0
2021-03-17,Johor,Kota Tinggi,42,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
2021-03-17,Johor,Kulai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Johor,Mersing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Johor,Muar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Johor,Pontian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Johor,Segamat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Johor,Tangkak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Baling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Bandar Baharu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Kota Setar,498,0,0,21,0,0,24,0,0,37,0,0,6,0,0,1,0,0
2021-03-17,Kedah,Kuala Muda,485,0,0,48,0,0,42,0,0,4,0,0,1,0,0,0,0,0
2021-03-17,Kedah,Kubang Pasu,76,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Kulim,64,0,0,7,0,0,6,0,0,1,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Langkawi,222,0,0,3,0,0,8,0,0,8,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Padang Terap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Pendang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Pokok Sena,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Sik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kedah,Yan,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Bachok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Gua Musang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Jeli,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Kecil Lojing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Kota Bharu,799,0,0,17,0,0,9,0,0,17,0,0,4,0,0,0,0,0
2021-03-17,Kelantan,Kuala Krai,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Machang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Pasir Mas,46,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Pasir Puteh,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Tanah Merah,196,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Kelantan,Tumpat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Melaka,Alor Gajah,245,0,0,4,0,0,15,0,0,6,0,0,0,0,0,0,0,0
2021-03-17,Melaka,Jasin,68,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0
2021-03-17,Melaka,Melaka Tengah,328,0,0,93,0,0,20,0,0,7,0,0,1,0,0,1,0,0
2021-03-17,Negeri Sembilan,Jelebu,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2021-03-17,Negeri Sembilan,Jempol,77,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0
2021-03-17,Negeri Sembilan,Kuala Pilah,104,0,0,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0
2021-03-17,Negeri Sembilan,Port Dickson,77,0,0,2,0,0,4,0,0,2,0,0,2,0,0,1,0,0
2021-03-17,Negeri Sembilan,Rembau,55,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0
2021-03-17,Negeri Sembilan,Seremban,735,0,0,77,0,0,166,0,0,8,0,0,5,0,0,0,0,0
2021-03-17,Negeri Sembilan,Tampin,75,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Bentong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Bera,169,0,0,26,0,0,7,0,0,2,0,0,0,0,0,1,0,0
2021-03-17,Pahang,Cameron Highlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Jerantut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Kuantan,301,0,0,14,0,0,11,0,0,2,0,0,2,0,0,0,0,0
2021-03-17,Pahang,Lipis,62,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Maran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Pekan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Raub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Pahang,Rompin,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2021-03-17,Pahang,Temerloh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Perak,Bagan Datuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Perak,Batang Padang,113,0,0,2,0,0,8,0,0,14,0,0,1,0,0,0,0,0
2021-03-17,Perak,Hilir Perak,226,0,0,13,0,0,12,0,0,6,0,0,1,0,0,0,0,0
2021-03-17,Perak,Hulu Perak,50,0,0,1,0,0,3,0,0,18,0,0,0,0,0,0,0,0
2021-03-17,Perak,Kampar,102,0,0,4,0,0,8,0,0,10,0,0,2,0,0,0,0,0
2021-03-17,Perak,Kerian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Perak,Kinta,978,0,0,164,0,0,185,0,0,44,0,0,10,0,0,1,0,0
2021-03-17,Perak,Kuala Kangsar,143,0,0,5,0,0,7,0,0,1,0,0,0,0,0,0,0,0
2021-03-17,Perak,Larut Dan Matang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Perak,Manjung,485,0,0,17,0,0,34,0,0,15,0,0,1,0,0,0,0,0
2021-03-17,Perak,Muallim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Perak,Perak Tengah,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Perlis,Perlis,763,0,0,18,0,0,9,0,0,2,0,0,2,0,0,0,0,0
2021-03-17,Pulau Pinang,Barat Daya,135,0,0,4,0,0,3,0,0,14,0,0,0,0,0,25,0,0
2021-03-17,Pulau Pinang,Seberang Perai Selatan,102,0,0,7,0,0,11,0,0,1,0,0,0,0,0,0,0,0
2021-03-17,Pulau Pinang,Seberang Perai Tengah,106,0,0,50,0,0,32,0,0,4,0,0,11,0,0,1,0,0
2021-03-17,Pulau Pinang,Seberang Perai Utara,252,0,0,30,0,0,17,0,0,2,0,0,1,0,0,1,0,0
2021-03-17,Pulau Pinang,Timur Laut,486,0,0,254,0,0,134,0,0,46,0,0,8,0,0,2,0,0
2021-03-17,Sabah,Beaufort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Beluran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Keningau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Kinabatangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Kota Belud,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Kota Kinabalu,41,0,0,41,0,0,15,0,0,447,0,0,4,0,0,0,0,0
2021-03-17,Sabah,Kota Marudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Kuala Penyu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Kudat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Kunak,4,0,0,0,0,0,0,0,0,71,0,0,0,0,0,3,0,0
2021-03-17,Sabah,Lahad Datu,15,0,0,7,0,0,3,0,0,85,0,0,10,0,0,0,0,0
2021-03-17,Sabah,Nabawan,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0
2021-03-17,Sabah,Papar,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2021-03-17,Sabah,Penampang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Pitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Putatan,133,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Ranau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Sandakan,40,0,0,11,0,0,7,0,0,245,0,0,31,0,0,1,0,0
2021-03-17,Sabah,Semporna,68,0,0,3,0,0,2,0,0,110,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Sipitang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Tambunan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Tawau,216,0,0,34,0,0,15,0,0,520,0,0,100,0,0,4,0,0
2021-03-17,Sabah,Telupid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Tenom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Tongod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sabah,Tuaran,7,0,0,4,0,0,1,0,0,138,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Asajaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Bau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Belaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Beluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Betong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Bintulu,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2021-03-17,Sarawak,Bukit Mabong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Dalat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Daro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Julau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Kabong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Kanowit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Kapit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Kuching,89,0,0,0,0,0,4,0,0,18,0,0,9,0,0,0,0,0
2021-03-17,Sarawak,Lawas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Limbang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Lubok Antu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Lundu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Maradong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Marudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Matu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Miri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Mukah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Pakan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Pusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Samarahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Saratok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Sarikei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Sebauh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Selangau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Serian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Sibu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Simunjan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Song,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Sri Aman,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Subis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Tanjung Manis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Tatau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Tebedu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Sarawak,Telang Usan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Selangor,Gombak,311,0,0,6,0,0,17,0,0,8,0,0,2,0,0,2,0,0
2021-03-17,Selangor,Hulu Langat,496,0,0,37,0,0,51,0,0,21,0,0,8,0,0,1,0,0
2021-03-17,Selangor,Hulu Selangor,316,0,0,5,0,0,35,0,0,35,0,0,5,0,0,0,0,0
2021-03-17,Selangor,Klang,561,0,0,63,0,0,203,0,0,20,0,0,8,0,0,0,0,0
2021-03-17,Selangor,Kuala Langat,195,0,0,19,0,0,20,0,0,6,0,0,0,0,0,0,0,0
2021-03-17,Selangor,Kuala Selangor,116,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Selangor,Petaling,559,0,0,136,0,0,147,0,0,22,0,0,10,0,0,0,0,0
2021-03-17,Selangor,Sabak Bernam,51,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Selangor,Sepang,323,0,0,22,0,0,38,0,0,19,0,0,1,0,0,2,0,0
2021-03-17,Terengganu,Besut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Dungun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Hulu Terengganu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Kemaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Kuala Nerus,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Kuala Terengganu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Marang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,Terengganu,Setiu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,W.P. Kuala Lumpur,Kuala Lumpur,1614,4,0,56,1,0,80,0,0,75,0,0,8,0,0,2,1,0
2021-03-17,W.P. Labuan,Labuan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,W.P. Putrajaya,Putrajaya,200,13,0,3,1,0,7,2,0,0,1,0,0,0,0,0,2,0
2021-03-18,Johor,Batu Pahat,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,0
2021-03-18,Johor,Johor Bahru,439,0,0,88,0,0,44,0,0,25,0,0,5,0,0,6,0,0
2021-03-18,Johor,Kluang,337,0,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0
2021-03-18,Johor,Kota Tinggi,40,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0
2021-03-18,Johor,Kulai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Johor,Mersing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Johor,Muar,172,0,0,23,0,0,4,0,0,2,30,0,0,0,0,2,0,0
2021-03-18,Johor,Pontian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Johor,Segamat,91,0,0,43,0,0,15,0,0,0,0,0,0,0,0,1,0,0
2021-03-18,Johor,Tangkak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Baling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Bandar Baharu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Kota Setar,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Kuala Muda,217,0,0,16,0,0,21,0,0,4,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Kubang Pasu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Kulim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Langkawi,176,0,0,3,0,0,5,0,0,8,0,0,1,0,0,0,0,0
2021-03-18,Kedah,Padang Terap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Pendang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Pokok Sena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Sik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kedah,Yan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Bachok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Gua Musang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Jeli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Kecil Lojing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Kota Bharu,548,0,0,22,0,0,13,0,0,2,0,0,3,0,0,0,0,0
2021-03-18,Kelantan,Kuala Krai,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Machang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Pasir Mas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Pasir Puteh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Tanah Merah,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-18,Kelantan,Tumpat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Melaka,Alor Gajah,243,0,0,4,0,0,8,0,0,3,0,0,0,0,0,0,0,0
2021-03-18,Melaka,Jasin,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-18,Melaka,Melaka Tengah,259,0,0,29,0,0,17,0,0,7,28,0,1,2,0,0,0,0
2021-03-18,Negeri Sembilan,Jelebu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Negeri Sembilan,Jempol,93,0,0,3,0,0,5,0,0,2,0,0,0,0,0,0,0,0
2021-03-18,Negeri Sembilan,Kuala Pilah,38,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0
2021-03-18,Negeri Sembilan,Port Dickson,89,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0
2021-03-18,Negeri Sembilan,Rembau,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Negeri Sembilan,Seremban,502,0,0,38,0,0,150,0,0,7,0,0,11,0,0,1,0,0
2021-03-18,Negeri Sembilan,Tampin,82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Bentong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Bera,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Cameron Highlands,48,0,0,4,0,0,4,0,0,7,0,0,0,0,0,1,0,0
2021-03-18,Pahang,Jerantut,18,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2021-03-18,Pahang,Kuantan,446,25,0,2,0,0,9,1,0,4,9,0,1,0,0,0,19,0
2021-03-18,Pahang,Lipis,0,0,0,0,1,0,0,5,0,0,18,0,0,0,0,0,0,0
2021-03-18,Pahang,Maran,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Pekan,236,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Raub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Rompin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Pahang,Temerloh,85,13,0,1,1,0,1,0,0,2,16,0,0,1,0,0,5,0
2021-03-18,Perak,Bagan Datuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Perak,Batang Padang,15,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
2021-03-18,Perak,Hilir Perak,140,0,0,1,0,0,11,0,0,5,0,0,1,0,0,0,0,0
2021-03-18,Perak,Hulu Perak,76,0,0,5,0,0,5,0,0,9,0,0,1,0,0,0,0,0
2021-03-18,Perak,Kampar,52,0,0,20,0,0,8,0,0,0,0,0,3,0,0,0,0,0
2021-03-18,Perak,Kerian,157,0,0,15,0,0,9,0,0,2,0,0,0,0,0,0,0,0
2021-03-18,Perak,Kinta,1017,0,0,81,3,0,126,11,0,61,158,0,7,1,0,0,0,0
2021-03-18,Perak,Kuala Kangsar,116,0,0,1,0,0,8,0,0,7,0,0,0,0,0,0,0,0
2021-03-18,Perak,Larut Dan Matang,288,0,0,18,0,0,25,0,0,4,0,0,1,0,0,0,0,0
2021-03-18,Perak,Manjung,454,0,0,37,0,0,42,0,0,11,0,0,5,0,0,0,0,0
2021-03-18,Perak,Muallim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Perak,Perak Tengah,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Perlis,Perlis,695,0,0,10,0,0,7,0,0,4,1,0,6,0,0,1,0,0
2021-03-18,Pulau Pinang,Barat Daya,175,0,0,4,0,0,10,0,0,5,0,0,1,0,0,0,0,0
2021-03-18,Pulau Pinang,Seberang Perai Selatan,117,0,0,24,0,0,16,0,0,1,0,0,0,0,0,0,0,0
2021-03-18,Pulau Pinang,Seberang Perai Tengah,86,0,0,55,0,0,31,0,0,3,0,0,1,0,0,0,0,0
2021-03-18,Pulau Pinang,Seberang Perai Utara,268,0,0,6,0,0,11,0,0,2,0,0,1,0,0,0,0,0
2021-03-18,Pulau Pinang,Timur Laut,166,0,0,267,0,0,118,0,0,71,0,0,15,0,0,1,0,0
2021-03-18,Sabah,Beaufort,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Beluran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Keningau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Kinabatangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Kota Belud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Kota Kinabalu,38,0,0,22,0,0,3,0,0,379,0,0,7,0,0,0,0,0
2021-03-18,Sabah,Kota Marudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Kuala Penyu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Kudat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Kunak,4,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3,0,0
2021-03-18,Sabah,Lahad Datu,0,0,0,1,0,0,0,0,0,10,0,0,4,0,0,0,0,0
2021-03-18,Sabah,Nabawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Papar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Penampang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Pitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,Sabah,Putatan,54,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0
