date,state,beds,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,pkrc_covid,pkrc_pui,pkrc_noncovid
2020-03-28,Kelantan,147,0,0,0,0,0,0,0,53,0
2020-03-28,Perlis,54,0,0,0,0,0,0,8,3,0
2020-03-28,Pulau Pinang,58,0,0,0,0,0,0,13,0,0
2020-03-28,Sarawak,74,0,0,0,0,0,0,22,0,0
2020-03-28,Selangor,1452,0,12,12,0,5,5,145,0,8
2020-03-28,W.P. Labuan,97,0,1,1,1,0,1,6,8,0
2020-03-29,Kelantan,147,0,0,0,0,0,0,0,36,0
2020-03-29,Perlis,54,1,0,1,2,0,2,8,2,0
2020-03-29,Pulau Pinang,58,0,0,0,0,0,0,11,0,0
2020-03-29,Sarawak,74,0,0,0,0,0,0,29,0,0
2020-03-29,Selangor,1452,0,36,36,0,4,4,196,0,2
2020-03-29,W.P. Labuan,97,18,5,23,4,2,6,8,21,0
2020-03-30,Kelantan,147,0,2,2,2,1,3,17,39,0
2020-03-30,Perlis,54,0,0,0,1,7,8,1,3,0
2020-03-30,Pulau Pinang,58,0,0,0,0,0,0,9,0,0
2020-03-30,Sarawak,74,0,1,1,0,0,0,34,0,0
2020-03-30,Selangor,1452,0,19,19,0,18,18,209,0,10
2020-03-30,W.P. Labuan,97,35,0,35,0,0,0,8,56,0
2020-03-31,Kelantan,147,8,4,12,1,3,4,18,46,0
2020-03-31,Perak,327,0,0,0,0,0,0,182,0,0
2020-03-31,Perlis,54,1,1,2,1,0,1,2,5,0
2020-03-31,Pulau Pinang,58,0,0,0,0,0,0,6,0,0
2020-03-31,Sarawak,74,0,0,0,0,0,0,39,0,0
2020-03-31,Selangor,1452,0,29,29,0,18,18,209,0,14
2020-03-31,W.P. Labuan,97,1,0,1,47,0,47,15,7,0
2020-04-01,Kelantan,147,0,4,4,8,1,9,21,38,0
2020-04-01,Perak,327,0,0,0,0,0,0,187,0,0
2020-04-01,Perlis,54,0,0,0,0,0,0,2,5,0
2020-04-01,Pulau Pinang,58,0,0,0,0,0,0,7,0,0
2020-04-01,Sarawak,102,1,0,1,0,0,0,50,20,19
2020-04-01,Selangor,1452,0,25,25,0,24,24,237,0,3
2020-04-01,W.P. Labuan,97,0,0,0,0,0,0,8,7,0
2020-04-02,Johor,80,0,8,8,0,0,0,8,0,0
2020-04-02,Kelantan,147,0,0,0,32,7,39,14,6,0
2020-04-02,Perak,327,0,0,0,0,0,0,200,0,0
2020-04-02,Perlis,54,0,0,0,4,0,4,2,1,0
2020-04-02,Pulau Pinang,58,0,0,0,0,0,0,7,0,0
2020-04-02,Sarawak,109,0,0,0,7,0,7,63,15,82
2020-04-02,Selangor,1452,0,32,32,0,47,47,223,0,1
2020-04-02,W.P. Labuan,97,2,0,2,1,0,1,8,8,0
2020-04-03,Johor,80,0,6,6,0,2,2,12,0,0
2020-04-03,Kelantan,147,0,2,2,19,3,22,13,6,0
2020-04-03,Perak,327,0,0,0,0,0,0,112,0,0
2020-04-03,Perlis,54,0,0,0,0,0,0,2,1,0
2020-04-03,Pulau Pinang,58,0,0,0,0,0,0,7,0,0
2020-04-03,Sarawak,109,2,1,3,0,0,0,72,17,72
2020-04-03,Selangor,1452,0,60,60,1,37,38,248,0,0
2020-04-03,W.P. Labuan,97,0,0,0,0,0,0,8,8,0
2020-04-04,Johor,80,0,4,4,0,2,2,14,0,0
2020-04-04,Kelantan,147,0,1,1,19,7,26,7,6,0
2020-04-04,Negeri Sembilan,50,0,7,7,0,0,0,0,0,0
2020-04-04,Perak,287,0,0,0,0,0,0,121,0,0
2020-04-04,Perlis,54,0,0,0,0,0,0,2,1,0
2020-04-04,Pulau Pinang,58,0,0,0,0,0,0,7,0,0
2020-04-04,Sarawak,149,4,0,4,6,1,7,96,13,75
2020-04-04,Selangor,1452,0,48,48,0,7,7,299,0,0
2020-04-04,W.P. Labuan,97,0,1,1,1,0,1,9,7,0
2020-04-05,Johor,80,0,4,4,0,1,1,0,17,0
2020-04-05,Kelantan,147,5,0,5,19,0,19,18,11,0
2020-04-05,Negeri Sembilan,56,0,4,4,0,0,0,11,0,0
2020-04-05,Perak,306,0,0,0,0,0,0,117,0,0
2020-04-05,Perlis,54,0,0,0,1,0,1,2,0,2
2020-04-05,Pulau Pinang,58,0,0,0,0,0,0,6,0,0
2020-04-05,Sarawak,149,2,0,2,9,0,9,99,12,65
2020-04-05,Selangor,1452,0,33,33,0,62,62,269,0,0
2020-04-05,W.P. Labuan,97,0,0,0,0,0,0,9,7,0
2020-04-06,Johor,80,0,0,0,0,0,0,14,0,0
2020-04-06,Kelantan,147,2,9,11,2,6,8,10,11,0
2020-04-06,Negeri Sembilan,56,0,2,2,0,9,9,11,0,0
2020-04-06,Perlis,54,1,0,1,0,0,0,2,1,0
2020-04-06,Pulau Pinang,58,0,0,0,0,0,0,6,0,0
2020-04-06,Sarawak,149,1,0,1,1,0,1,106,12,61
2020-04-06,Selangor,1452,0,34,34,0,16,16,305,0,0
2020-04-06,W.P. Labuan,97,5,1,6,0,0,0,10,12,0
2020-04-07,Johor,80,0,0,0,0,0,0,12,0,0
2020-04-07,Kelantan,140,3,0,3,0,0,0,10,14,0
2020-04-07,Negeri Sembilan,56,0,0,0,0,4,4,5,0,0
2020-04-07,Perlis,54,0,0,0,0,1,1,1,1,0
2020-04-07,Sabah,72,0,0,0,0,0,0,39,10,0
2020-04-07,Sarawak,188,0,0,0,0,0,0,116,0,0
2020-04-07,Selangor,1452,0,61,61,0,64,64,307,0,0
2020-04-07,W.P. Labuan,87,13,0,13,0,0,0,10,25,0
2020-04-08,Johor,80,0,0,0,0,0,0,14,0,0
2020-04-08,Kelantan,117,2,2,4,0,1,1,11,16,0
2020-04-08,Melaka,45,0,8,8,0,0,0,8,0,0
2020-04-08,Negeri Sembilan,56,0,0,0,0,3,3,2,0,0
2020-04-08,Perlis,54,0,0,0,0,0,0,1,1,0
2020-04-08,Pulau Pinang,58,0,0,0,0,0,0,4,0,0
2020-04-08,Sabah,72,0,2,2,2,0,2,41,8,0
2020-04-08,Sarawak,667,1,0,1,2,0,2,131,8,75
2020-04-08,Selangor,1452,0,46,46,0,27,27,345,0,0
2020-04-08,W.P. Labuan,87,2,1,3,16,0,16,11,11,0
2020-04-09,Johor,80,0,0,0,0,0,0,9,0,0
2020-04-09,Kelantan,117,0,0,0,3,3,6,8,13,0
2020-04-09,Melaka,45,0,7,7,0,0,0,15,0,0
2020-04-09,Negeri Sembilan,56,0,10,10,0,0,0,12,0,0
2020-04-09,Pahang,66,0,16,16,0,0,0,36,15,0
2020-04-09,Perlis,54,0,0,0,0,0,0,1,2,0
2020-04-09,Pulau Pinang,58,0,0,0,0,0,0,3,0,0
2020-04-09,Sabah,72,2,3,5,0,0,0,44,10,0
2020-04-09,Sarawak,666,2,0,2,0,0,0,141,10,73
2020-04-09,Selangor,1452,24,32,56,0,57,57,341,22,0
2020-04-09,W.P. Labuan,87,0,0,0,3,3,6,8,8,0
2020-04-10,Johor,80,0,0,0,0,0,0,13,0,0
2020-04-10,Kelantan,117,1,0,1,2,4,6,4,12,0
2020-04-10,Melaka,45,0,3,3,0,1,1,17,0,0
2020-04-10,Negeri Sembilan,56,0,2,2,0,3,3,11,0,0
2020-04-10,Pahang,66,3,1,4,17,3,20,28,7,0
2020-04-10,Perlis,54,0,0,0,2,1,3,0,0,0
2020-04-10,Pulau Pinang,58,0,0,0,0,0,0,3,0,0
2020-04-10,Sabah,74,4,0,4,2,0,2,44,12,0
2020-04-10,Sarawak,666,2,0,2,1,0,1,147,11,69
2020-04-10,Selangor,1452,25,29,54,0,57,57,346,33,0
2020-04-10,W.P. Labuan,97,1,0,1,0,0,0,8,9,0
2020-04-11,Johor,80,0,0,0,0,0,0,18,0,0
2020-04-11,Kelantan,117,1,1,2,0,2,2,3,13,0
2020-04-11,Melaka,45,0,9,9,0,0,0,26,0,0
2020-04-11,Negeri Sembilan,56,0,0,0,0,2,2,9,0,0
2020-04-11,Pahang,66,0,6,6,0,2,2,32,7,0
2020-04-11,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-11,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-11,Sabah,74,0,0,0,2,0,2,44,10,0
2020-04-11,Sarawak,666,1,0,1,0,0,0,157,12,64
2020-04-11,Selangor,1502,0,87,87,0,31,31,425,31,0
2020-04-11,W.P. Labuan,97,3,2,5,5,8,13,5,7,0
2020-04-12,Johor,80,0,0,0,0,1,1,17,0,0
2020-04-12,Kelantan,117,0,0,0,0,1,1,2,13,0
2020-04-12,Melaka,45,0,6,6,0,2,2,30,0,0
2020-04-12,Negeri Sembilan,56,0,3,3,0,0,0,12,0,0
2020-04-12,Pahang,66,1,0,1,3,4,7,28,5,0
2020-04-12,Perlis,54,1,0,1,0,0,0,0,1,0
2020-04-12,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-12,Sabah,135,2,15,17,0,0,0,60,12,0
2020-04-12,Sarawak,666,2,0,2,4,0,4,168,11,68
2020-04-12,Selangor,1502,0,63,63,9,47,56,466,25,0
2020-04-12,W.P. Labuan,97,1,0,1,0,0,0,5,8,0
2020-04-13,Johor,80,0,0,0,0,0,0,17,0,0
2020-04-13,Kelantan,117,0,0,0,3,0,3,2,10,0
2020-04-13,Melaka,45,0,1,1,0,3,3,28,0,0
2020-04-13,Negeri Sembilan,56,0,0,0,0,1,1,11,0,0
2020-04-13,Pahang,66,0,1,1,0,8,8,21,5,0
2020-04-13,Perlis,54,1,0,1,0,0,0,0,2,0
2020-04-13,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-13,Sabah,135,0,1,1,0,12,12,49,12,0
2020-04-13,Sarawak,666,1,0,1,1,0,1,180,11,64
2020-04-13,Selangor,1502,23,31,54,24,49,73,437,44,0
2020-04-13,W.P. Labuan,97,5,0,5,4,0,4,5,9,0
2020-04-14,Johor,80,0,0,0,0,0,0,17,0,0
2020-04-14,Kelantan,117,0,0,0,1,0,1,2,9,0
2020-04-14,Melaka,45,0,1,1,0,4,4,24,0,0
2020-04-14,Negeri Sembilan,56,0,6,6,0,1,1,16,0,0
2020-04-14,Pahang,66,0,1,1,2,2,4,20,3,0
2020-04-14,Perlis,54,0,0,0,0,0,0,0,2,0
2020-04-14,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-14,Sabah,148,0,6,6,0,0,0,55,12,0
2020-04-14,Sarawak,666,3,0,3,2,0,2,187,11,65
2020-04-14,Selangor,1502,1,20,21,5,45,50,423,69,0
2020-04-14,W.P. Labuan,97,2,0,2,3,0,3,5,8,0
2020-04-15,Johor,80,1,3,4,0,0,0,20,1,0
2020-04-15,Kelantan,117,0,2,2,4,0,4,4,8,0
2020-04-15,Melaka,45,0,0,0,0,0,0,23,0,0
2020-04-15,Negeri Sembilan,56,0,0,0,0,3,3,13,0,0
2020-04-15,Pahang,66,0,6,6,0,3,3,23,3,0
2020-04-15,Perlis,54,0,0,0,0,0,0,0,2,0
2020-04-15,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-15,Sabah,148,0,1,1,7,10,17,46,5,0
2020-04-15,Sarawak,666,1,0,1,2,0,2,191,10,63
2020-04-15,Selangor,1502,1,37,38,21,60,81,424,37,0
2020-04-15,W.P. Labuan,92,0,0,0,1,1,2,4,7,0
2020-04-16,Johor,80,0,0,0,0,0,0,21,1,0
2020-04-16,Kelantan,117,14,0,14,0,0,0,4,22,0
2020-04-16,Melaka,45,0,0,0,0,0,0,20,0,0
2020-04-16,Negeri Sembilan,56,0,6,6,0,2,2,17,0,0
2020-04-16,Pahang,66,0,9,9,0,4,4,28,3,0
2020-04-16,Perlis,54,0,0,0,2,0,2,0,0,0
2020-04-16,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-16,Sabah,148,0,0,0,0,9,9,37,5,0
2020-04-16,Sarawak,666,1,0,1,0,0,0,203,11,66
2020-04-16,Selangor,1530,0,48,48,10,92,102,391,26,26
2020-04-16,W.P. Labuan,78,1,0,1,0,0,0,4,8,0
2020-04-17,Johor,80,0,12,12,0,0,0,32,1,0
2020-04-17,Kelantan,117,0,1,1,6,1,7,4,16,0
2020-04-17,Melaka,45,0,4,4,0,0,0,22,0,0
2020-04-17,Negeri Sembilan,56,0,3,3,0,1,1,19,0,0
2020-04-17,Pahang,120,3,32,35,0,15,15,45,6,50
2020-04-17,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-17,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-17,Sabah,148,0,2,2,0,5,5,34,5,0
2020-04-17,Sarawak,666,3,0,3,1,0,1,203,13,76
2020-04-17,Selangor,1530,1,16,17,0,71,71,357,15,0
2020-04-17,W.P. Labuan,70,16,2,18,4,2,6,4,20,0
2020-04-18,Johor,80,0,4,4,1,0,1,36,0,0
2020-04-18,Kelantan,117,0,0,0,0,0,0,0,16,0
2020-04-18,Melaka,45,0,3,3,0,0,0,25,0,0
2020-04-18,Negeri Sembilan,56,0,3,3,0,1,1,21,0,0
2020-04-18,Pahang,120,0,9,9,2,4,6,50,4,62
2020-04-18,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-18,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-18,Sabah,148,0,0,0,2,3,5,31,3,0
2020-04-18,Sarawak,666,4,0,4,7,0,7,216,10,76
2020-04-18,Selangor,1530,0,8,8,13,28,41,336,7,0
2020-04-18,W.P. Labuan,70,0,0,0,0,0,0,4,20,0
2020-04-19,Johor,80,0,1,1,0,0,0,37,0,0
2020-04-19,Kelantan,117,0,0,0,2,0,2,0,14,0
2020-04-19,Melaka,45,0,0,0,0,4,4,21,0,0
2020-04-19,Negeri Sembilan,56,0,0,0,0,2,2,19,0,0
2020-04-19,Pahang,144,1,15,16,1,5,6,60,4,49
2020-04-19,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-19,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-19,Sabah,148,0,0,0,2,10,12,21,1,0
2020-04-19,Sarawak,666,0,0,0,0,0,0,215,10,66
2020-04-19,Selangor,1530,0,3,3,1,49,50,295,4,0
2020-04-19,W.P. Labuan,70,0,0,0,0,0,0,4,20,0
2020-04-20,Johor,146,0,7,7,0,0,0,44,0,0
2020-04-20,Kelantan,117,1,0,1,0,0,0,0,15,0
2020-04-20,Melaka,45,0,6,6,0,7,7,20,0,0
2020-04-20,Negeri Sembilan,56,0,0,0,0,3,3,16,0,0
2020-04-20,Pahang,144,3,17,20,0,5,5,72,7,52
2020-04-20,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-20,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-20,Sabah,148,0,3,3,0,3,3,21,1,0
2020-04-20,Sarawak,666,2,0,2,8,0,8,216,4,61
2020-04-20,Selangor,1530,0,20,20,1,68,69,249,4,0
2020-04-20,W.P. Labuan,70,0,0,0,1,1,2,3,17,0
2020-04-21,Johor,146,0,5,5,0,0,0,49,0,0
2020-04-21,Kelantan,117,2,0,2,1,0,1,0,16,0
2020-04-21,Melaka,45,0,0,0,0,0,0,20,0,0
2020-04-21,Negeri Sembilan,56,0,7,7,0,0,0,23,0,0
2020-04-21,Pahang,144,0,5,5,2,2,4,75,5,60
2020-04-21,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-21,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-21,Sabah,148,0,2,2,0,8,8,15,1,0
2020-04-21,Sarawak,666,1,0,1,1,0,1,217,4,74
2020-04-21,Selangor,2134,0,7,7,2,31,33,227,3,0
2020-04-21,W.P. Labuan,70,0,0,0,0,0,0,3,17,0
2020-04-22,Johor,146,0,18,18,0,0,0,67,0,0
2020-04-22,Kelantan,117,0,0,0,0,0,0,0,16,0
2020-04-22,Melaka,45,0,0,0,0,1,1,19,0,0
2020-04-22,Negeri Sembilan,56,0,2,2,0,3,3,22,0,0
2020-04-22,Pahang,144,0,4,4,0,2,2,77,5,51
2020-04-22,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-22,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-22,Sabah,148,0,0,0,0,1,1,14,1,0
2020-04-22,Sarawak,666,0,0,0,2,0,2,214,2,59
2020-04-22,Selangor,2134,0,0,0,0,35,35,198,3,0
2020-04-22,W.P. Labuan,70,2,0,2,0,0,0,3,19,0
2020-04-23,Johor,146,0,15,15,0,0,0,82,0,0
2020-04-23,Kelantan,117,0,0,0,10,0,10,0,6,0
2020-04-23,Melaka,45,0,0,0,0,4,4,15,0,0
2020-04-23,Negeri Sembilan,56,0,0,0,0,1,1,21,0,0
2020-04-23,Pahang,144,0,0,0,0,1,1,76,5,50
2020-04-23,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-23,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-23,Sabah,148,9,0,9,0,0,0,14,10,0
2020-04-23,Sarawak,666,2,0,2,0,0,0,199,4,47
2020-04-23,Selangor,2134,0,10,10,0,30,30,182,3,0
2020-04-23,W.P. Labuan,70,4,0,4,0,0,0,3,21,0
2020-04-24,Johor,146,0,5,5,0,0,0,87,0,0
2020-04-24,Kelantan,117,0,0,0,1,0,1,0,5,0
2020-04-24,Melaka,45,0,0,0,0,4,4,11,0,0
2020-04-24,Negeri Sembilan,56,0,0,0,0,0,0,21,0,0
2020-04-24,Pahang,144,2,6,8,0,0,0,82,7,47
2020-04-24,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-24,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-24,Sabah,148,0,0,0,1,0,1,14,9,0
2020-04-24,Sarawak,666,2,0,2,0,0,0,186,6,67
2020-04-24,Selangor,2134,0,9,9,0,30,30,162,3,0
2020-04-24,W.P. Labuan,70,1,0,1,4,0,4,3,18,0
2020-04-25,Johor,146,0,5,5,0,1,1,91,0,0
2020-04-25,Kelantan,117,2,0,2,0,0,0,0,7,1
2020-04-25,Melaka,45,0,0,0,0,2,2,9,0,0
2020-04-25,Negeri Sembilan,56,0,0,0,0,6,6,15,0,0
2020-04-25,Pahang,144,0,6,6,1,3,4,85,6,44
2020-04-25,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-25,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-25,Sabah,148,0,0,0,0,0,0,14,9,0
2020-04-25,Sarawak,901,2,0,2,2,0,2,197,6,76
2020-04-25,Selangor,2134,0,31,31,0,14,14,184,0,0
2020-04-25,W.P. Labuan,70,1,0,1,12,1,13,2,7,0
2020-04-26,Johor,146,0,14,14,0,0,0,105,0,0
2020-04-26,Kelantan,117,0,0,0,0,0,0,0,7,1
2020-04-26,Melaka,45,0,0,0,0,1,1,8,0,0
2020-04-26,Negeri Sembilan,56,0,0,0,0,6,6,9,0,0
2020-04-26,Pahang,144,2,3,5,2,6,8,82,6,43
2020-04-26,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-26,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-26,Sabah,148,0,0,0,0,1,1,13,9,0
2020-04-26,Sarawak,901,0,0,0,2,0,2,181,4,79
2020-04-26,Selangor,2134,0,1,1,0,20,20,139,33,0
2020-04-26,W.P. Labuan,70,1,0,1,1,0,1,2,7,0
2020-04-27,Johor,146,0,0,0,0,0,0,104,0,0
2020-04-27,Kelantan,117,0,0,0,0,0,0,0,7,1
2020-04-27,Melaka,45,0,0,0,0,0,0,8,0,0
2020-04-27,Negeri Sembilan,56,0,0,0,0,3,3,6,0,0
2020-04-27,Pahang,144,0,8,8,0,1,1,89,6,43
2020-04-27,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-27,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-27,Sabah,148,1,4,5,2,1,3,16,8,0
2020-04-27,Sarawak,901,0,0,0,1,0,1,186,2,77
2020-04-27,Selangor,2134,0,0,0,0,39,39,139,0,0
2020-04-27,W.P. Labuan,70,0,0,0,0,0,0,2,7,0
2020-04-28,Johor,146,0,0,0,0,0,0,104,0,0
2020-04-28,Kelantan,117,0,0,0,2,0,2,0,5,0
2020-04-28,Melaka,45,0,0,0,0,1,1,7,0,0
2020-04-28,Negeri Sembilan,56,0,0,0,0,0,0,6,0,0
2020-04-28,Pahang,144,0,9,9,1,0,1,98,5,47
2020-04-28,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-28,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-28,Sabah,148,2,7,9,2,1,3,22,8,0
2020-04-28,Sarawak,901,0,1,1,0,0,0,185,2,64
2020-04-28,Selangor,2134,0,29,29,0,25,25,142,0,0
2020-04-28,W.P. Labuan,70,1,0,1,1,0,1,2,7,0
2020-04-29,Johor,146,0,0,0,0,1,1,103,0,0
2020-04-29,Kelantan,117,0,0,0,0,0,0,0,5,0
2020-04-29,Melaka,45,0,0,0,0,0,0,7,0,0
2020-04-29,Negeri Sembilan,56,0,0,0,0,0,0,6,0,0
2020-04-29,Pahang,144,0,0,0,0,3,3,95,5,49
2020-04-29,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-29,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-29,Sabah,148,0,1,1,0,1,1,22,8,0
2020-04-29,Sarawak,901,4,0,4,2,0,2,181,4,63
2020-04-29,Selangor,2134,0,30,30,0,18,18,147,0,0
2020-04-29,W.P. Labuan,70,4,0,4,4,0,4,2,7,0
2020-04-30,Johor,146,0,0,0,0,2,2,101,0,0
2020-04-30,Kelantan,117,0,0,0,5,0,5,0,0,0
2020-04-30,Melaka,45,0,0,0,0,0,0,7,0,0
2020-04-30,Negeri Sembilan,56,0,0,0,0,5,5,0,0,0
2020-04-30,Pahang,144,1,5,6,4,36,40,64,2,43
2020-04-30,Perlis,54,0,0,0,0,0,0,0,0,0
2020-04-30,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-04-30,Sabah,148,0,1,1,3,4,7,19,5,0
2020-04-30,Sarawak,901,2,0,2,2,0,2,182,4,67
2020-04-30,Selangor,2134,0,63,63,0,13,13,195,0,0
2020-04-30,W.P. Labuan,70,1,0,1,2,0,2,2,6,0
2020-05-01,Johor,146,0,0,0,0,14,14,87,0,0
2020-05-01,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-01,Melaka,45,0,0,0,0,4,4,3,0,0
2020-05-01,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-01,Pahang,146,32,24,56,0,32,32,56,34,55
2020-05-01,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-01,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-01,Sabah,148,0,0,0,0,0,0,19,5,0
2020-05-01,Sarawak,901,0,0,0,3,0,3,154,1,47
2020-05-01,Selangor,2134,0,65,65,0,21,21,239,0,0
2020-05-01,W.P. Labuan,70,1,0,1,3,0,3,2,4,0
2020-05-02,Johor,146,0,0,0,0,2,2,84,0,0
2020-05-02,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-02,Melaka,45,0,0,0,0,1,1,2,0,0
2020-05-02,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-02,Pahang,146,0,1,1,0,3,3,54,34,52
2020-05-02,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-02,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-02,Sabah,148,0,0,0,0,2,2,17,5,0
2020-05-02,Sarawak,901,2,0,2,0,0,0,137,3,62
2020-05-02,Selangor,2134,0,14,14,0,13,13,278,0,0
2020-05-02,W.P. Labuan,70,2,0,2,2,2,4,0,4,0
2020-05-03,Johor,146,0,0,0,0,12,12,72,0,0
2020-05-03,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-03,Melaka,45,0,0,0,0,0,0,2,0,0
2020-05-03,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-03,Pahang,146,0,0,0,10,10,20,44,24,45
2020-05-03,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-03,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-03,Sabah,148,0,0,0,2,5,7,12,3,0
2020-05-03,Sarawak,901,0,0,0,0,0,0,128,2,71
2020-05-03,Selangor,2134,0,24,24,0,10,10,310,0,0
2020-05-03,W.P. Labuan,70,0,0,0,0,0,0,0,4,0
2020-05-04,Johor,146,0,0,0,0,3,3,69,0,0
2020-05-04,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-04,Melaka,45,0,13,13,0,1,1,14,0,0
2020-05-04,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-04,Pahang,146,0,0,0,7,1,8,43,17,51
2020-05-04,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-04,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-04,Sabah,148,0,0,0,2,1,3,11,1,0
2020-05-04,Sarawak,901,2,0,2,1,0,1,120,3,89
2020-05-04,Selangor,2134,0,19,19,0,14,14,319,0,0
2020-05-04,W.P. Labuan,62,0,0,0,0,0,0,0,4,0
2020-05-05,Johor,146,0,0,0,0,4,4,65,0,0
2020-05-05,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-05,Melaka,45,0,0,0,0,11,11,3,0,0
2020-05-05,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-05,Pahang,146,0,5,5,16,6,22,42,1,49
2020-05-05,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-05,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-05,Sabah,148,0,0,0,0,0,0,10,1,0
2020-05-05,Sarawak,901,2,0,2,0,0,0,119,5,93
2020-05-05,Selangor,2134,0,20,20,0,50,50,312,0,0
2020-05-05,W.P. Labuan,70,1,0,1,2,0,2,0,3,0
2020-05-06,Johor,146,0,0,0,0,6,6,59,0,0
2020-05-06,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-06,Melaka,45,0,0,0,0,1,1,2,0,0
2020-05-06,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-06,Pahang,146,3,5,8,1,5,6,42,3,52
2020-05-06,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-06,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-06,Sabah,148,0,0,0,0,2,2,8,1,0
2020-05-06,Sarawak,901,1,0,1,1,0,1,105,5,88
2020-05-06,Selangor,2134,0,21,21,0,14,14,329,0,0
2020-05-06,W.P. Labuan,70,0,0,0,0,0,0,0,3,0
2020-05-07,Johor,146,0,0,0,0,10,10,49,0,0
2020-05-07,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-07,Melaka,45,0,3,3,0,0,0,6,0,0
2020-05-07,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-07,Pahang,146,0,0,0,0,2,2,40,3,50
2020-05-07,Perlis,54,0,0,0,0,0,0,0,0,0
2020-05-07,Pulau Pinang,58,0,0,0,0,0,0,0,0,0
2020-05-07,Sabah,148,0,0,0,0,2,2,6,1,0
2020-05-07,Sarawak,901,1,0,1,3,0,3,112,3,94
2020-05-07,Selangor,2134,0,20,20,0,32,32,326,0,0
2020-05-07,W.P. Labuan,70,5,0,5,0,0,0,0,8,0
2020-05-08,Johor,146,0,0,0,0,9,9,40,0,0
2020-05-08,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-05-08,Melaka,45,0,5,5,0,0,0,11,0,0
2020-05-08,Negeri Sembilan,56,0,0,0,0,0,0,0,0,0
2020-05-08,Pahang,146,0,8,8,0,2,2,46,3,39
2020-05-08,Perlis,54,0,0,0,0,0,0,0,0,0
