date,state,beds,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,pkrc_covid,pkrc_pui,pkrc_noncovid
2020-11-29,Selangor,3498,0,583,583,0,433,433,3195,0,40
2020-11-29,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-11-29,W.P. Labuan,420,0,3,3,0,8,8,54,79,0
2020-11-30,Kedah,579,0,10,10,0,2,2,84,0,0
2020-11-30,Kelantan,117,0,1,1,0,3,3,10,1,4
2020-11-30,Melaka,40,0,1,1,0,1,1,4,0,0
2020-11-30,Negeri Sembilan,1758,0,53,53,0,32,32,541,0,0
2020-11-30,Perak,725,0,58,58,0,35,35,389,0,257
2020-11-30,Perlis,33,0,0,0,0,0,0,0,0,0
2020-11-30,Pulau Pinang,439,0,36,36,0,11,11,242,0,0
2020-11-30,Sabah,6156,10,217,227,13,232,245,1576,55,0
2020-11-30,Sarawak,963,0,2,2,0,0,0,17,6,83
2020-11-30,Selangor,3648,0,515,515,0,1437,1437,2273,0,40
2020-11-30,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-11-30,W.P. Labuan,420,0,3,3,2,22,24,55,60,0
2020-12-01,Kedah,579,0,6,6,0,10,10,81,0,0
2020-12-01,Kelantan,117,0,0,0,0,1,1,9,1,4
2020-12-01,Melaka,40,0,0,0,0,0,0,4,0,0
2020-12-01,Negeri Sembilan,1765,0,72,72,0,38,38,566,0,0
2020-12-01,Perak,725,0,36,36,0,15,15,405,0,236
2020-12-01,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-01,Pulau Pinang,439,0,20,20,0,18,18,251,0,0
2020-12-01,Sabah,5866,12,329,341,5,275,280,1674,67,0
2020-12-01,Sarawak,963,0,0,0,0,2,2,6,6,84
2020-12-01,Selangor,4248,0,502,502,0,934,934,1841,0,40
2020-12-01,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-01,W.P. Labuan,420,0,0,0,0,17,17,68,36,0
2020-12-02,Kedah,579,0,18,18,0,24,24,74,0,0
2020-12-02,Kelantan,117,0,1,1,0,3,3,7,1,3
2020-12-02,Melaka,40,0,0,0,0,0,0,4,0,0
2020-12-02,Negeri Sembilan,1767,0,113,113,0,24,24,650,0,0
2020-12-02,Perak,725,0,28,28,0,21,21,284,0,374
2020-12-02,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-02,Pulau Pinang,523,0,22,22,0,41,41,246,0,0
2020-12-02,Sabah,5866,4,192,196,17,195,212,1622,57,0
2020-12-02,Sarawak,963,1,0,1,4,0,4,8,3,90
2020-12-02,Selangor,4248,0,836,836,0,169,169,2505,0,40
2020-12-02,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-02,W.P. Labuan,420,0,0,0,2,8,10,66,33,0
2020-12-03,Kedah,699,0,21,21,0,7,7,82,0,0
2020-12-03,Kelantan,117,5,0,5,0,5,5,2,6,3
2020-12-03,Melaka,40,0,0,0,0,2,2,2,0,0
2020-12-03,Negeri Sembilan,1767,0,68,68,0,18,18,687,0,0
2020-12-03,Perak,725,0,27,27,0,102,102,333,0,249
2020-12-03,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-03,Pulau Pinang,523,0,26,26,0,37,37,241,0,0
2020-12-03,Sabah,5866,11,189,200,10,269,279,1517,56,0
2020-12-03,Sarawak,963,0,0,0,0,0,0,6,3,89
2020-12-03,Selangor,4248,0,229,229,0,267,267,2467,0,40
2020-12-03,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-03,W.P. Labuan,420,4,7,11,1,11,12,69,32,0
2020-12-04,Johor,146,21,0,21,0,0,0,0,21,0
2020-12-04,Kedah,699,0,25,25,0,18,18,96,0,0
2020-12-04,Kelantan,117,8,0,8,1,0,1,2,13,3
2020-12-04,Melaka,40,0,0,0,0,0,0,2,0,0
2020-12-04,Negeri Sembilan,1767,0,34,34,0,236,236,482,0,0
2020-12-04,Perak,725,0,21,21,0,38,38,316,0,276
2020-12-04,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-04,Pulau Pinang,523,0,28,28,0,65,65,208,0,0
2020-12-04,Sabah,5866,12,198,210,25,344,369,1368,51,0
2020-12-04,Sarawak,963,2,0,2,0,0,0,7,5,97
2020-12-04,Selangor,4248,0,644,644,0,320,320,2791,0,40
2020-12-04,W.P. Labuan,420,0,0,0,1,14,15,54,31,0
2020-12-05,Johor,146,30,0,30,2,0,2,0,49,0
2020-12-05,Kedah,699,0,12,12,0,19,19,90,0,0
2020-12-05,Kelantan,117,0,0,0,5,0,5,2,8,3
2020-12-05,Melaka,40,0,0,0,0,1,1,1,0,0
2020-12-05,Negeri Sembilan,1767,0,28,28,0,114,114,390,0,0
2020-12-05,Perak,725,0,8,8,0,32,32,310,0,225
2020-12-05,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-05,Pulau Pinang,523,0,28,28,0,53,53,193,0,0
2020-12-05,Sabah,5866,11,233,244,10,293,303,1311,51,0
2020-12-05,Sarawak,963,2,0,2,0,0,0,7,4,84
2020-12-05,Selangor,4248,0,554,554,0,288,288,3057,0,40
2020-12-05,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-05,W.P. Labuan,420,0,0,0,0,24,24,35,28,0
2020-12-06,Johor,146,27,0,27,6,0,6,0,70,0
2020-12-06,Kedah,699,0,20,20,0,10,10,100,0,0
2020-12-06,Kelantan,117,1,13,14,0,1,1,14,9,3
2020-12-06,Melaka,40,0,0,0,0,0,0,1,0,0
2020-12-06,Negeri Sembilan,1767,0,11,11,0,44,44,355,0,0
2020-12-06,Perak,725,0,25,25,0,110,110,225,0,249
2020-12-06,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-06,Pulau Pinang,523,0,28,28,0,44,44,183,0,0
2020-12-06,Sabah,5866,22,300,322,3,198,201,1398,70,0
2020-12-06,Sarawak,963,1,0,1,1,0,1,7,4,81
2020-12-06,Selangor,4248,0,414,414,0,534,534,2937,0,40
2020-12-06,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-06,W.P. Labuan,420,0,19,19,0,11,11,48,23,0
2020-12-07,Johor,146,37,0,37,14,0,14,0,93,0
2020-12-07,Kedah,699,0,14,14,0,13,13,101,0,0
2020-12-07,Kelantan,117,1,0,1,1,2,3,12,9,3
2020-12-07,Melaka,40,0,0,0,0,0,0,1,0,0
2020-12-07,Negeri Sembilan,1767,0,381,381,0,72,72,655,0,0
2020-12-07,Perak,725,0,87,87,0,17,17,292,0,245
2020-12-07,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-07,Pulau Pinang,523,0,51,51,0,42,42,201,0,0
2020-12-07,Sabah,5777,3,168,171,10,204,214,1368,60,0
2020-12-07,Sarawak,963,2,0,2,1,0,1,7,5,92
2020-12-07,Selangor,4248,0,428,428,0,468,468,2897,0,40
2020-12-07,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-07,W.P. Labuan,420,0,0,0,0,12,12,36,12,0
2020-12-08,Johor,146,0,32,32,0,7,7,132,0,0
2020-12-08,Kedah,699,0,11,11,0,23,23,89,0,0
2020-12-08,Kelantan,117,1,0,1,0,0,0,12,10,2
2020-12-08,Melaka,40,0,0,0,0,0,0,1,0,0
2020-12-08,Negeri Sembilan,1937,0,251,251,0,67,67,837,0,0
2020-12-08,Perak,725,0,54,54,0,86,86,254,0,244
2020-12-08,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-08,Pulau Pinang,523,0,9,9,0,35,35,179,0,0
2020-12-08,Sabah,5777,5,234,239,8,238,246,1374,57,0
2020-12-08,Sarawak,963,0,0,0,3,0,3,8,2,97
2020-12-08,Selangor,4248,0,480,480,0,921,921,2456,0,40
2020-12-08,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-08,W.P. Labuan,420,14,0,14,0,4,4,37,26,0
2020-12-09,Johor,292,0,43,43,0,12,12,152,0,0
2020-12-09,Kedah,699,0,1,1,0,17,17,73,0,0
2020-12-09,Kelantan,117,1,4,5,0,0,0,16,11,2
2020-12-09,Melaka,40,0,0,0,0,1,1,0,0,0
2020-12-09,Negeri Sembilan,1937,0,18,18,0,123,123,730,0,0
2020-12-09,Perak,725,0,31,31,0,29,29,255,0,262
2020-12-09,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-09,Pulau Pinang,523,0,17,17,0,18,18,179,0,0
2020-12-09,Sabah,5777,11,199,210,11,278,289,1270,59,0
2020-12-09,Sarawak,963,0,0,0,0,0,0,7,2,86
2020-12-09,Selangor,4245,0,449,449,0,179,179,2726,0,41
2020-12-09,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-09,W.P. Labuan,420,7,0,7,0,1,1,36,33,0
2020-12-10,Johor,292,0,50,50,0,11,11,182,0,0
2020-12-10,Kedah,699,0,5,5,0,18,18,60,0,0
2020-12-10,Kelantan,117,1,1,2,0,0,0,17,12,2
2020-12-10,Melaka,40,0,0,0,0,0,0,0,0,0
2020-12-10,Negeri Sembilan,1937,0,39,39,0,38,38,726,0,0
2020-12-10,Pahang,140,0,0,0,0,0,0,0,0,0
2020-12-10,Perak,787,0,38,38,0,32,32,260,0,253
2020-12-10,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-10,Pulau Pinang,523,0,29,29,0,31,31,178,0,0
2020-12-10,Sabah,5777,7,202,209,6,249,255,1217,62,0
2020-12-10,Sarawak,963,1,0,1,1,0,1,7,2,86
2020-12-10,Selangor,4895,0,707,707,0,644,644,2789,0,41
2020-12-10,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-10,W.P. Labuan,420,11,0,11,0,4,4,33,44,0
2020-12-11,Johor,292,0,7,7,0,27,27,184,0,0
2020-12-11,Kedah,699,0,13,13,0,23,23,50,0,0
2020-12-11,Kelantan,117,0,15,15,0,1,1,31,12,2
2020-12-11,Melaka,40,0,2,2,0,0,0,2,0,0
2020-12-11,Negeri Sembilan,1937,0,32,32,0,48,48,703,0,0
2020-12-11,Pahang,140,0,0,0,0,0,0,0,0,0
2020-12-11,Perak,787,0,87,87,0,24,24,321,0,254
2020-12-11,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-11,Pulau Pinang,523,0,28,28,0,33,33,161,0,0
2020-12-11,Sabah,5777,14,235,249,17,254,271,1173,59,0
2020-12-11,Sarawak,963,1,0,1,1,0,1,7,2,83
2020-12-11,Selangor,4484,0,792,792,0,457,457,3124,0,41
2020-12-11,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-11,W.P. Labuan,420,13,0,13,0,9,9,24,57,0
2020-12-12,Johor,292,0,0,0,0,23,23,219,0,0
2020-12-12,Kedah,699,0,17,17,0,10,10,57,0,0
2020-12-12,Kelantan,117,0,0,0,0,0,0,31,12,2
2020-12-12,Melaka,40,0,0,0,0,0,0,2,0,0
2020-12-12,Negeri Sembilan,1937,0,20,20,0,16,16,701,0,0
2020-12-12,Pahang,140,0,0,0,0,0,0,131,0,0
2020-12-12,Perak,717,0,14,14,0,16,16,314,0,235
2020-12-12,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-12,Pulau Pinang,523,0,90,90,0,29,29,227,0,0
2020-12-12,Sabah,5566,9,263,272,2,209,211,1238,63,0
2020-12-12,Sarawak,963,0,0,0,0,0,0,7,2,83
2020-12-12,Selangor,6085,0,1418,1418,0,913,913,3628,0,41
2020-12-12,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-12,W.P. Labuan,420,2,8,10,2,5,7,27,54,0
2020-12-13,Johor,292,0,12,12,0,43,43,220,0,0
2020-12-13,Kedah,699,0,7,7,0,14,14,50,0,0
2020-12-13,Kelantan,117,0,0,0,0,0,0,31,12,2
2020-12-13,Melaka,40,0,7,7,0,1,1,8,0,0
2020-12-13,Negeri Sembilan,1937,0,17,17,0,22,22,692,0,0
2020-12-13,Pahang,200,0,0,0,0,0,0,138,0,0
2020-12-13,Perak,747,0,116,116,0,17,17,411,0,0
2020-12-13,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-13,Pulau Pinang,523,0,13,13,0,33,33,215,0,0
2020-12-13,Sabah,5566,25,237,262,12,220,232,1275,74,0
2020-12-13,Sarawak,963,0,0,0,0,0,0,9,2,84
2020-12-13,Selangor,6085,0,1866,1866,0,1503,1503,3991,0,41
2020-12-13,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-13,W.P. Labuan,420,2,9,11,1,5,6,33,46,0
2020-12-14,Johor,292,0,77,77,0,57,57,247,0,0
2020-12-14,Kedah,699,0,8,8,0,8,8,48,0,0
2020-12-14,Kelantan,117,0,0,0,0,14,14,17,12,1
2020-12-14,Melaka,70,0,2,2,0,0,0,10,0,0
2020-12-14,Negeri Sembilan,1937,0,9,9,0,174,174,525,0,0
2020-12-14,Pahang,200,0,2,2,0,0,0,140,0,0
2020-12-14,Perak,747,0,46,46,0,88,88,369,0,0
2020-12-14,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-14,Pulau Pinang,523,0,23,23,0,19,19,220,0,0
2020-12-14,Sabah,5566,3,232,235,9,191,200,1529,64,0
2020-12-14,Sarawak,963,0,0,0,0,0,0,8,2,83
2020-12-14,Selangor,6145,0,1078,1078,0,786,786,4283,0,41
2020-12-14,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-14,W.P. Labuan,420,8,0,8,0,10,10,28,54,0
2020-12-15,Johor,292,0,72,72,0,76,76,243,0,0
2020-12-15,Kedah,699,0,1,1,0,8,8,41,0,0
2020-12-15,Kelantan,117,1,0,1,0,7,7,10,13,1
2020-12-15,Melaka,70,0,0,0,0,0,0,10,0,0
2020-12-15,Negeri Sembilan,1937,0,203,203,0,226,226,497,0,0
2020-12-15,Pahang,200,0,2,2,0,0,0,142,0,0
2020-12-15,Perak,787,0,115,115,0,43,43,439,0,0
2020-12-15,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-15,Pulau Pinang,523,0,14,14,0,26,26,217,0,0
2020-12-15,Sabah,5566,6,281,287,12,225,237,1589,57,0
2020-12-15,Sarawak,963,0,0,0,0,0,0,9,2,67
2020-12-15,Selangor,6145,0,724,724,0,650,650,4357,0,41
2020-12-15,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-15,W.P. Labuan,420,11,7,18,0,8,8,35,65,0
2020-12-16,Johor,439,0,81,81,0,52,52,304,0,0
2020-12-16,Kedah,699,0,4,4,0,4,4,41,0,0
2020-12-16,Kelantan,117,0,0,0,0,1,1,9,13,1
2020-12-16,Melaka,70,0,7,7,0,2,2,15,0,0
2020-12-16,Negeri Sembilan,1937,0,19,19,0,137,137,379,0,0
2020-12-16,Pahang,200,0,0,0,0,0,0,168,0,0
2020-12-16,Perak,787,0,20,20,0,29,29,425,0,0
2020-12-16,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-16,Pulau Pinang,523,0,33,33,0,45,45,202,0,0
2020-12-16,Sabah,5566,10,236,246,21,361,382,1462,49,0
2020-12-16,Sarawak,963,0,0,0,2,0,2,8,0,64
2020-12-16,Selangor,6145,2,1335,1337,0,759,759,4933,2,40
2020-12-16,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-16,W.P. Labuan,420,6,1,7,5,5,10,39,67,0
2020-12-17,Johor,364,0,0,0,0,0,0,71,0,0
2020-12-17,Kedah,699,0,0,0,0,2,2,44,0,0
2020-12-17,Kelantan,117,0,6,6,12,3,15,12,1,0
2020-12-17,Melaka,70,0,1,1,0,0,0,16,0,0
2020-12-17,Negeri Sembilan,1937,0,52,52,0,29,29,400,0,0
2020-12-17,Pahang,200,0,0,0,0,0,0,168,0,0
2020-12-17,Perak,691,0,21,21,0,37,37,410,0,0
2020-12-17,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-17,Pulau Pinang,523,0,68,68,0,52,52,228,0,0
2020-12-17,Sabah,5566,7,216,223,9,200,209,1474,48,0
2020-12-17,Sarawak,963,0,0,0,0,0,0,8,0,78
2020-12-17,Selangor,6445,0,842,842,0,944,944,4831,0,41
2020-12-17,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-17,W.P. Labuan,420,7,0,7,1,5,6,39,80,0
2020-12-18,Johor,364,0,72,72,0,62,62,267,0,0
2020-12-18,Kedah,699,0,2,2,0,9,9,37,0,0
2020-12-18,Kelantan,117,0,0,0,0,0,0,12,1,0
2020-12-18,Melaka,70,0,0,0,0,0,0,16,0,0
2020-12-18,Negeri Sembilan,1937,0,33,33,0,98,98,328,0,0
2020-12-18,Pahang,200,0,0,0,0,0,0,168,0,0
2020-12-18,Perak,691,0,43,43,0,71,71,375,0,0
2020-12-18,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-18,Pulau Pinang,523,0,22,22,0,45,45,219,0,0
2020-12-18,Sabah,5416,6,184,190,2,221,223,1433,53,0
2020-12-18,Sarawak,963,1,0,1,0,0,0,10,1,78
2020-12-18,Selangor,6445,3,1140,1143,0,1630,1630,4344,3,41
2020-12-18,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-18,W.P. Labuan,420,15,2,17,0,9,9,48,86,0
2020-12-19,Johor,364,0,58,58,0,67,67,257,0,0
2020-12-19,Kedah,699,0,3,3,0,6,6,34,0,0
2020-12-19,Kelantan,117,0,0,0,1,12,13,0,0,0
2020-12-19,Melaka,145,1,71,72,0,4,4,84,1,1
2020-12-19,Negeri Sembilan,1937,0,56,56,0,19,19,365,0,0
2020-12-19,Pahang,200,0,0,0,0,0,0,168,0,0
2020-12-19,Perak,691,0,56,56,0,23,23,405,0,0
2020-12-19,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-19,Pulau Pinang,523,0,14,14,0,23,23,207,0,0
2020-12-19,Sabah,5416,7,191,198,7,234,241,1381,69,0
2020-12-19,Sarawak,963,3,0,3,0,0,0,8,4,85
2020-12-19,Selangor,6445,1,929,930,1,1039,1040,4235,3,41
2020-12-19,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-19,W.P. Labuan,420,5,7,12,1,3,4,61,93,0
2020-12-20,Johor,364,0,52,52,0,72,72,237,0,0
2020-12-20,Kedah,699,0,9,9,0,10,10,33,0,0
2020-12-20,Kelantan,117,0,0,0,0,0,0,0,0,0
2020-12-20,Melaka,145,1,1,2,0,3,3,82,2,2
2020-12-20,Negeri Sembilan,2041,0,119,119,0,22,22,460,0,0
2020-12-20,Pahang,200,0,0,0,0,0,0,168,0,0
2020-12-20,Perak,691,0,64,64,0,44,44,424,0,0
2020-12-20,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-20,Pulau Pinang,523,0,19,19,0,18,18,210,0,0
2020-12-20,Sabah,5416,3,133,136,9,188,197,1316,35,0
2020-12-20,Sarawak,963,0,0,0,0,0,0,11,4,84
2020-12-20,Selangor,6445,0,906,906,1,1000,1001,4141,2,41
2020-12-20,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-20,W.P. Labuan,420,4,6,10,16,12,28,66,72,0
2020-12-21,Johor,364,0,82,82,0,67,67,254,0,0
2020-12-21,Kedah,699,0,4,4,0,10,10,27,0,0
2020-12-21,Kelantan,117,1,0,1,0,0,0,0,1,0
2020-12-21,Melaka,145,0,9,9,0,35,35,54,2,2
2020-12-21,Negeri Sembilan,2072,0,111,111,0,195,195,375,0,0
2020-12-21,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-21,Perak,691,0,7,7,0,97,97,333,5,0
2020-12-21,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-21,Pulau Pinang,523,0,17,17,0,35,35,190,0,0
2020-12-21,Sabah,5416,2,148,150,5,223,228,1255,36,0
2020-12-21,Sarawak,963,0,0,0,1,0,1,8,3,83
2020-12-21,Selangor,6445,0,1130,1130,2,725,727,4546,0,41
2020-12-21,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-21,W.P. Labuan,420,0,12,12,0,14,14,80,49,0
2020-12-22,Johor,364,0,61,61,0,29,29,285,0,0
2020-12-22,Kedah,699,0,0,0,0,0,0,27,0,0
2020-12-22,Kelantan,117,4,0,4,0,0,0,0,5,1
2020-12-22,Melaka,145,0,2,2,2,7,9,49,0,0
2020-12-22,Negeri Sembilan,2072,0,15,15,0,24,24,360,0,0
2020-12-22,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-22,Perak,691,0,16,16,0,48,48,306,0,0
2020-12-22,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-22,Pulau Pinang,523,0,17,17,0,42,42,180,0,0
2020-12-22,Sabah,5416,6,177,183,4,317,321,1102,50,0
2020-12-22,Sarawak,963,2,0,2,0,0,0,6,5,90
2020-12-22,Selangor,7665,0,1484,1484,0,1083,1083,4947,0,41
2020-12-22,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-22,W.P. Labuan,420,15,13,28,0,5,5,105,48,0
2020-12-23,Johor,364,0,73,73,0,33,33,324,0,0
2020-12-23,Kedah,699,0,0,0,0,5,5,22,0,0
2020-12-23,Kelantan,117,1,0,1,0,0,0,0,6,0
2020-12-23,Melaka,145,0,2,2,0,5,5,46,0,0
2020-12-23,Negeri Sembilan,2072,0,25,25,0,24,24,359,0,0
2020-12-23,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-23,Perak,691,0,1,1,0,78,78,226,0,0
2020-12-23,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-23,Pulau Pinang,623,0,20,20,0,26,26,190,0,0
2020-12-23,Sabah,5416,6,189,195,8,227,235,1068,36,0
2020-12-23,Sarawak,963,1,0,1,1,0,1,6,5,93
2020-12-23,Selangor,7665,1,1601,1602,0,670,670,5876,1,41
2020-12-23,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-23,W.P. Labuan,420,19,2,21,0,9,9,97,68,0
2020-12-24,Johor,364,0,56,56,0,41,41,336,0,0
2020-12-24,Kedah,699,0,0,0,0,2,2,20,0,0
2020-12-24,Kelantan,117,2,0,2,0,0,0,0,8,5
2020-12-24,Melaka,175,0,46,46,0,1,1,91,0,0
2020-12-24,Negeri Sembilan,2072,0,29,29,0,35,35,350,0,0
2020-12-24,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-24,Perak,851,0,49,49,0,22,22,250,0,0
2020-12-24,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-24,Pulau Pinang,623,0,16,16,0,65,65,138,0,0
2020-12-24,Sabah,5428,1,207,208,5,210,215,1067,32,0
2020-12-24,Sarawak,963,1,0,1,3,0,3,8,3,87
2020-12-24,Selangor,8181,2,2040,2042,1,1395,1396,6521,2,41
2020-12-24,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-24,W.P. Labuan,420,0,9,9,0,21,21,90,68,0
2020-12-25,Johor,364,0,82,82,0,83,83,333,0,0
2020-12-25,Kedah,699,0,5,5,0,2,2,23,0,0
2020-12-25,Kelantan,117,2,11,13,0,0,0,11,10,6
2020-12-25,Melaka,253,0,116,116,0,9,9,198,0,0
2020-12-25,Negeri Sembilan,2072,0,53,53,0,44,44,355,0,0
2020-12-25,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-25,Perak,851,0,11,11,0,17,17,235,0,0
2020-12-25,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-25,Pulau Pinang,623,0,19,19,0,40,40,118,0,0
2020-12-25,Sabah,5428,4,157,161,5,211,216,1013,29,0
2020-12-25,Sarawak,963,1,0,1,1,0,1,8,3,83
2020-12-25,Selangor,7981,0,1343,1343,0,1181,1181,6685,0,41
2020-12-25,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-25,W.P. Labuan,420,2,13,15,2,14,16,84,67,0
2020-12-26,Johor,364,0,43,43,0,51,51,323,0,0
2020-12-26,Kedah,699,0,0,0,0,8,8,15,0,0
2020-12-26,Kelantan,117,0,0,0,0,1,1,10,10,6
2020-12-26,Melaka,253,0,10,10,0,22,22,189,0,0
2020-12-26,Negeri Sembilan,2161,0,112,112,0,32,32,429,0,0
2020-12-26,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-26,Perak,851,0,12,12,0,92,92,153,0,0
2020-12-26,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-26,Pulau Pinang,623,0,50,50,0,15,15,152,0,0
2020-12-26,Sabah,5428,8,169,177,4,201,205,986,33,0
2020-12-26,Sarawak,963,0,0,0,0,0,0,7,3,72
2020-12-26,Selangor,9985,1,913,914,0,1679,1679,5939,0,41
2020-12-26,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-26,W.P. Labuan,420,1,5,6,9,14,23,75,58,0
2020-12-27,Johor,364,0,70,70,0,71,71,322,0,0
2020-12-27,Kedah,699,0,0,0,0,3,3,12,0,0
2020-12-27,Kelantan,117,0,0,0,0,5,5,5,10,7
2020-12-27,Melaka,253,3,13,16,0,11,11,191,3,3
2020-12-27,Negeri Sembilan,2161,0,15,15,0,105,105,336,0,0
2020-12-27,Pahang,200,0,0,0,0,0,0,0,0,0
2020-12-27,Perak,851,0,17,17,0,50,50,119,0,0
2020-12-27,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-27,Pulau Pinang,623,0,30,30,0,20,20,166,0,0
2020-12-27,Sabah,5428,14,203,217,10,184,194,993,37,0
2020-12-27,Sarawak,963,0,0,0,0,0,0,7,3,77
2020-12-27,Selangor,9985,1,1202,1203,1,1348,1349,5794,0,40
2020-12-27,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-27,W.P. Labuan,420,0,6,6,6,32,38,60,54,0
2020-12-28,Johor,1223,0,86,86,0,53,53,1213,0,0
2020-12-28,Kedah,699,0,0,0,0,2,2,10,0,0
2020-12-28,Kelantan,117,4,8,12,1,2,3,11,13,12
2020-12-28,Melaka,306,3,15,18,0,59,59,147,3,0
2020-12-28,Negeri Sembilan,2161,0,33,33,0,92,92,272,0,0
2020-12-28,Pahang,250,0,4,4,0,0,0,4,0,39
2020-12-28,Perak,851,0,27,27,0,10,10,134,0,0
2020-12-28,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-28,Pulau Pinang,623,0,34,34,0,27,27,171,0,0
2020-12-28,Sabah,5444,5,120,125,4,175,179,947,25,0
2020-12-28,Sarawak,963,1,0,1,0,0,0,7,4,75
2020-12-28,Selangor,9477,0,1212,1212,0,2278,2278,4728,0,40
2020-12-28,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-28,W.P. Labuan,420,0,3,3,1,16,17,56,53,0
2020-12-29,Johor,1581,0,103,103,0,60,60,1614,0,0
2020-12-29,Kedah,699,0,2,2,0,2,2,10,0,0
2020-12-29,Kelantan,117,1,5,6,1,1,2,15,13,11
2020-12-29,Melaka,306,0,24,24,1,23,24,147,2,2
2020-12-29,Negeri Sembilan,2161,0,43,43,0,34,34,277,0,0
2020-12-29,Pahang,250,0,0,0,0,0,0,4,0,23
2020-12-29,Perak,851,0,32,32,0,19,19,147,0,0
2020-12-29,Perlis,33,0,0,0,0,0,0,0,0,0
2020-12-29,Pulau Pinang,623,0,42,42,0,18,18,195,0,0
2020-12-29,Sabah,5444,5,155,160,4,156,160,936,30,0
2020-12-29,Sarawak,963,1,0,1,1,0,1,9,4,80
2020-12-29,Selangor,9477,0,1173,1173,0,843,843,5058,0,40
2020-12-29,Terengganu,48,0,0,0,0,0,0,0,0,0
2020-12-29,W.P. Labuan,420,2,0,2,2,7,9,49,69,0
2020-12-30,Johor,1754,0,80,80,1,72,73,1684,0,0
2020-12-30,Kedah,699,0,0,0,0,2,2,8,0,0
2020-12-30,Kelantan,117,2,6,8,4,3,7,18,10,6
2020-12-30,Melaka,306,3,25,28,1,9,10,165,4,4
2020-12-30,Negeri Sembilan,2161,0,41,41,0,47,47,270,0,0
2020-12-30,Pahang,250,0,1,1,0,0,0,5,0,20
2020-12-30,Perak,851,0,13,13,0,8,8,152,0,0
