week,state,abs_0_4,abs_5_11,abs_12_17,abs_18_29,abs_30_39,abs_40_49,abs_50_59,abs_60_69,abs_70_79,abs_80_+,perc_0_4,perc_5_11,perc_12_17,perc_18_29,perc_30_39,perc_40_49,perc_50_59,perc_60_69,perc_70_79,perc_80_+,capita_0_4,capita_5_11,capita_12_17,capita_18_29,capita_30_39,capita_40_49,capita_50_59,capita_60_69,capita_70_79,capita_80_+
w18,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w17,Melaka,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0
w16,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w15,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w14,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w13,Melaka,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.43,2.61,0.0
w12,Melaka,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.05,0.0,2.61,0.0
w11,Melaka,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,2.61,6.67
w10,Melaka,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0
w9,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w8,Melaka,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
w7,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w6,Melaka,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.43,2.61,0.0
w5,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w4,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w3,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w2,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w1,Melaka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w24,Negeri Sembilan,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0
w23,Negeri Sembilan,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0
w22,Negeri Sembilan,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
w21,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w20,Negeri Sembilan,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06
w19,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w18,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w17,Negeri Sembilan,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,2.3,6.06
w16,Negeri Sembilan,0,0,0,0,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,4.6,6.06
w15,Negeri Sembilan,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,1.11,0.0,0.0
w14,Negeri Sembilan,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,6.06
w13,Negeri Sembilan,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,6.06
w12,Negeri Sembilan,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,1.11,0.0,0.0
w11,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w10,Negeri Sembilan,0,0,0,0,0,0,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,2.3,18.18
w9,Negeri Sembilan,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
w8,Negeri Sembilan,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
w7,Negeri Sembilan,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0
w6,Negeri Sembilan,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
w5,Negeri Sembilan,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,6.06
w4,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w3,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w2,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w1,Negeri Sembilan,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06
w24,Pahang,0,1,0,0,0,0,1,0,0,0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
w23,Pahang,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0
w22,Pahang,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29
w21,Pahang,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0
w20,Pahang,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29
w19,Pahang,0,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.66,0.0
w18,Pahang,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.66,0.0
w17,Pahang,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0
w16,Pahang,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
w15,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w14,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w13,Pahang,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,12.88
w12,Pahang,0,0,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,3.33,0.0
w11,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w10,Pahang,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58
w9,Pahang,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,4.29
w8,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w7,Pahang,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0
w6,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w5,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w4,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w3,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w2,Pahang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w1,Pahang,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0
w24,Perak,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
w23,Perak,0,0,0,0,0,0,1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.45,2.31,5.41
w22,Perak,0,0,0,0,0,0,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.45,1.54,3.6
w21,Perak,0,0,0,0,0,0,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1.54,3.6
w20,Perak,0,0,0,0,0,1,0,1,1,2,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.45,0.77,3.6
w19,Perak,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.77,3.6
w18,Perak,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.77,1.8
w17,Perak,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0
w16,Perak,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.77,0.0
w15,Perak,0,0,0,0,0,0,2,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,44.44,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.45,3.07,3.6
w14,Perak,0,0,0,0,0,0,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.54,5.41
w13,Perak,0,0,0,0,0,1,1,1,3,3,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.39,0.38,0.45,2.31,5.41
w12,Perak,0,0,0,0,1,1,1,2,0,3,0.0,0.0,0.0,0.0,12.5,12.5,12.5,25.0,0.0,37.5,0.0,0.0,0.0,0.0,0.27,0.39,0.38,0.89,0.0,5.41
w11,Perak,0,0,0,0,1,1,1,1,3,4,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,27.27,36.36,0.0,0.0,0.0,0.0,0.27,0.39,0.38,0.45,2.31,7.21
w10,Perak,0,0,0,0,0,0,0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,28.57,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.54,7.21
w9,Perak,0,0,0,0,0,0,1,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.45,1.54,7.21
w8,Perak,0,0,0,0,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,3.6
w7,Perak,0,0,0,0,0,0,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,5.41
w6,Perak,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.77,1.8
w5,Perak,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
w4,Perak,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w3,Perak,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
w2,Perak,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w1,Perak,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0
w24,Perlis,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0
w23,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w22,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w21,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w20,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w19,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w18,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w17,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w16,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w15,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w14,Perlis,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0
w13,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w12,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w11,Perlis,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0
w10,Perlis,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28
w9,Perlis,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0
w8,Perlis,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28
w7,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w6,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w5,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w4,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w3,Perlis,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0
w2,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w1,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w24,Pulau Pinang,0,0,0,1,0,0,1,1,0,0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.51,0.7,0.0,0.0
w23,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w22,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w21,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w20,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w19,Pulau Pinang,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69
w18,Pulau Pinang,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69
w17,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w16,Pulau Pinang,0,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.3,0.0
w15,Pulau Pinang,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38
w14,Pulau Pinang,0,0,0,0,0,0,1,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.3,14.76
w13,Pulau Pinang,0,0,0,0,0,0,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.3,11.07
w12,Pulau Pinang,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
w11,Pulau Pinang,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3,3.69
w10,Pulau Pinang,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.7,0.0,3.69
w9,Pulau Pinang,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38
w8,Pulau Pinang,0,0,0,0,0,0,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,2.59,7.38
w7,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w6,Pulau Pinang,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.69
w5,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w4,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w3,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w2,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w1,Pulau Pinang,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w24,Sabah,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.09,0.0,0.0,0.36,0.0,0.0,4.81
w23,Sabah,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,9.62
w22,Sabah,1,0,0,0,2,0,1,0,2,1,14.29,0.0,0.0,0.0,28.57,0.0,14.29,0.0,28.57,14.29,0.36,0.0,0.0,0.0,0.29,0.0,0.36,0.0,3.29,4.81
