date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2022-08-06,4684,5,4275,46877,9,374,33,874,3403,365,256,3620,442,147,218,256,1221,1197,779,423,237,117,88,0,0,0,9,0,0,0
2022-08-07,2728,2,3856,45742,0,312,16,560,1840,260,149,1928,391,132,128,149,653,642,391,242,193,112,86,0,0,0,0,0,0,0
2022-08-08,2863,2,4752,43844,1,324,25,582,1932,263,178,2068,349,128,135,178,658,741,429,240,171,99,79,0,0,0,1,0,0,0
2022-08-09,3083,3,4229,42689,2,326,20,645,2092,285,198,2238,362,142,143,198,739,773,445,281,169,110,83,0,0,0,1,1,0,0
2022-08-10,4896,2,2979,44602,42,428,32,1034,3402,416,313,3695,469,156,260,313,1232,1273,767,423,226,132,111,0,0,0,16,16,0,10
2022-08-11,4831,6,3362,46063,10,486,29,925,3391,416,282,3614,519,174,242,282,1176,1217,752,469,257,167,95,0,0,0,0,10,0,0
2022-08-12,3943,1,4645,45350,4,378,31,899,2635,348,278,2890,425,144,204,278,1011,932,589,358,224,127,74,0,0,0,0,4,0,0
2022-08-13,4334,6,5082,44591,6,353,27,842,3112,310,266,3321,436,115,195,266,1105,1130,714,372,236,109,91,0,0,0,0,6,0,0
2022-08-14,3045,5,4226,43402,16,298,22,602,2123,257,164,2254,370,112,145,164,752,788,442,272,196,102,72,0,0,0,7,9,0,0
2022-08-15,2437,6,3658,42177,13,283,17,532,1605,238,148,1746,303,110,128,148,571,600,367,208,148,89,66,0,0,0,0,13,0,0
2022-08-16,3429,6,4882,40720,51,365,23,716,2325,331,218,2509,370,155,176,218,819,883,526,281,192,96,82,0,0,0,27,22,2,0
2022-08-17,3516,3,2541,41694,11,339,39,755,2383,314,234,2568,399,130,184,234,848,882,549,289,193,122,84,0,0,0,1,10,0,0
2022-08-18,4071,2,3289,42476,21,374,25,787,2885,334,245,3080,411,132,202,245,1011,1084,655,330,228,106,77,0,0,0,1,20,0,0
