week,state,abs_0_4,abs_5_11,abs_12_17,abs_18_29,abs_30_39,abs_40_49,abs_50_59,abs_60_69,abs_70_79,abs_80_+,perc_0_4,perc_5_11,perc_12_17,perc_18_29,perc_30_39,perc_40_49,perc_50_59,perc_60_69,perc_70_79,perc_80_+,capita_0_4,capita_5_11,capita_12_17,capita_18_29,capita_30_39,capita_40_49,capita_50_59,capita_60_69,capita_70_79,capita_80_+
w24,Malaysia,155,116,114,1635,1616,879,437,380,287,275,2.63,1.97,1.93,27.74,27.42,14.91,7.41,6.45,4.87,4.67,6.28,3.19,3.62,22.33,29.52,22.88,14.0,17.43,26.8,69.23
w23,Malaysia,123,71,68,894,953,545,356,286,226,245,3.27,1.88,1.81,23.73,25.3,14.47,9.45,7.59,6.0,6.5,4.99,1.95,2.16,12.21,17.41,14.18,11.4,13.12,21.1,61.68
w22,Malaysia,112,95,102,736,827,504,298,192,171,194,3.47,2.94,3.16,22.78,25.6,15.6,9.22,5.94,5.29,6.0,4.54,2.61,3.24,10.05,15.11,13.12,9.55,8.8,15.97,48.84
w21,Malaysia,97,102,103,615,591,353,228,166,151,119,3.84,4.04,4.08,24.36,23.41,13.98,9.03,6.57,5.98,4.71,3.93,2.81,3.27,8.4,10.8,9.19,7.3,7.61,14.1,29.96
w20,Malaysia,66,84,88,449,544,313,186,137,110,111,3.16,4.02,4.21,21.5,26.05,14.99,8.91,6.56,5.27,5.32,2.68,2.31,2.8,6.13,9.94,8.15,5.96,6.28,10.27,27.95
w19,Malaysia,38,46,45,324,357,196,113,88,68,75,2.81,3.41,3.33,24.0,26.44,14.52,8.37,6.52,5.04,5.56,1.54,1.27,1.43,4.42,6.52,5.1,3.62,4.04,6.35,18.88
w18,Malaysia,53,72,80,487,460,311,161,128,72,89,2.77,3.76,4.18,25.46,24.05,16.26,8.42,6.69,3.76,4.65,2.15,1.98,2.54,6.65,8.4,8.09,5.16,5.87,6.72,22.41
w17,Malaysia,61,60,41,366,406,221,123,115,70,79,3.96,3.89,2.66,23.74,26.33,14.33,7.98,7.46,4.54,5.12,2.47,1.65,1.3,5.0,7.42,5.75,3.94,5.27,6.54,19.89
w16,Malaysia,42,52,38,403,381,221,146,88,59,65,2.81,3.48,2.54,26.96,25.48,14.78,9.77,5.89,3.95,4.35,1.7,1.43,1.21,5.5,6.96,5.75,4.68,4.04,5.51,16.36
w15,Malaysia,31,25,23,320,415,232,122,90,56,53,2.27,1.83,1.68,23.41,30.36,16.97,8.92,6.58,4.1,3.88,1.26,0.69,0.73,4.37,7.58,6.04,3.91,4.13,5.23,13.34
w14,Malaysia,34,35,26,361,411,188,129,83,77,94,2.36,2.43,1.81,25.1,28.58,13.07,8.97,5.77,5.35,6.54,1.38,0.96,0.83,4.93,7.51,4.89,4.13,3.81,7.19,23.67
w13,Malaysia,41,36,33,376,471,239,153,90,71,56,2.62,2.3,2.11,24.01,30.08,15.26,9.77,5.75,4.53,3.58,1.66,0.99,1.05,5.13,8.6,6.22,4.9,4.13,6.63,14.1
w12,Malaysia,43,36,38,513,502,300,164,102,72,78,2.33,1.95,2.06,27.76,27.16,16.23,8.87,5.52,3.9,4.22,1.74,0.99,1.21,7.01,9.17,7.81,5.25,4.68,6.72,19.64
w11,Malaysia,61,73,67,583,612,319,205,121,92,95,2.74,3.28,3.01,26.17,27.47,14.32,9.2,5.43,4.13,4.26,2.47,2.01,2.13,7.96,11.18,8.3,6.57,5.55,8.59,23.92
w10,Malaysia,65,104,466,695,709,448,191,153,94,144,2.12,3.39,15.18,22.65,23.1,14.6,6.22,4.99,3.06,4.69,2.64,2.86,14.81,9.49,12.95,11.66,6.12,7.02,8.78,36.25
w9,Malaysia,86,165,810,1063,1030,617,312,188,127,176,1.88,3.61,17.71,23.24,22.52,13.49,6.82,4.11,2.78,3.85,3.49,4.54,25.73,14.52,18.81,16.06,9.99,8.62,11.86,44.31
w8,Malaysia,99,138,550,1238,1279,781,423,241,165,235,1.92,2.68,10.68,24.04,24.84,15.17,8.22,4.68,3.2,4.56,4.01,3.8,17.47,16.91,23.36,20.33,13.55,11.05,15.41,59.16
w7,Malaysia,104,138,278,1182,1261,738,378,271,223,244,2.16,2.86,5.77,24.54,26.18,15.32,7.85,5.63,4.63,5.07,4.22,3.8,8.83,16.14,23.03,19.21,12.11,12.43,20.82,61.43
w6,Malaysia,131,82,93,1273,1286,736,438,321,283,320,2.64,1.65,1.87,25.65,25.91,14.83,8.83,6.47,5.7,6.45,5.31,2.26,2.95,17.39,23.49,19.16,14.03,14.72,26.42,80.56
w5,Malaysia,181,230,268,1877,2002,1127,619,430,395,467,2.38,3.03,3.53,24.71,26.36,14.84,8.15,5.66,5.2,6.15,7.34,6.33,8.51,25.63,36.57,29.33,19.83,19.72,36.88,117.57
w4,Malaysia,178,298,569,1926,2235,1333,732,460,367,475,2.08,3.48,6.64,22.47,26.07,15.55,8.54,5.37,4.28,5.54,7.22,8.2,18.08,26.3,40.83,34.69,23.45,21.09,34.27,119.59
w3,Malaysia,124,208,403,1444,1674,1013,566,366,277,364,1.93,3.23,6.26,22.43,26.0,15.73,8.79,5.68,4.3,5.65,5.03,5.72,12.8,19.72,30.58,26.37,18.13,16.78,25.86,91.64
w2,Malaysia,131,233,366,1223,1574,906,483,313,240,332,2.26,4.02,6.31,21.08,27.13,15.62,8.33,5.4,4.14,5.72,5.31,6.41,11.63,16.7,28.75,23.58,15.47,14.35,22.41,83.59
w1,Malaysia,83,128,127,1095,1211,727,379,286,220,267,1.84,2.83,2.81,24.21,26.77,16.07,8.38,6.32,4.86,5.9,3.37,3.52,4.03,14.95,22.12,18.92,12.14,13.12,20.54,67.22
w0,Malaysia,71,108,141,918,1038,611,299,213,175,240,1.86,2.83,3.7,24.07,27.22,16.02,7.84,5.58,4.59,6.29,2.88,2.97,4.48,12.54,18.96,15.9,9.58,9.77,16.34,60.42
w24,Klang Valley,58,57,65,1013,1053,524,185,123,78,76,1.79,1.76,2.01,31.34,32.58,16.21,5.72,3.81,2.41,2.35,9.33,6.22,9.04,61.51,62.86,44.37,22.2,23.78,32.5,107.65
w23,Klang Valley,53,38,35,456,560,311,147,87,72,60,2.91,2.09,1.92,25.07,30.79,17.1,8.08,4.78,3.96,3.3,8.52,4.15,4.87,27.69,33.43,26.33,17.64,16.82,30.0,84.99
w22,Klang Valley,45,51,50,415,476,271,116,67,45,47,2.84,3.22,3.16,26.22,30.07,17.12,7.33,4.23,2.84,2.97,7.24,5.57,6.95,25.2,28.41,22.94,13.92,12.95,18.75,66.57
w21,Klang Valley,42,59,58,337,337,199,98,55,48,36,3.31,4.65,4.57,26.56,26.56,15.68,7.72,4.33,3.78,2.84,6.75,6.44,8.06,20.46,20.12,16.85,11.76,10.63,20.0,50.99
w20,Klang Valley,35,39,48,282,363,193,92,59,42,40,2.93,3.27,4.02,23.64,30.43,16.18,7.71,4.95,3.52,3.35,5.63,4.26,6.67,17.12,21.67,16.34,11.04,11.41,17.5,56.66
w19,Klang Valley,24,32,30,179,206,114,59,35,34,25,3.25,4.34,4.07,24.25,27.91,15.45,7.99,4.74,4.61,3.39,3.86,3.49,4.17,10.87,12.3,9.65,7.08,6.77,14.17,35.41
w18,Klang Valley,32,50,32,326,318,215,106,64,31,35,2.65,4.14,2.65,26.96,26.3,17.78,8.77,5.29,2.56,2.89,5.15,5.46,4.45,19.79,18.98,18.2,12.72,12.37,12.92,49.58
w17,Klang Valley,33,45,27,241,282,137,65,51,27,37,3.49,4.76,2.86,25.5,29.84,14.5,6.88,5.4,2.86,3.92,5.31,4.91,3.75,14.63,16.83,11.6,7.8,9.86,11.25,52.41
w16,Klang Valley,25,37,21,272,275,152,87,42,19,26,2.62,3.87,2.2,28.45,28.77,15.9,9.1,4.39,1.99,2.72,4.02,4.04,2.92,16.52,16.42,12.87,10.44,8.12,7.92,36.83
w15,Klang Valley,23,15,9,212,282,151,67,43,26,29,2.68,1.75,1.05,24.74,32.91,17.62,7.82,5.02,3.03,3.38,3.7,1.64,1.25,12.87,16.83,12.78,8.04,8.31,10.83,41.08
w14,Klang Valley,18,24,18,231,294,137,78,35,31,33,2.0,2.67,2.0,25.7,32.7,15.24,8.68,3.89,3.45,3.67,2.89,2.62,2.5,14.03,17.55,11.6,9.36,6.77,12.92,46.74
w13,Klang Valley,21,27,16,271,336,150,96,45,32,24,2.06,2.65,1.57,26.62,33.01,14.73,9.43,4.42,3.14,2.36,3.38,2.95,2.22,16.46,20.06,12.7,11.52,8.7,13.33,33.99
w12,Klang Valley,19,13,26,357,339,185,92,51,28,39,1.65,1.13,2.26,31.07,29.5,16.1,8.01,4.44,2.44,3.39,3.06,1.42,3.61,21.68,20.24,15.66,11.04,9.86,11.67,55.24
w11,Klang Valley,35,55,43,336,434,209,126,70,38,48,2.51,3.95,3.08,24.1,31.13,14.99,9.04,5.02,2.73,3.44,5.63,6.0,5.98,20.4,25.91,17.7,15.12,13.53,15.83,67.99
w10,Klang Valley,42,63,111,380,460,277,102,78,32,62,2.61,3.92,6.91,23.65,28.62,17.24,6.35,4.85,1.99,3.86,6.75,6.88,15.43,23.07,27.46,23.45,12.24,15.08,13.33,87.82
w9,Klang Valley,46,97,271,633,655,385,183,90,55,80,1.84,3.89,10.86,25.37,26.25,15.43,7.33,3.61,2.2,3.21,7.4,10.59,37.67,38.44,39.1,32.6,21.96,17.4,22.92,113.31
w8,Klang Valley,51,89,344,826,837,504,260,126,84,127,1.57,2.74,10.59,25.43,25.77,15.52,8.0,3.88,2.59,3.91,8.2,9.71,47.82,50.15,49.96,42.67,31.2,24.36,35.0,179.89
w7,Klang Valley,51,94,169,763,837,481,204,122,78,113,1.75,3.23,5.8,26.2,28.74,16.52,7.01,4.19,2.68,3.88,8.2,10.26,23.49,46.33,49.96,40.72,24.48,23.59,32.5,160.06
w6,Klang Valley,62,42,51,773,827,463,255,135,96,113,2.2,1.49,1.81,27.44,29.36,16.44,9.05,4.79,3.41,4.01,9.97,4.58,7.09,46.94,49.37,39.2,30.6,26.1,40.0,160.06
w5,Klang Valley,89,146,153,1131,1265,707,306,159,124,175,2.09,3.43,3.6,26.58,29.73,16.62,7.19,3.74,2.91,4.11,14.31,15.94,21.27,68.67,75.51,59.86,36.73,30.74,51.67,247.88
w4,Klang Valley,102,181,274,1153,1362,803,379,178,101,186,2.16,3.84,5.81,24.43,28.86,17.02,8.03,3.77,2.14,3.94,16.4,19.76,38.09,70.01,81.3,67.99,45.49,34.42,42.08,263.46
w3,Klang Valley,51,128,167,872,1081,604,306,143,90,113,1.43,3.6,4.7,24.53,30.41,16.99,8.61,4.02,2.53,3.18,8.2,13.97,23.21,52.95,64.53,51.14,36.73,27.65,37.5,160.06
w2,Klang Valley,72,131,170,743,1022,568,277,136,94,121,2.16,3.93,5.1,22.29,30.65,17.04,8.31,4.08,2.82,3.63,11.58,14.3,23.63,45.12,61.01,48.09,33.25,26.3,39.17,171.39
w1,Klang Valley,37,74,75,686,809,490,206,130,72,115,1.37,2.75,2.78,25.46,30.03,18.19,7.65,4.83,2.67,4.27,5.95,8.08,10.43,41.65,48.29,41.49,24.72,25.14,30.0,162.89
w0,Klang Valley,37,60,66,562,647,381,164,90,54,86,1.72,2.79,3.07,26.18,30.14,17.75,7.64,4.19,2.52,4.01,5.95,6.55,9.17,34.12,38.62,32.26,19.68,17.4,22.5,121.81
w24,Johor,3,4,3,23,17,20,8,23,14,12,2.36,3.15,2.36,18.11,13.39,15.75,6.3,18.11,11.02,9.45,1.01,0.97,0.83,2.85,2.79,4.26,2.11,8.72,10.81,23.03
w23,Johor,9,1,0,14,20,8,19,22,13,19,7.2,0.8,0.0,11.2,16.0,6.4,15.2,17.6,10.4,15.2,3.03,0.24,0.0,1.73,3.28,1.7,5.02,8.34,10.04,36.47
w22,Johor,4,4,2,25,33,24,16,8,8,8,3.03,3.03,1.52,18.94,25.0,18.18,12.12,6.06,6.06,6.06,1.35,0.97,0.56,3.09,5.41,5.11,4.22,3.03,6.18,15.36
w21,Johor,6,6,3,16,22,21,8,8,12,7,5.5,5.5,2.75,14.68,20.18,19.27,7.34,7.34,11.01,6.42,2.02,1.46,0.83,1.98,3.61,4.47,2.11,3.03,9.27,13.44
w20,Johor,4,7,9,22,30,20,10,4,8,7,3.31,5.79,7.44,18.18,24.79,16.53,8.26,3.31,6.61,5.79,1.35,1.7,2.5,2.72,4.92,4.26,2.64,1.52,6.18,13.44
w19,Johor,1,2,3,15,19,7,6,4,5,5,1.49,2.99,4.48,22.39,28.36,10.45,8.96,5.97,7.46,7.46,0.34,0.49,0.83,1.86,3.12,1.49,1.58,1.52,3.86,9.6
w18,Johor,2,3,2,12,23,12,8,12,1,3,2.56,3.85,2.56,15.38,29.49,15.38,10.26,15.38,1.28,3.85,0.67,0.73,0.56,1.49,3.77,2.55,2.11,4.55,0.77,5.76
w17,Johor,1,0,3,14,18,10,7,3,5,3,1.56,0.0,4.69,21.88,28.12,15.62,10.94,4.69,7.81,4.69,0.34,0.0,0.83,1.73,2.95,2.13,1.85,1.14,3.86,5.76
w16,Johor,7,4,2,23,12,7,8,6,8,3,8.75,5.0,2.5,28.75,15.0,8.75,10.0,7.5,10.0,3.75,2.36,0.97,0.56,2.85,1.97,1.49,2.11,2.27,6.18,5.76
w15,Johor,1,2,2,22,16,13,9,6,5,3,1.27,2.53,2.53,27.85,20.25,16.46,11.39,7.59,6.33,3.8,0.34,0.49,0.56,2.72,2.62,2.77,2.38,2.27,3.86,5.76
w14,Johor,1,0,0,17,20,11,8,5,5,9,1.32,0.0,0.0,22.37,26.32,14.47,10.53,6.58,6.58,11.84,0.34,0.0,0.0,2.1,3.28,2.34,2.11,1.89,3.86,17.27
w13,Johor,3,2,1,25,28,15,5,10,5,2,3.12,2.08,1.04,26.04,29.17,15.62,5.21,10.42,5.21,2.08,1.01,0.49,0.28,3.09,4.59,3.19,1.32,3.79,3.86,3.84
w12,Johor,3,4,1,14,17,26,18,15,5,4,2.8,3.74,0.93,13.08,15.89,24.3,16.82,14.02,4.67,3.74,1.01,0.97,0.28,1.73,2.79,5.53,4.75,5.68,3.86,7.68
w11,Johor,3,2,4,20,16,15,15,10,8,5,3.06,2.04,4.08,20.41,16.33,15.31,15.31,10.2,8.16,5.1,1.01,0.49,1.11,2.48,2.62,3.19,3.96,3.79,6.18,9.6
w10,Johor,3,1,3,21,24,14,8,9,14,13,2.73,0.91,2.73,19.09,21.82,12.73,7.27,8.18,12.73,11.82,1.01,0.24,0.83,2.6,3.94,2.98,2.11,3.41,10.81,24.95
w9,Johor,4,6,7,22,30,28,14,12,13,8,2.78,4.17,4.86,15.28,20.83,19.44,9.72,8.33,9.03,5.56,1.35,1.46,1.94,2.72,4.92,5.96,3.7,4.55,10.04,15.36
w8,Johor,2,5,3,19,42,20,9,14,9,17,1.43,3.57,2.14,13.57,30.0,14.29,6.43,10.0,6.43,12.14,0.67,1.21,0.83,2.35,6.89,4.26,2.38,5.31,6.95,32.63
w7,Johor,6,0,3,11,26,32,22,24,17,18,3.77,0.0,1.89,6.92,16.35,20.13,13.84,15.09,10.69,11.32,2.02,0.0,0.83,1.36,4.26,6.81,5.81,9.09,13.13,34.55
w6,Johor,7,0,1,29,27,17,12,21,30,23,4.19,0.0,0.6,17.37,16.17,10.18,7.19,12.57,17.96,13.77,2.36,0.0,0.28,3.59,4.43,3.62,3.17,7.96,23.17,44.15
w5,Johor,4,6,3,21,27,19,25,34,45,36,1.82,2.73,1.36,9.55,12.27,8.64,11.36,15.45,20.45,16.36,1.35,1.46,0.83,2.6,4.43,4.04,6.6,12.88,34.75,69.1
w4,Johor,3,3,4,31,40,28,22,22,37,35,1.33,1.33,1.78,13.78,17.78,12.44,9.78,9.78,16.44,15.56,1.01,0.73,1.11,3.84,6.56,5.96,5.81,8.34,28.57,67.18
w3,Johor,3,2,3,12,30,25,18,17,17,29,1.92,1.28,1.92,7.69,19.23,16.03,11.54,10.9,10.9,18.59,1.01,0.49,0.83,1.49,4.92,5.32,4.75,6.44,13.13,55.66
w2,Johor,4,0,1,22,19,12,17,12,25,25,2.92,0.0,0.73,16.06,13.87,8.76,12.41,8.76,18.25,18.25,1.35,0.0,0.28,2.72,3.12,2.55,4.49,4.55,19.31,47.98
w1,Johor,2,3,2,22,18,13,7,14,12,14,1.87,2.8,1.87,20.56,16.82,12.15,6.54,13.08,11.21,13.08,0.67,0.73,0.56,2.72,2.95,2.77,1.85,5.31,9.27,26.87
w0,Johor,1,3,1,15,21,12,8,4,8,7,1.25,3.75,1.25,18.75,26.25,15.0,10.0,5.0,10.0,8.75,0.34,0.73,0.28,1.86,3.44,2.55,2.11,1.52,6.18,13.44
w24,Kedah,11,7,6,78,63,50,35,28,20,24,3.42,2.17,1.86,24.22,19.57,15.53,10.87,8.7,6.21,7.45,6.29,2.71,2.84,15.71,20.82,20.88,15.96,16.75,24.24,72.95
w23,Kedah,7,4,3,60,59,27,20,12,20,22,2.99,1.71,1.28,25.64,25.21,11.54,8.55,5.13,8.55,9.4,4.0,1.55,1.42,12.08,19.5,11.27,9.12,7.18,24.24,66.87
w22,Kedah,8,4,2,36,46,28,19,10,20,19,4.17,2.08,1.04,18.75,23.96,14.58,9.9,5.21,10.42,9.9,4.57,1.55,0.95,7.25,15.2,11.69,8.66,5.98,24.24,57.75
w21,Kedah,3,6,2,22,31,20,9,6,16,9,2.42,4.84,1.61,17.74,25.0,16.13,7.26,4.84,12.9,7.26,1.71,2.32,0.95,4.43,10.24,8.35,4.1,3.59,19.39,27.36
w20,Kedah,3,3,2,18,22,12,10,7,5,9,3.3,3.3,2.2,19.78,24.18,13.19,10.99,7.69,5.49,9.89,1.71,1.16,0.95,3.62,7.27,5.01,4.56,4.19,6.06,27.36
w19,Kedah,2,1,0,12,12,7,6,5,4,5,3.7,1.85,0.0,22.22,22.22,12.96,11.11,9.26,7.41,9.26,1.14,0.39,0.0,2.42,3.97,2.92,2.74,2.99,4.85,15.2
w18,Kedah,2,2,1,19,10,6,3,9,9,6,2.99,2.99,1.49,28.36,14.93,8.96,4.48,13.43,13.43,8.96,1.14,0.77,0.47,3.83,3.3,2.51,1.37,5.38,10.91,18.24
w17,Kedah,0,1,0,9,9,5,5,11,3,6,0.0,2.04,0.0,18.37,18.37,10.2,10.2,22.45,6.12,12.24,0.0,0.39,0.0,1.81,2.97,2.09,2.28,6.58,3.64,18.24
w16,Kedah,2,1,2,15,3,3,6,5,5,7,4.08,2.04,4.08,30.61,6.12,6.12,12.24,10.2,10.2,14.29,1.14,0.39,0.95,3.02,0.99,1.25,2.74,2.99,6.06,21.28
w15,Kedah,0,1,1,2,13,6,6,6,4,3,0.0,2.38,2.38,4.76,30.95,14.29,14.29,14.29,9.52,7.14,0.0,0.39,0.47,0.4,4.3,2.51,2.74,3.59,4.85,9.12
w14,Kedah,3,1,0,16,5,4,4,6,1,10,6.0,2.0,0.0,32.0,10.0,8.0,8.0,12.0,2.0,20.0,1.71,0.39,0.0,3.22,1.65,1.67,1.82,3.59,1.21,30.4
w13,Kedah,1,2,1,7,18,8,7,8,5,3,1.67,3.33,1.67,11.67,30.0,13.33,11.67,13.33,8.33,5.0,0.57,0.77,0.47,1.41,5.95,3.34,3.19,4.78,6.06,9.12
w12,Kedah,2,6,1,9,10,8,6,1,2,4,4.08,12.24,2.04,18.37,20.41,16.33,12.24,2.04,4.08,8.16,1.14,2.32,0.47,1.81,3.3,3.34,2.74,0.6,2.42,12.16
w11,Kedah,2,1,0,11,9,8,7,1,3,3,4.44,2.22,0.0,24.44,20.0,17.78,15.56,2.22,6.67,6.67,1.14,0.39,0.0,2.22,2.97,3.34,3.19,0.6,3.64,9.12
w10,Kedah,1,2,6,13,12,11,8,10,3,4,1.43,2.86,8.57,18.57,17.14,15.71,11.43,14.29,4.29,5.71,0.57,0.77,2.84,2.62,3.97,4.59,3.65,5.98,3.64,12.16
w9,Kedah,5,4,51,26,31,16,12,8,8,8,2.96,2.37,30.18,15.38,18.34,9.47,7.1,4.73,4.73,4.73,2.86,1.55,24.12,5.24,10.24,6.68,5.47,4.78,9.7,24.32
w8,Kedah,7,1,3,25,28,19,15,9,10,9,5.56,0.79,2.38,19.84,22.22,15.08,11.9,7.14,7.94,7.14,4.0,0.39,1.42,5.03,9.25,7.93,6.84,5.38,12.12,27.36
w7,Kedah,6,3,5,37,34,20,20,13,12,9,3.77,1.89,3.14,23.27,21.38,12.58,12.58,8.18,7.55,5.66,3.43,1.16,2.37,7.45,11.24,8.35,9.12,7.78,14.55,27.36
w6,Kedah,11,8,3,61,60,31,28,27,22,30,3.91,2.85,1.07,21.71,21.35,11.03,9.96,9.61,7.83,10.68,6.29,3.1,1.42,12.28,19.83,12.94,12.77,16.15,26.67,91.19
w5,Kedah,16,4,13,96,91,37,38,32,36,43,3.94,0.99,3.2,23.65,22.41,9.11,9.36,7.88,8.87,10.59,9.14,1.55,6.15,19.33,30.07,15.45,17.33,19.14,43.64,130.7
w4,Kedah,5,11,11,73,72,34,43,24,27,24,1.54,3.4,3.4,22.53,22.22,10.49,13.27,7.41,8.33,7.41,2.86,4.26,5.2,14.7,23.79,14.2,19.61,14.35,32.73,72.95
w3,Kedah,10,4,13,58,53,36,24,24,18,23,3.8,1.52,4.94,22.05,20.15,13.69,9.13,9.13,6.84,8.75,5.71,1.55,6.15,11.68,17.51,15.03,10.94,14.35,21.82,69.91
w2,Kedah,4,7,78,40,66,37,17,16,12,21,1.34,2.35,26.17,13.42,22.15,12.42,5.7,5.37,4.03,7.05,2.29,2.71,36.9,8.05,21.81,15.45,7.75,9.57,14.55,63.83
w1,Kedah,0,2,2,42,39,20,2,17,14,14,0.0,1.32,1.32,27.63,25.66,13.16,1.32,11.18,9.21,9.21,0.0,0.77,0.95,8.46,12.89,8.35,0.91,10.17,16.97,42.55
w0,Kedah,5,7,3,24,30,15,5,8,12,18,3.94,5.51,2.36,18.9,23.62,11.81,3.94,6.3,9.45,14.17,2.86,2.71,1.42,4.83,9.91,6.26,2.28,4.78,14.55,54.71
w24,Kelantan,3,3,2,32,25,11,14,20,13,14,2.19,2.19,1.46,23.36,18.25,8.03,10.22,14.6,9.49,10.22,1.6,1.1,0.95,7.14,10.08,6.33,8.53,16.54,21.89,64.52
w23,Kelantan,7,2,3,19,22,13,16,11,13,13,5.88,1.68,2.52,15.97,18.49,10.92,13.45,9.24,10.92,10.92,3.74,0.73,1.42,4.24,8.87,7.48,9.74,9.1,21.89,59.91
w22,Kelantan,3,4,5,16,16,15,12,9,3,8,3.3,4.4,5.49,17.58,17.58,16.48,13.19,9.89,3.3,8.79,1.6,1.47,2.37,3.57,6.45,8.64,7.31,7.44,5.05,36.87
w21,Kelantan,3,6,4,15,5,3,4,2,4,2,6.25,12.5,8.33,31.25,10.42,6.25,8.33,4.17,8.33,4.17,1.6,2.2,1.9,3.35,2.02,1.73,2.44,1.65,6.73,9.22
w20,Kelantan,2,4,2,9,3,8,2,3,2,1,5.56,11.11,5.56,25.0,8.33,22.22,5.56,8.33,5.56,2.78,1.07,1.47,0.95,2.01,1.21,4.61,1.22,2.48,3.37,4.61
w19,Kelantan,0,2,2,8,3,1,2,2,0,0,0.0,10.0,10.0,40.0,15.0,5.0,10.0,10.0,0.0,0.0,0.0,0.73,0.95,1.78,1.21,0.58,1.22,1.65,0.0,0.0
w18,Kelantan,2,0,0,2,2,4,3,4,2,1,10.0,0.0,0.0,10.0,10.0,20.0,15.0,20.0,10.0,5.0,1.07,0.0,0.0,0.45,0.81,2.3,1.83,3.31,3.37,4.61
w17,Kelantan,1,2,0,3,9,4,5,3,1,2,3.33,6.67,0.0,10.0,30.0,13.33,16.67,10.0,3.33,6.67,0.53,0.73,0.0,0.67,3.63,2.3,3.05,2.48,1.68,9.22
w16,Kelantan,1,3,1,6,4,5,3,1,3,2,3.45,10.34,3.45,20.69,13.79,17.24,10.34,3.45,10.34,6.9,0.53,1.1,0.47,1.34,1.61,2.88,1.83,0.83,5.05,9.22
w15,Kelantan,0,0,0,6,5,3,4,3,1,2,0.0,0.0,0.0,25.0,20.83,12.5,16.67,12.5,4.17,8.33,0.0,0.0,0.0,1.34,2.02,1.73,2.44,2.48,1.68,9.22
w14,Kelantan,1,2,1,7,7,1,3,3,1,4,3.33,6.67,3.33,23.33,23.33,3.33,10.0,10.0,3.33,13.33,0.53,0.73,0.47,1.56,2.82,0.58,1.83,2.48,1.68,18.43
w13,Kelantan,1,0,2,3,11,4,4,1,0,1,3.7,0.0,7.41,11.11,40.74,14.81,14.81,3.7,0.0,3.7,0.53,0.0,0.95,0.67,4.43,2.3,2.44,0.83,0.0,4.61
w12,Kelantan,0,1,1,16,9,4,1,3,3,3,0.0,2.44,2.44,39.02,21.95,9.76,2.44,7.32,7.32,7.32,0.0,0.37,0.47,3.57,3.63,2.3,0.61,2.48,5.05,13.82
w11,Kelantan,3,0,2,22,10,4,5,0,0,5,5.88,0.0,3.92,43.14,19.61,7.84,9.8,0.0,0.0,9.8,1.6,0.0,0.95,4.91,4.03,2.3,3.05,0.0,0.0,23.04
w10,Kelantan,4,10,63,75,19,17,7,5,2,9,1.9,4.74,29.86,35.55,9.0,8.06,3.32,2.37,0.95,4.27,2.14,3.67,29.91,16.73,7.66,9.79,4.26,4.14,3.37,41.47
w9,Kelantan,3,13,50,65,23,22,8,10,6,8,1.44,6.25,24.04,31.25,11.06,10.58,3.85,4.81,2.88,3.85,1.6,4.77,23.74,14.5,9.27,12.67,4.87,8.27,10.1,36.87
w8,Kelantan,4,5,16,33,41,29,15,11,10,10,2.3,2.87,9.2,18.97,23.56,16.67,8.62,6.32,5.75,5.75,2.14,1.83,7.6,7.36,16.53,16.7,9.14,9.1,16.84,46.08
w7,Kelantan,9,4,16,39,33,20,16,13,8,14,5.23,2.33,9.3,22.67,19.19,11.63,9.3,7.56,4.65,8.14,4.81,1.47,7.6,8.7,13.3,11.51,9.74,10.75,13.47,64.52
w6,Kelantan,11,6,5,65,36,24,14,23,14,18,5.09,2.78,2.31,30.09,16.67,11.11,6.48,10.65,6.48,8.33,5.87,2.2,2.37,14.5,14.51,13.82,8.53,19.02,23.57,82.95
w5,Kelantan,8,11,20,76,71,45,28,29,18,31,2.37,3.26,5.93,22.55,21.07,13.35,8.31,8.61,5.34,9.2,4.27,4.04,9.5,16.96,28.62,25.91,17.05,23.99,30.3,142.86
w4,Kelantan,4,23,63,67,72,33,21,24,15,33,1.13,6.48,17.75,18.87,20.28,9.3,5.92,6.76,4.23,9.3,2.14,8.44,29.91,14.95,29.02,19.0,12.79,19.85,25.25,152.07
w3,Kelantan,12,7,50,62,46,31,21,14,9,24,4.35,2.54,18.12,22.46,16.67,11.23,7.61,5.07,3.26,8.7,6.41,2.57,23.74,13.83,18.54,17.85,12.79,11.58,15.15,110.6
w2,Kelantan,2,9,11,38,41,27,7,6,16,18,1.14,5.14,6.29,21.71,23.43,15.43,4.0,3.43,9.14,10.29,1.07,3.3,5.22,8.48,16.53,15.54,4.26,4.96,26.94,82.95
w1,Kelantan,1,4,10,40,21,19,14,9,8,9,0.74,2.96,7.41,29.63,15.56,14.07,10.37,6.67,5.93,6.67,0.53,1.47,4.75,8.92,8.46,10.94,8.53,7.44,13.47,41.47
w0,Kelantan,2,1,6,29,24,10,10,12,4,9,1.87,0.93,5.61,27.1,22.43,9.35,9.35,11.21,3.74,8.41,1.07,0.37,2.85,6.47,9.67,5.76,6.09,9.93,6.73,41.47
w24,Melaka,7,4,5,110,76,60,43,16,19,11,1.99,1.14,1.42,31.34,21.65,17.09,12.25,4.56,5.41,3.13,9.97,4.06,5.78,52.03,50.67,61.48,45.07,22.96,49.61,73.33
