week,state,abs_0_4,abs_5_11,abs_12_17,abs_18_29,abs_30_39,abs_40_49,abs_50_59,abs_60_69,abs_70_79,abs_80_+,perc_0_4,perc_5_11,perc_12_17,perc_18_29,perc_30_39,perc_40_49,perc_50_59,perc_60_69,perc_70_79,perc_80_+,capita_0_4,capita_5_11,capita_12_17,capita_18_29,capita_30_39,capita_40_49,capita_50_59,capita_60_69,capita_70_79,capita_80_+
w22,W.P. Putrajaya,1,1,6,13,32,23,4,1,0,1,1.22,1.22,7.32,15.85,39.02,28.05,4.88,1.22,0.0,1.22,8.85,4.65,63.16,83.33,146.12,141.98,47.62,21.28,0.0,500.0
w21,W.P. Putrajaya,2,7,6,11,25,15,1,1,0,1,2.9,10.14,8.7,15.94,36.23,21.74,1.45,1.45,0.0,1.45,17.7,32.56,63.16,70.51,114.16,92.59,11.9,21.28,0.0,500.0
w20,W.P. Putrajaya,0,2,2,9,16,22,5,0,2,0,0.0,3.45,3.45,15.52,27.59,37.93,8.62,0.0,3.45,0.0,0.0,9.3,21.05,57.69,73.06,135.8,59.52,0.0,285.71,0.0
w19,W.P. Putrajaya,0,1,3,7,18,8,5,1,0,0,0.0,2.33,6.98,16.28,41.86,18.6,11.63,2.33,0.0,0.0,0.0,4.65,31.58,44.87,82.19,49.38,59.52,21.28,0.0,0.0
w18,W.P. Putrajaya,1,2,2,4,18,19,3,0,1,1,1.96,3.92,3.92,7.84,35.29,37.25,5.88,0.0,1.96,1.96,8.85,9.3,21.05,25.64,82.19,117.28,35.71,0.0,142.86,500.0
w17,W.P. Putrajaya,5,1,2,9,10,10,0,0,0,1,13.16,2.63,5.26,23.68,26.32,26.32,0.0,0.0,0.0,2.63,44.25,4.65,21.05,57.69,45.66,61.73,0.0,0.0,0.0,500.0
w16,W.P. Putrajaya,0,0,2,7,20,9,2,1,0,0,0.0,0.0,4.88,17.07,48.78,21.95,4.88,2.44,0.0,0.0,0.0,0.0,21.05,44.87,91.32,55.56,23.81,21.28,0.0,0.0
w15,W.P. Putrajaya,3,3,0,5,15,13,4,1,0,2,6.52,6.52,0.0,10.87,32.61,28.26,8.7,2.17,0.0,4.35,26.55,13.95,0.0,32.05,68.49,80.25,47.62,21.28,0.0,1000.0
w14,W.P. Putrajaya,0,2,2,2,15,10,3,0,0,0,0.0,5.88,5.88,5.88,44.12,29.41,8.82,0.0,0.0,0.0,0.0,9.3,21.05,12.82,68.49,61.73,35.71,0.0,0.0,0.0
w13,W.P. Putrajaya,1,3,2,7,24,13,3,0,0,0,1.89,5.66,3.77,13.21,45.28,24.53,5.66,0.0,0.0,0.0,8.85,13.95,21.05,44.87,109.59,80.25,35.71,0.0,0.0,0.0
w12,W.P. Putrajaya,0,0,0,5,16,18,1,0,1,0,0.0,0.0,0.0,12.2,39.02,43.9,2.44,0.0,2.44,0.0,0.0,0.0,0.0,32.05,73.06,111.11,11.9,0.0,142.86,0.0
w11,W.P. Putrajaya,2,4,5,5,22,12,3,0,0,1,3.7,7.41,9.26,9.26,40.74,22.22,5.56,0.0,0.0,1.85,17.7,18.6,52.63,32.05,100.46,74.07,35.71,0.0,0.0,500.0
w10,W.P. Putrajaya,0,5,4,12,29,17,3,1,0,2,0.0,6.85,5.48,16.44,39.73,23.29,4.11,1.37,0.0,2.74,0.0,23.26,42.11,76.92,132.42,104.94,35.71,21.28,0.0,1000.0
w9,W.P. Putrajaya,0,5,23,17,42,39,8,0,1,2,0.0,3.65,16.79,12.41,30.66,28.47,5.84,0.0,0.73,1.46,0.0,23.26,242.11,108.97,191.78,240.74,95.24,0.0,142.86,1000.0
w8,W.P. Putrajaya,1,8,14,26,53,47,13,0,1,3,0.6,4.82,8.43,15.66,31.93,28.31,7.83,0.0,0.6,1.81,8.85,37.21,147.37,166.67,242.01,290.12,154.76,0.0,142.86,1500.0
w7,W.P. Putrajaya,3,7,5,9,46,23,6,2,0,0,2.97,6.93,4.95,8.91,45.54,22.77,5.94,1.98,0.0,0.0,26.55,32.56,52.63,57.69,210.05,141.98,71.43,42.55,0.0,0.0
w6,W.P. Putrajaya,1,1,2,12,41,19,3,3,1,1,1.19,1.19,2.38,14.29,48.81,22.62,3.57,3.57,1.19,1.19,8.85,4.65,21.05,76.92,187.21,117.28,35.71,63.83,142.86,500.0
w5,W.P. Putrajaya,4,14,8,36,80,60,13,4,2,4,1.78,6.22,3.56,16.0,35.56,26.67,5.78,1.78,0.89,1.78,35.4,65.12,84.21,230.77,365.3,370.37,154.76,85.11,285.71,2000.0
w4,W.P. Putrajaya,2,14,5,24,67,54,4,1,2,1,1.15,8.05,2.87,13.79,38.51,31.03,2.3,0.57,1.15,0.57,17.7,65.12,52.63,153.85,305.94,333.33,47.62,21.28,285.71,500.0
w3,W.P. Putrajaya,0,4,7,18,44,34,9,5,1,1,0.0,3.25,5.69,14.63,35.77,27.64,7.32,4.07,0.81,0.81,0.0,18.6,73.68,115.38,200.91,209.88,107.14,106.38,142.86,500.0
w2,W.P. Putrajaya,1,4,7,24,63,49,10,2,2,0,0.62,2.47,4.32,14.81,38.89,30.25,6.17,1.23,1.23,0.0,8.85,18.6,73.68,153.85,287.67,302.47,119.05,42.55,285.71,0.0
w1,W.P. Putrajaya,2,6,2,19,48,39,3,2,1,2,1.61,4.84,1.61,15.32,38.71,31.45,2.42,1.61,0.81,1.61,17.7,27.91,21.05,121.79,219.18,240.74,35.71,42.55,142.86,1000.0
w0,W.P. Putrajaya,2,3,2,7,25,23,4,1,1,3,2.82,4.23,2.82,9.86,35.21,32.39,5.63,1.41,1.41,4.23,17.7,13.95,21.05,44.87,114.16,141.98,47.62,21.28,142.86,1500.0
